time,AT322
2021-01-01,1.6927272
2021-01-02,0.5172727
2021-01-03,2.4290907
2021-01-04,2.4727273
2021-01-05,2.310909
2021-01-06,3.138182
2021-01-07,2.3127272
2021-01-08,1.3554546
2021-01-09,0.023636363
2021-01-10,0.113636345
2021-01-11,2.3727272
2021-01-12,5.8245454
2021-01-13,3.3027275
2021-01-14,3.404545
2021-01-15,0.56363636
2021-01-16,-0.5354545
2021-01-17,2.7809088
2021-01-18,3.278182
2021-01-19,5.5263634
2021-01-20,8.056363
2021-01-21,8.055454
2021-01-22,5.228182
2021-01-23,2.7299998
2021-01-24,0.37272727
2021-01-25,2.7181818
2021-01-26,2.0363638
2021-01-27,3.861818
2021-01-28,8.889091
2021-01-29,9.532727
2021-01-30,5.7099996
2021-01-31,2.5118182
2021-02-01,4.799091
2021-02-02,8.531818
2021-02-03,10.077271
2021-02-04,6.139091
2021-02-05,7.6927276
2021-02-06,6.6945453
2021-02-07,1.6972725
2021-02-08,-2.6609092
2021-02-09,-4.5781817
2021-02-10,-4.5436363
2021-02-11,-3.5127273
2021-02-12,-3.8827271
2021-02-13,-3.1936362
2021-02-14,-1.05
2021-02-15,3.641818
2021-02-16,7.2845454
2021-02-17,9.303636
2021-02-18,7.4927273
2021-02-19,6.683636
2021-02-20,11.51
2021-02-21,11.739091
2021-02-22,11.2927265
2021-02-23,12.821817
2021-02-24,13.14909
2021-02-25,11.365455
2021-02-26,7.82
2021-02-27,4.2781816
2021-02-28,5.9809084
2021-03-01,6.131818
2021-03-02,7.871818
2021-03-03,9.459091
2021-03-04,7.76909
2021-03-05,4.2445455
2021-03-06,3.082727
2021-03-07,2.47
2021-03-08,3.6454544
2021-03-09,6.0154543
2021-03-10,5.7672725
2021-03-11,9.740909
2021-03-12,7.149091
2021-03-13,7.838182
2021-03-14,6.8490906
2021-03-15,7.8663635
2021-03-16,4.974545
2021-03-17,6.6463637
2021-03-18,5.22
2021-03-19,5.387273
2021-03-20,5.274545
2021-03-21,6.4272723
2021-03-22,5.425454
2021-03-23,7.1018176
2021-03-24,8.793636
2021-03-25,8.9463625
2021-03-26,8.591818
2021-03-27,7.9227276
2021-03-28,9.471818
2021-03-29,12.463637
2021-03-30,13.994546
2021-03-31,14.921817
2021-04-01,13.299999
2021-04-02,7.8518176
2021-04-03,7.5345454
2021-04-04,6.1609097
2021-04-05,4.917273
2021-04-06,2.489091
2021-04-07,2.9681816
2021-04-08,6.0890903
2021-04-09,8.123636
2021-04-10,8.989999
2021-04-11,5.8981814
2021-04-12,3.2972724
2021-04-13,4.2509093
2021-04-14,4.6372724
2021-04-15,4.9981813
2021-04-16,5.74
2021-04-17,7.6427264
2021-04-18,7.906364
2021-04-19,7.945454
2021-04-20,9.664545
2021-04-21,10.192727
2021-04-22,8.362727
2021-04-23,8.784545
2021-04-24,9.808182
2021-04-25,8.602726
2021-04-26,8.578182
2021-04-27,9.992726
2021-04-28,11.531817
2021-04-29,8.278182
2021-04-30,6.4345455
2021-05-01,7.0654545
2021-05-02,6.9372725
2021-05-03,8.496364
2021-05-04,11.288181
2021-05-05,8.979091
2021-05-06,6.7272725
2021-05-07,8.142727
2021-05-08,12.630909
2021-05-09,17.50818
2021-05-10,16.34909
2021-05-11,13.604545
2021-05-12,12.006363
2021-05-13,11.963637
2021-05-14,10.935454
2021-05-15,10.808182
2021-05-16,11.92091
2021-05-17,12.226363
2021-05-18,12.6
2021-05-19,10.384545
2021-05-20,10.700909
2021-05-21,13.456363
2021-05-22,11.580001
2021-05-23,11.485455
2021-05-24,11.984546
2021-05-25,10.860909
2021-05-26,11.5145445
2021-05-27,12.319092
2021-05-28,12.68909
2021-05-29,15.319999
2021-05-30,15.11
2021-05-31,16.680908
2021-06-01,18.180908
2021-06-02,20.413635
2021-06-03,20.958183
2021-06-04,18.32909
2021-06-05,15.126362
2021-06-06,15.545455
2021-06-07,16.574545
2021-06-08,17.573637
2021-06-09,18.90727
2021-06-10,18.710909
2021-06-11,18.58
2021-06-12,17.847271
2021-06-13,17.46
2021-06-14,20.057274
2021-06-15,20.56091
2021-06-16,22.74
2021-06-17,23.536364
2021-06-18,23.390001
2021-06-19,19.058182
2021-06-20,19.574547
2021-06-21,18.139091
2021-06-22,14.766363
2021-06-23,14.369091
2021-06-24,15.4972725
2021-06-25,15.147272
2021-06-26,18.171818
2021-06-27,19.527271
2021-06-28,19.327272
2021-06-29,17.803637
2021-06-30,14.5
2021-07-01,16.31091
2021-07-02,18.024546
2021-07-03,19.690908
2021-07-04,18.253635
2021-07-05,17.381819
2021-07-06,17.696363
2021-07-07,17.94
2021-07-08,17.012728
2021-07-09,17.150908
2021-07-10,17.110909
2021-07-11,16.411818
2021-07-12,18.066364
2021-07-13,17.794546
2021-07-14,16.31091
2021-07-15,18.19909
2021-07-16,17.370909
2021-07-17,19.330908
2021-07-18,20.817272
2021-07-19,20.836363
2021-07-20,20.412727
2021-07-21,20.818182
2021-07-22,20.306364
2021-07-23,19.735455
2021-07-24,20.703636
2021-07-25,19.289091
2021-07-26,18.62909
2021-07-27,17.664545
2021-07-28,17.962727
2021-07-29,17.545454
2021-07-30,16.923637
2021-07-31,17.703636
2021-08-01,16.33818
2021-08-02,16.43909
2021-08-03,16.677273
2021-08-04,16.671816
2021-08-05,18.519999
2021-08-06,18.435455
2021-08-07,16.81818
2021-08-08,16.37
2021-08-09,16.838182
2021-08-10,17.732727
2021-08-11,17.84909
2021-08-12,19.851818
2021-08-13,19.364544
2021-08-14,19.18
2021-08-15,20.464546
2021-08-16,16.572725
2021-08-17,13.579999
2021-08-18,17.186363
2021-08-19,17.324547
2021-08-20,18.171816
2021-08-21,19.062727
2021-08-22,17.759092
2021-08-23,17.998182
2021-08-24,17.680908
2021-08-25,17.216362
2021-08-26,16.294546
2021-08-27,15.926364
2021-08-28,16.71182
2021-08-29,15.930908
2021-08-30,17.31909
2021-08-31,17.381819
2021-09-01,16.58
2021-09-02,17.039091
2021-09-03,18.311817
2021-09-04,18.75727
2021-09-05,20.542727
2021-09-06,20.004545
2021-09-07,20.344545
2021-09-08,21.095453
2021-09-09,20.853636
2021-09-10,19.913635
2021-09-11,17.893637
2021-09-12,15.959091
2021-09-13,16.727272
2021-09-14,18.132727
2021-09-15,18.735455
2021-09-16,16.335455
2021-09-17,16.243635
2021-09-18,16.812727
2021-09-19,16.76818
2021-09-20,16.482727
2021-09-21,13.429091
2021-09-22,13.698182
2021-09-23,14.139091
2021-09-24,16.273636
2021-09-25,16.068182
2021-09-26,17.842726
2021-09-27,15.826364
2021-09-28,13.256364
2021-09-29,12.970908
2021-09-30,10.3154545
2021-10-01,12.447272
2021-10-02,13.14
2021-10-03,13.788181
2021-10-04,12.949091
2021-10-05,13.123635
2021-10-06,11.833636
2021-10-07,11.505454
2021-10-08,11.718182
2021-10-09,11.72
2021-10-10,10.28
2021-10-11,11.305454
2021-10-12,10.273636
2021-10-13,8.960909
2021-10-14,10.538181
2021-10-15,10.75
2021-10-16,9.020908
2021-10-17,9.679091
2021-10-18,10.478182
2021-10-19,17.035454
2021-10-20,15.932728
2021-10-21,11.124545
2021-10-22,7.885454
2021-10-23,9.437272
2021-10-24,7.696364
2021-10-25,9.442727
2021-10-26,10.988181
2021-10-27,12.00091
2021-10-28,10.888183
