time,DE27B
2021-01-01,2.81
2021-01-02,5.475
2021-01-03,5.415
2021-01-04,5.345
2021-01-05,4.998
2021-01-06,3.873
2021-01-07,3.44
2021-01-08,1.333
2021-01-09,0.089
2021-01-10,-0.9539999
2021-01-11,-0.69699997
2021-01-12,-1.614
2021-01-13,0.34600002
2021-01-14,-1.368
2021-01-15,-1.0199999
2021-01-16,-4.0889997
2021-01-17,-5.1359997
2021-01-18,-7.9779997
2021-01-19,-3.442
2021-01-20,2.4379997
2021-01-21,3.707
2021-01-22,5.961
2021-01-23,8.43
2021-01-24,6.115
2021-01-25,2.478
2021-01-26,0.94799995
2021-01-27,-0.35
2021-01-28,-1.674
2021-01-29,1.3289999
2021-01-30,4.641
2021-01-31,0.067999996
2021-02-01,-1.243
2021-02-02,0.634
2021-02-03,5.203
2021-02-04,10.311
2021-02-05,6.348
2021-02-06,5.647
2021-02-07,4.275
2021-02-08,5.247
2021-02-09,3.133
2021-02-10,3.6559997
2021-02-11,-1.7639999
2021-02-12,-6.872
2021-02-13,-7.414
2021-02-14,-3.515
2021-02-15,-2.634
2021-02-16,-2.816
2021-02-17,1.977
2021-02-18,4.0829997
2021-02-19,2.575
2021-02-20,3.712
2021-02-21,3.439
2021-02-22,5.8259993
2021-02-23,6.0649996
2021-02-24,7.921
2021-02-25,9.084
2021-02-26,10.080999
2021-02-27,7.5259995
2021-02-28,4.554
2021-03-01,4.456
2021-03-02,4.969
2021-03-03,7.1400003
2021-03-04,7.838
2021-03-05,6.9639997
2021-03-06,2.612
2021-03-07,1.5059999
2021-03-08,2.053
2021-03-09,1.2739999
2021-03-10,1.398
2021-03-11,0.958
2021-03-12,7.4589996
2021-03-13,8.656
2021-03-14,9.672
2021-03-15,5.606
2021-03-16,5.912
2021-03-17,5.7429996
2021-03-18,4.066
2021-03-19,2.466
2021-03-20,1.2129999
2021-03-21,0.721
2021-03-22,2.573
2021-03-23,4.067
2021-03-24,5.707
2021-03-25,4.7219996
2021-03-26,7.3569994
2021-03-27,10.212999
2021-03-28,9.552
2021-03-29,8.264
2021-03-30,12.9470005
2021-03-31,14.226999
2021-04-01,14.889999
2021-04-02,13.467
2021-04-03,8.014
2021-04-04,5.378
2021-04-05,6.6089997
2021-04-06,4.6309996
2021-04-07,2.824
2021-04-08,3.189
2021-04-09,5.7499995
2021-04-10,9.973
2021-04-11,10.931
2021-04-12,14.745
2021-04-13,7.9969993
2021-04-14,4.914
2021-04-15,4.9
2021-04-16,4.5379996
2021-04-17,6.128
2021-04-18,7.5119996
2021-04-19,8.993
2021-04-20,10.724
2021-04-21,11.124999
2021-04-22,12.531
2021-04-23,9.296
2021-04-24,8.814
2021-04-25,9.851999
2021-04-26,7.797
2021-04-27,8.475
2021-04-28,10.425
2021-04-29,15.309
2021-04-30,17.31
2021-05-01,17.37
2021-05-02,19.265
2021-05-03,11.266001
2021-05-04,11.235
2021-05-05,15.428999
2021-05-06,11.809
2021-05-07,11.9869995
2021-05-08,10.217
2021-05-09,11.903
2021-05-10,16.345999
2021-05-11,19.109999
2021-05-12,18.531
2021-05-13,15.223999
2021-05-14,14.4539995
2021-05-15,15.039999
2021-05-16,15.195999
2021-05-17,13.335001
2021-05-18,14.101001
2021-05-19,12.428999
2021-05-20,13.194
2021-05-21,14.217
2021-05-22,15.348999
2021-05-23,15.389
2021-05-24,12.781
2021-05-25,17.314999
2021-05-26,14.065
2021-05-27,15.217
2021-05-28,15.834
2021-05-29,14.592
2021-05-30,12.657999
2021-05-31,12.721999
2021-06-01,14.637999
2021-06-02,14.635999
2021-06-03,16.010998
2021-06-04,18.089
2021-06-05,19.516998
2021-06-06,20.248999
2021-06-07,20.085001
2021-06-08,21.008
2021-06-09,21.481998
2021-06-10,21.025
2021-06-11,19.626
2021-06-12,20.867
2021-06-13,18.911
2021-06-14,16.038
2021-06-15,17.956
2021-06-16,21.314999
2021-06-17,22.775
2021-06-18,23.383
2021-06-19,23.814999
2021-06-20,23.946
2021-06-21,25.067999
2021-06-22,27.257
2021-06-23,27.957998
2021-06-24,28.888998
2021-06-25,27.969
2021-06-26,23.918
2021-06-27,23.369999
2021-06-28,24.322
2021-06-29,26.782001
2021-06-30,27.828
2021-07-01,23.477
2021-07-02,20.817999
2021-07-03,21.258
2021-07-04,21.336
2021-07-05,22.536
2021-07-06,24.212
2021-07-07,26.197
2021-07-08,28.25
2021-07-09,28.244
2021-07-10,24.393
2021-07-11,24.575
2021-07-12,25.269
2021-07-13,27.459997
2021-07-14,28.901001
2021-07-15,26.175
2021-07-16,25.367
2021-07-17,25.882
2021-07-18,26.203999
2021-07-19,23.453999
2021-07-20,22.412998
2021-07-21,20.993
2021-07-22,20.985
2021-07-23,21.635998
2021-07-24,23.032
2021-07-25,24.414999
2021-07-26,26.185999
2021-07-27,26.477
2021-07-28,28.059998
2021-07-29,26.296997
2021-07-30,25.584
2021-07-31,25.797
2021-08-01,25.421999
2021-08-02,22.109999
2021-08-03,21.923
2021-08-04,22.622
2021-08-05,21.547998
2021-08-06,20.244999
2021-08-07,21.550999
2021-08-08,24.507
2021-08-09,24.492
2021-08-10,24.84
2021-08-11,24.125998
2021-08-12,22.864
2021-08-13,23.164
2021-08-14,25.536
2021-08-15,27.171997
2021-08-16,27.997997
2021-08-17,21.984
2021-08-18,18.413
2021-08-19,18.99
2021-08-20,20.956999
2021-08-21,21.458
2021-08-22,22.933
2021-08-23,23.014
2021-08-24,20.181
2021-08-25,16.505
2021-08-26,16.689001
2021-08-27,15.538
2021-08-28,15.212
2021-08-29,16.235
2021-08-30,16.773998
2021-08-31,16.873999
2021-09-01,17.779999
2021-09-02,17.154001
2021-09-03,16.738998
2021-09-04,17.595999
2021-09-05,17.625998
2021-09-06,16.516998
2021-09-07,16.297998
2021-09-08,17.529999
2021-09-09,17.964
2021-09-10,18.098
2021-09-11,18.759998
2021-09-12,19.844997
2021-09-13,20.526999
2021-09-14,20.95
2021-09-15,21.490002
2021-09-16,23.285
2021-09-17,21.363998
2021-09-18,16.928999
2021-09-19,14.969
2021-09-20,12.415999
2021-09-21,12.189
2021-09-22,11.705
2021-09-23,12.474999
2021-09-24,16.005
2021-09-25,17.209
2021-09-26,19.010998
2021-09-27,18.291
2021-09-28,18.126001
2021-09-29,15.345999
2021-09-30,14.547
2021-10-01,13.852
2021-10-02,13.801
2021-10-03,15.018
2021-10-04,16.414999
2021-10-05,17.909
2021-10-06,15.066999
2021-10-07,13.929998
2021-10-08,11.597
2021-10-09,8.424
2021-10-10,8.690001
2021-10-11,9.601
2021-10-12,10.134
2021-10-13,8.1449995
2021-10-14,7.442
2021-10-15,8.450999
2021-10-16,9.698999
2021-10-17,8.802
2021-10-18,8.991
2021-10-19,9.445
2021-10-20,12.003
2021-10-21,14.426
2021-10-22,13.284999
2021-10-23,9.794
2021-10-24,6.46
2021-10-25,7.3149996
2021-10-26,6.9199996
2021-10-27,7.2409997
2021-10-28,7.245
2021-10-29,9.042999
2021-10-30,9.924
2021-10-31,9.108
2021-11-01,8.613
2021-11-02,7.9
2021-11-03,8.852999
2021-11-04,14.654999
2021-11-05,9.926999
2021-11-06,7.4519997
2021-11-07,7.7419996
2021-11-08,8.298
2021-11-09,6.884
2021-11-10,5.415
2021-11-11,4.755
2021-11-12,3.8769996
2021-11-13,2.527
2021-11-14,5.988
2021-11-15,6.144
2021-11-16,5.903
2021-11-17,4.626
2021-11-18,4.8599997
2021-11-19,6.4639997
2021-11-20,8.254
2021-11-21,5.6949997
2021-11-22,5.0909996
2021-11-23,4.8659997
2021-11-24,1.273
2021-11-25,1.9959999
2021-11-26,4.602
2021-11-27,4.0550003
2021-11-28,7.311
2021-11-29,4.687
2021-11-30,1.713
2021-12-01,5.052
2021-12-02,7.4129996
2021-12-03,4.1219997
2021-12-04,-1.39
2021-12-05,1.466
2021-12-06,3.8049998
2021-12-07,1.6709999
