time,FRY10
2021-06-01,7.7199993
2021-06-02,12.42
2021-06-03,12.273333
2021-06-04,15.032222
2021-06-05,10.942222
2021-06-06,9.496667
2021-06-07,6.313333
2021-06-08,9.796666
2021-06-09,13.383334
2021-06-10,12.757778
2021-06-11,12.925556
2021-06-12,12.872221
2021-06-13,9.5177765
2021-06-14,14.706667
2021-06-15,16.901112
2021-06-16,14.766666
2021-06-17,13.066667
2021-06-18,16.33111
2021-06-19,17.787775
2021-06-20,21.20111
2021-06-21,19.917778
2021-06-22,18.795555
2021-06-23,15.740001
2021-06-24,15.072222
2021-06-25,13.846666
2021-06-26,13.607777
2021-06-27,15.974443
2021-06-28,14.382222
2021-06-29,16.522223
2021-06-30,15.246667
2021-07-01,18.05
2021-07-02,18.197777
2021-07-03,18.633335
2021-07-04,19.327778
2021-07-05,18.67
2021-07-06,18.942223
2021-07-07,20.90222
2021-07-08,20.608889
2021-07-09,16.344444
2021-07-10,18.684443
2021-07-11,19.008888
2021-07-12,20.996666
2021-07-13,21.349998
2021-07-14,17.623331
2021-07-15,20.179998
2021-07-16,17.033333
2021-07-17,18.552223
2021-07-18,21.818888
2021-07-19,19.25
2021-07-20,20.367777
2021-07-21,18.462221
2021-07-22,13.279999
2021-07-23,11.732223
2021-07-24,16.412222
2021-07-25,16.786665
2021-07-26,22.635553
2021-07-27,24.055555
2021-07-28,20.627777
2021-07-29,16.672222
2021-07-30,17.235558
2021-07-31,19.577778
2021-08-01,18.307777
2021-08-02,20.00111
2021-08-03,18.05889
2021-08-04,17.633331
2021-08-05,19.527779
2021-08-06,22.088888
2021-08-07,24.565554
2021-08-08,21.89222
2021-08-09,20.927778
2021-08-10,18.566666
2021-08-11,16.942223
2021-08-12,19.151112
2021-08-13,18.774445
2021-08-14,16.817776
2021-08-15,17.105553
2021-08-16,18.772224
2021-08-17,16.363333
2021-08-18,17.015556
2021-08-19,16.997778
2021-08-20,17.151112
2021-08-21,17.483332
2021-08-22,17.516666
2021-08-23,13.918888
2021-08-24,14.722222
2021-08-25,20.106667
2021-08-26,21.51111
2021-08-27,18.632223
2021-08-28,16.855555
2021-08-29,16.458889
2021-08-30,18.564445
2021-08-31,18.33
2021-09-01,13.752222
2021-09-02,10.128889
2021-09-03,11.364444
2021-09-04,10.368888
2021-09-05,11.59111
2021-09-06,9.982222
2021-09-07,11.029999
2021-09-08,9.148889
2021-09-09,11.056667
2021-09-10,13.2
2021-09-11,13.525556
2021-09-12,14.048889
2021-09-13,15.465554
2021-09-14,15.986668
2021-09-15,15.194445
2021-09-16,14.701111
2021-09-17,12.194445
2021-09-18,14.538888
2021-09-19,15.387778
2021-09-20,15.206667
2021-09-21,10.875555
2021-09-22,6.896667
2021-09-23,8.718888
2021-09-24,8.846666
2021-09-25,10.123333
2021-09-26,10.042223
2021-09-27,11.7266655
2021-09-28,9.81889
2021-09-29,8.848888
2021-09-30,7.9066663
2021-10-01,4.7644444
2021-10-02,7.0233335
2021-10-03,8.547778
2021-10-04,11.488889
2021-10-05,5.3799996
2021-10-06,1.3033332
2021-10-07,-0.71666676
2021-10-08,0.9211111
2021-10-09,1.8566666
2021-10-10,3.2055552
2021-10-11,4.507778
2021-10-12,4.194444
2021-10-13,4.89
2021-10-14,5.613333
2021-10-15,7.915556
2021-10-16,7.872222
2021-10-17,11.044444
2021-10-18,
2021-10-19,6.832222
2021-10-20,7.9122214
2021-10-21,5.2544446
2021-10-22,6.4877777
2021-10-23,7.6322227
2021-10-24,8.343333
2021-10-25,8.037777
2021-10-26,8.967777
2021-10-27,6.437777
2021-10-28,10.632221
2021-10-29,12.568889
2021-10-30,15.42111
2021-10-31,11.718889
2021-11-01,13.514444
2021-11-02,12.16
2021-11-03,9.03
2021-11-04,3.9022222
2021-11-05,7.503333
2021-11-06,7.793333
2021-11-07,9.20111
2021-11-08,7.943333
2021-11-09,5.896666
2021-11-10,3.9111109
2021-11-11,6.96
2021-11-12,8.123333
2021-11-13,10.775556
2021-11-14,3.9744442
2021-11-15,3.862222
2021-11-16,4.8988886
2021-11-17,3.0177777
2021-11-18,-1.5188888
2021-11-19,-0.8111111
2021-11-20,6.852222
2021-11-21,7.5977774
2021-11-22,4.2166667
2021-11-23,-1.2344445
2021-11-24,1.6688889
2021-11-25,4.718889
2021-11-26,0.7733333
2021-11-27,-0.8522222
2021-11-28,-1.4677777
2021-11-29,0.8644445
2021-11-30,1.68
2021-12-01,1.4022222
2021-12-02,-5.7822223
2021-12-03,-4.004444
2021-12-04,6.035556
2021-12-05,7.417778
2021-12-06,6.5277777
2021-12-07,5.1455555
2021-12-08,12.605556
2021-12-09,6.8944445
2021-12-10,7.539999
2021-12-11,1.0111111
2021-12-12,2.308889
2021-12-13,4.801111
2021-12-14,2.1633332
2021-12-15,-1.2299999
2021-12-16,1.4688889
2021-12-17,-5.4155555
2021-12-18,-3.588889
2021-12-19,2.2833333
2021-12-20,-2.4355555
2021-12-21,-3.702222
2021-12-22,-6.1711106
2021-12-23,-5.9722223
2021-12-24,-3.863333
2021-12-25,-9.607777
2021-12-26,-1.8733332
2021-12-27,5.988889
2021-12-28,6.5888886
2021-12-29,2.8455558
2021-12-30,-0.12777777
2021-12-31,0.40999997
