time,FRY10
2021-01-01,3.821111
2021-01-02,5.4055557
2021-01-03,3.44
2021-01-04,4.916667
2021-01-05,0.42777777
2021-01-06,-2.5555556
2021-01-07,0.7655556
2021-01-08,-1.9555554
2021-01-09,-0.7266667
2021-01-10,0.6711111
2021-01-11,1.4499999
2021-01-12,4.728889
2021-01-13,2.5055554
2021-01-14,2.3177779
2021-01-15,-1.8888888
2021-01-16,-7.4522223
2021-01-17,-1.2544445
2021-01-18,-3.6411111
2021-01-19,-3.7377772
2021-01-20,-2.543333
2021-01-21,-1.811111
2021-01-22,-2.5166667
2021-01-23,-4.5855556
2021-01-24,0.8666666
2021-01-25,1.2244443
2021-01-26,-3.352222
2021-01-27,0.92444444
2021-01-28,2.3533335
2021-01-29,2.6088886
2021-01-30,1.1155555
2021-01-31,1.9533334
2021-02-01,4.6511106
2021-02-02,5.8
2021-02-03,5.2844443
2021-02-04,5.348889
2021-02-05,1.24
2021-02-06,4.642222
2021-02-07,7.4222217
2021-02-08,2.9433334
2021-02-09,6.291111
2021-02-10,4.3033333
2021-02-11,3.3433332
2021-02-12,-2.0655556
2021-02-13,-11.362223
2021-02-14,-9.63
2021-02-15,-5.39
2021-02-16,-3.5933332
2021-02-17,-2.6655552
2021-02-18,-4.335555
2021-02-19,-4.767778
2021-02-20,-8.433333
2021-02-21,-2.0933332
2021-02-22,-1.7266668
2021-02-23,8.448889
2021-02-24,4.302222
2021-02-25,1.3333334
2021-02-26,5.9411106
2021-02-27,-0.8477778
2021-02-28,-1.7288889
2021-03-01,0.17444444
2021-03-02,2.3566666
2021-03-03,-0.22888888
2021-03-04,2.9222221
2021-03-05,1.2666667
2021-03-06,-1.8455554
2021-03-07,1.2266667
2021-03-08,1.3266666
2021-03-09,-1.3111111
2021-03-10,-3.0544446
2021-03-11,-2.691111
2021-03-12,-7.124445
2021-03-13,-6.988889
2021-03-14,-4.271111
2021-03-15,-0.5344444
2021-03-16,-1.2888889
2021-03-17,2.6155555
2021-03-18,-0.96111107
2021-03-19,-2.1577778
2021-03-20,-4.24
2021-03-21,-1.99
2021-03-22,-2.2966666
2021-03-23,-6.3222218
2021-03-24,-5.2288885
2021-03-25,-3.978889
2021-03-26,-1.2566667
2021-03-27,-1.4444443
2021-03-28,-5.287778
2021-03-29,-2.3866665
2021-03-30,-2.11
2021-03-31,0.09777778
2021-04-01,2.3855557
2021-04-02,1.7800001
2021-04-03,-0.45333332
2021-04-04,-0.9777778
2021-04-05,3.5844448
2021-04-06,2.9366667
2021-04-07,2.9477777
2021-04-08,2.3000002
2021-04-09,1.3377777
2021-04-10,-0.87999994
2021-04-11,-0.23444444
2021-04-12,4.633333
2021-04-13,0.53333336
2021-04-14,1.5477777
2021-04-15,3.3766668
2021-04-16,6.1044445
2021-04-17,7.9588885
2021-04-18,7.9044437
2021-04-19,8.74
2021-04-20,5.7588887
2021-04-21,6.897778
2021-04-22,4.25
2021-04-23,4.193333
2021-04-24,5.975556
2021-04-25,8.033333
2021-04-26,8.6044445
2021-04-27,3.578889
2021-04-28,8.214443
2021-04-29,10.658889
2021-04-30,8.218888
2021-05-01,12.117778
2021-05-02,9.416667
2021-05-03,13.618888
2021-05-04,11.204444
2021-05-05,5.7166667
2021-05-06,7.7799997
2021-05-07,8.118889
2021-05-08,8.922222
2021-05-09,11.915556
2021-05-10,7.9133334
2021-05-11,10.351111
2021-05-12,7.8055553
2021-05-13,10.21
2021-05-14,10.305555
2021-05-15,11.084445
2021-05-16,10.596667
2021-05-17,10.108889
2021-05-18,9.308889
2021-05-19,8.307777
2021-05-20,9.071111
2021-05-21,13.247778
2021-05-22,12.863335
2021-05-23,9.834444
2021-05-24,12.406666
2021-05-25,11.625554
2021-05-26,10.15
2021-05-27,12.943335
2021-05-28,9.533334
2021-05-29,10.233334
2021-05-30,5.3644447
2021-05-31,6.6944447
