time,BE332
2021-01-01,-4.57
2021-01-02,-4.207381
2021-01-03,-6.403333
2021-01-04,-9.270952
2021-01-05,-10.487618
2021-01-06,-14.612618
2021-01-07,-14.718572
2021-01-08,-13.004761
2021-01-09,-12.514047
2021-01-10,-7.6752377
2021-01-11,-8.78881
2021-01-12,-8.022142
2021-01-13,-7.2228575
2021-01-14,-12.705714
2021-01-15,-15.1104765
2021-01-16,-15.866429
2021-01-17,-9.142381
2021-01-18,-5.0795236
2021-01-19,-3.997381
2021-01-20,-3.112619
2021-01-21,-1.0242857
2021-01-22,-0.5478571
2021-01-23,-3.3190475
2021-01-24,-9.396191
2021-01-25,-11.363571
2021-01-26,-12.0
2021-01-27,-14.548094
2021-01-28,-15.600714
2021-01-29,-16.475475
2021-01-30,-12.392619
2021-01-31,-10.850475
2021-02-01,-12.090714
2021-02-02,-13.533095
2021-02-03,-11.349524
2021-02-04,-16.326189
2021-02-05,-14.995237
2021-02-06,-12.910237
2021-02-07,-12.724523
2021-02-08,-11.507856
2021-02-09,-11.425953
2021-02-10,-13.059524
2021-02-11,-16.352856
2021-02-12,-15.375713
2021-02-13,-15.040477
2021-02-14,-14.164525
2021-02-15,-7.473809
2021-02-16,-5.4990473
2021-02-17,-5.505238
2021-02-18,-4.2728567
2021-02-19,-2.1228573
2021-02-20,0.8019048
2021-02-21,1.5197618
2021-02-22,1.135
2021-02-23,0.57714283
2021-02-24,2.7514286
2021-02-25,2.2288094
2021-02-26,2.7111905
2021-02-27,1.7597618
2021-02-28,1.6861902
2021-03-01,1.475
2021-03-02,1.0802381
2021-03-03,-1.5330952
2021-03-04,-3.6623812
2021-03-05,-4.326667
2021-03-06,0.32071427
2021-03-07,-3.5045238
2021-03-08,-7.080238
2021-03-09,-3.7866664
2021-03-10,-4.3890476
2021-03-11,-1.8461903
2021-03-12,-1.3273809
2021-03-13,-2.8952382
2021-03-14,-2.615714
2021-03-15,-1.0135714
2021-03-16,-2.8871427
2021-03-17,-5.186905
2021-03-18,-1.2733332
2021-03-19,-1.6069045
2021-03-20,1.8809524
2021-03-21,-0.5742857
2021-03-22,2.0526187
2021-03-23,2.8971426
2021-03-24,2.5807142
2021-03-25,1.4264284
2021-03-26,1.3
2021-03-27,0.84119046
2021-03-28,-1.1311904
2021-03-29,4.7323813
2021-03-30,7.403333
2021-03-31,3.5007143
2021-04-01,0.8261905
2021-04-02,1.5897616
2021-04-03,0.4995238
2021-04-04,1.3752382
2021-04-05,-3.0557141
2021-04-06,-1.3028572
2021-04-07,-2.030238
2021-04-08,-2.7619047
2021-04-09,-0.60690475
2021-04-10,-1.7292856
2021-04-11,-3.2549999
2021-04-12,-1.6714284
2021-04-13,-1.4614286
2021-04-14,-1.1138095
2021-04-15,-0.28523812
2021-04-16,0.3338095
2021-04-17,3.3845236
2021-04-18,4.389762
2021-04-19,4.693333
2021-04-20,5.1171427
2021-04-21,2.073095
2021-04-22,1.3135713
2021-04-23,0.43238094
2021-04-24,-1.1495237
2021-04-25,-0.8945238
2021-04-26,-0.49809524
2021-04-27,0.41476187
2021-04-28,1.337857
2021-04-29,0.85333323
2021-04-30,0.8754761
2021-05-01,1.3211905
2021-05-02,1.0671428
2021-05-03,1.5038095
2021-05-04,-0.607381
2021-05-05,-0.07880954
2021-05-06,0.20595238
2021-05-07,0.77166665
2021-05-08,2.400238
2021-05-09,1.830238
2021-05-10,4.815476
2021-05-11,6.5626183
2021-05-12,6.055714
2021-05-13,9.802857
2021-05-14,10.6576185
2021-05-15,7.2849994
2021-05-16,5.7869043
2021-05-17,5.9657145
2021-05-18,6.3940473
2021-05-19,6.8316665
2021-05-20,6.591666
2021-05-21,5.311905
2021-05-22,5.6842856
2021-05-23,6.1114283
2021-05-24,6.080952
2021-05-25,6.545714
2021-05-26,6.150714
2021-05-27,8.200714
2021-05-28,10.594285
2021-05-29,14.082857
2021-05-30,15.672857
2021-05-31,16.747381
2021-06-01,14.785237
2021-06-02,12.83238
2021-06-03,12.442143
2021-06-04,13.304762
2021-06-05,14.465238
2021-06-06,13.653332
2021-06-07,13.244285
2021-06-08,13.874762
2021-06-09,13.878571
2021-06-10,14.243095
2021-06-11,13.32881
2021-06-12,10.115714
2021-06-13,10.707619
2021-06-14,10.728809
2021-06-15,9.595952
2021-06-16,11.145714
2021-06-17,13.440476
2021-06-18,14.284761
2021-06-19,11.4673815
2021-06-20,11.829762
2021-06-21,12.819047
2021-06-22,12.781666
2021-06-23,14.642381
2021-06-24,14.851904
2021-06-25,14.539048
2021-06-26,15.579046
2021-06-27,15.73619
2021-06-28,16.203571
2021-06-29,16.030952
2021-06-30,14.503334
2021-07-01,13.6976185
2021-07-02,16.445002
2021-07-03,18.24119
2021-07-04,16.035238
2021-07-05,15.201904
2021-07-06,13.935
2021-07-07,12.637141
2021-07-08,12.866667
2021-07-09,13.895714
2021-07-10,13.153093
2021-07-11,14.414762
2021-07-12,14.845952
2021-07-13,16.67238
2021-07-14,17.626665
2021-07-15,18.256907
2021-07-16,17.424046
2021-07-17,16.086191
2021-07-18,12.582857
2021-07-19,13.406904
2021-07-20,14.300953
2021-07-21,14.557143
2021-07-22,17.70619
2021-07-23,17.18619
2021-07-24,17.081905
2021-07-25,16.664047
2021-07-26,16.08738
2021-07-27,14.842857
2021-07-28,14.351904
2021-07-29,12.051667
2021-07-30,15.789998
2021-07-31,13.470953
2021-08-01,10.952856
2021-08-02,11.383571
2021-08-03,10.979761
2021-08-04,11.803095
2021-08-05,10.859285
2021-08-06,12.080477
2021-08-07,11.700476
2021-08-08,12.128809
2021-08-09,11.922381
2021-08-10,13.506428
2021-08-11,13.697856
2021-08-12,13.688334
2021-08-13,12.5797615
2021-08-14,10.638096
2021-08-15,10.929523
