time,LT028
2021-09-16,14.589999
2021-09-17,15.16
2021-09-18,15.809999
2021-09-19,15.559999
2021-09-20,12.429999
2021-09-21,14.259999
2021-09-22,14.65
2021-09-23,15.45
2021-09-24,16.02
2021-09-25,17.05
2021-09-26,16.15
2021-09-27,13.08
2021-09-28,12.04
2021-09-29,9.95
2021-09-30,12.11
2021-10-01,13.04
2021-10-02,10.0199995
2021-10-03,10.08
2021-10-04,11.84
2021-10-05,11.19
2021-10-06,11.96
2021-10-07,15.299999
2021-10-08,15.11
2021-10-09,14.37
2021-10-10,12.73
2021-10-11,11.139999
2021-10-12,11.36
2021-10-13,13.13
2021-10-14,11.92
2021-10-15,10.33
2021-10-16,10.0
2021-10-17,12.849999
2021-10-18,13.15
2021-10-19,15.66
2021-10-20,11.99
2021-10-21,7.9199996
2021-10-22,9.48
2021-10-23,10.059999
2021-10-24,12.63
2021-10-25,11.8
2021-10-26,11.01
2021-10-27,14.759999
2021-10-28,13.83
2021-10-29,11.58
2021-10-30,9.639999
2021-10-31,9.07
2021-11-01,9.01
2021-11-02,6.68
2021-11-03,6.2
2021-11-04,6.3199997
2021-11-05,6.68
2021-11-06,10.7699995
2021-11-07,9.61
2021-11-08,8.28
2021-11-09,12.2
2021-11-10,10.03
2021-11-11,8.65
2021-11-12,11.2699995
2021-11-13,10.94
2021-11-14,8.48
2021-11-15,8.13
2021-11-16,9.54
2021-11-17,8.5199995
2021-11-18,10.5199995
2021-11-19,11.04
2021-11-20,10.45
2021-11-21,5.9
2021-11-22,4.21
2021-11-23,5.33
2021-11-24,5.41
2021-11-25,3.86
2021-11-26,5.08
2021-11-27,3.55
2021-11-28,1.75
2021-11-29,1.93
2021-11-30,8.179999
2021-12-01,7.3399997
2021-12-02,2.6799998
2021-12-03,4.7999997
2021-12-04,5.04
2021-12-05,4.5299997
2021-12-06,3.3999999
2021-12-07,3.73
2021-12-08,4.25
2021-12-09,5.83
2021-12-10,4.62
2021-12-11,5.45
2021-12-12,10.08
2021-12-13,8.3
2021-12-14,8.29
2021-12-15,9.79
2021-12-16,8.25
2021-12-17,7.81
2021-12-18,5.43
2021-12-19,3.9299998
2021-12-20,5.18
2021-12-21,3.76
2021-12-22,1.54
2021-12-23,6.44
2021-12-24,6.77
2021-12-25,6.3599997
2021-12-26,5.5299997
2021-12-27,6.69
2021-12-28,7.18
2021-12-29,7.2599998
2021-12-30,11.57
2021-12-31,12.09
