time,DEA23
2021-01-01,9.0625
2021-01-02,9.3575
2021-01-03,9.58
2021-01-04,6.5425
2021-01-05,6.7124996
2021-01-06,8.3975
2021-01-07,11.0625
2021-01-08,12.4675
2021-01-09,9.509999
2021-01-10,11.4
2021-01-11,10.65
2021-01-12,7.4275
2021-01-13,7.8450003
2021-01-14,6.8925
2021-01-15,4.815
2021-01-16,3.1025
2021-01-17,1.68
2021-01-18,4.705
2021-01-19,4.555
2021-01-20,7.2625
2021-01-21,11.344999
2021-01-22,11.985001
2021-01-23,9.06
2021-01-24,10.594999
2021-01-25,9.645
2021-01-26,7.8075
2021-01-27,4.2874994
2021-01-28,6.9725
2021-01-29,10.3675
2021-01-30,12.02
2021-01-31,9.005
2021-02-01,8.61
2021-02-02,11.195
2021-02-03,12.3125
2021-02-04,12.7525
2021-02-05,13.485
2021-02-06,12.1449995
2021-02-07,11.375
2021-02-08,8.5824995
2021-02-09,9.365
2021-02-10,10.517499
2021-02-11,10.5199995
2021-02-12,7.6375
2021-02-13,5.5074997
2021-02-14,1.0925
2021-02-15,0.78000003
2021-02-16,2.4524999
2021-02-17,7.5
2021-02-18,9.01
2021-02-19,9.055
2021-02-20,9.477499
2021-02-21,9.815
2021-02-22,11.559999
2021-02-23,10.849999
2021-02-24,12.335
2021-02-25,11.4825
2021-02-26,12.004999
2021-02-27,10.309999
2021-02-28,10.115
2021-03-01,8.344999
2021-03-02,9.285
2021-03-03,10.759999
2021-03-04,8.7525
2021-03-05,6.5599995
2021-03-06,7.5525
2021-03-07,9.429999
2021-03-08,9.63
2021-03-09,8.6325
2021-03-10,9.58
2021-03-11,7.655
2021-03-12,9.155
2021-03-13,11.017499
2021-03-14,9.6075
2021-03-15,8.045
2021-03-16,6.83
2021-03-17,5.8824997
2021-03-18,4.8174996
2021-03-19,4.66
2021-03-20,6.5849996
2021-03-21,6.5225
2021-03-22,5.3075
2021-03-23,4.76
2021-03-24,5.9049997
2021-03-25,7.46
2021-03-26,8.705
2021-03-27,10.0125
2021-03-28,10.695
2021-03-29,10.9375
2021-03-30,11.285
2021-03-31,11.464999
2021-04-01,14.5475
