time,ITF12
2021-01-01,4.9171424
2021-01-02,6.217143
2021-01-03,4.0742855
2021-01-04,3.457143
2021-01-05,1.6357143
2021-01-06,-1.3485714
2021-01-07,0.115714274
2021-01-08,-0.5157141
2021-01-09,3.0242856
2021-01-10,4.0042853
2021-01-11,3.6028574
2021-01-12,4.712857
2021-01-13,5.945714
2021-01-14,5.741429
2021-01-15,3.3828568
2021-01-16,-4.87
2021-01-17,3.5214286
2021-01-18,2.2114284
2021-01-19,-1.3657142
2021-01-20,-0.054285713
2021-01-21,3.1771429
2021-01-22,-2.0800002
2021-01-23,-5.812857
2021-01-24,-1.2785712
2021-01-25,-0.36571422
2021-01-26,-0.5085715
2021-01-27,2.9857142
2021-01-28,5.178571
2021-01-29,4.54
2021-01-30,4.1600003
2021-01-31,3.8557146
2021-02-01,8.755713
2021-02-02,9.507143
2021-02-03,10.0742855
2021-02-04,8.665713
2021-02-05,6.028571
2021-02-06,8.372857
2021-02-07,8.761428
2021-02-08,7.037143
2021-02-09,9.052857
2021-02-10,6.7914286
2021-02-11,4.571429
2021-02-12,0.96000004
2021-02-13,-5.5142856
2021-02-14,-3.5357144
2021-02-15,0.048571315
2021-02-16,3.8566666
2021-02-17,4.555714
2021-02-18,-2.6399999
2021-02-19,0.37333333
2021-02-20,-1.3157145
2021-02-21,1.28
2021-02-22,1.2514286
2021-02-23,12.534286
2021-02-24,10.184285
2021-02-25,2.3966665
2021-02-26,4.855714
2021-02-27,0.032857213
2021-02-28,-0.025714329
2021-03-01,2.3542857
2021-03-02,3.6585715
2021-03-03,1.7871428
2021-03-04,4.9
2021-03-05,2.7028568
2021-03-06,1.9399998
2021-03-07,7.8833337
2021-03-08,4.147143
2021-03-09,2.78
2021-03-10,4.457143
2021-03-11,5.377143
2021-03-12,-0.9299999
2021-03-13,-1.7728571
2021-03-14,0.95428574
2021-03-15,0.9928573
2021-03-16,3.0799997
2021-03-17,8.147142
2021-03-18,5.4257135
2021-03-19,1.672857
2021-03-20,-2.165714
2021-03-21,2.2385714
2021-03-22,3.5157144
2021-03-23,-1.755
2021-03-24,2.1314285
2021-03-25,0.60714287
2021-03-26,1.7114285
2021-03-27,-0.77000004
2021-03-28,-3.117143
2021-03-29,1.0185713
2021-03-30,2.8271427
2021-03-31,4.062857
2021-04-01,5.422857
2021-04-02,3.2914283
2021-04-03,4.3
2021-04-04,4.6342854
2021-04-05,9.916667
2021-04-06,6.0699997
2021-04-07,9.868571
2021-04-08,9.968333
2021-04-09,8.397142
2021-04-10,4.8185716
2021-04-11,5.6557136
2021-04-12,8.665714
2021-04-13,0.47833332
2021-04-14,3.0599997
2021-04-15,7.3428574
2021-04-16,11.788571
2021-04-17,15.845714
2021-04-18,16.152857
2021-04-19,17.429998
2021-04-20,15.037142
2021-04-21,11.938333
2021-04-22,8.047143
2021-04-23,7.695714
2021-04-24,10.860001
2021-04-25,13.078572
2021-04-26,13.988334
2021-04-27,8.272857
2021-04-28,15.688571
2021-04-29,16.924286
2021-04-30,14.182857
2021-05-01,14.809999
2021-05-02,14.339999
2021-05-03,15.197144
2021-05-04,16.264284
2021-05-05,10.468572
2021-05-06,10.1433325
2021-05-07,13.875714
2021-05-08,11.596667
2021-05-09,19.021427
2021-05-10,12.765715
2021-05-11,12.594285
2021-05-12,15.378571
2021-05-13,16.973333
2021-05-14,17.721428
2021-05-15,14.848332
2021-05-16,16.341429
2021-05-17,14.067143
2021-05-18,13.99
2021-05-19,13.645714
2021-05-20,14.28
2021-05-21,21.658571
2021-05-22,19.077145
2021-05-23,12.618571
2021-05-24,14.672857
2021-05-25,13.948334
2021-05-26,12.562857
2021-05-27,14.611428
2021-05-28,13.5199995
2021-05-29,14.982858
2021-05-30,9.964999
2021-05-31,17.151428
2021-06-01,18.398571
2021-06-02,17.96857
2021-06-03,17.27857
2021-06-04,19.492857
2021-06-05,15.442856
2021-06-06,13.3533325
2021-06-07,11.221429
2021-06-08,14.19
2021-06-09,16.665714
2021-06-10,16.224285
2021-06-11,15.981428
2021-06-12,16.04857
2021-06-13,13.721429
2021-06-14,18.885
2021-06-15,21.28143
2021-06-16,20.965714
2021-06-17,18.277143
2021-06-18,22.095713
2021-06-19,22.801428
2021-06-20,26.662855
2021-06-21,24.442858
2021-06-22,23.142857
2021-06-23,21.362858
2021-06-24,18.482859
2021-06-25,17.294285
2021-06-26,17.922855
2021-06-27,21.06857
2021-06-28,20.38
2021-06-29,21.205715
2021-06-30,20.194284
2021-07-01,22.197144
2021-07-02,20.53
2021-07-03,22.368332
2021-07-04,24.314285
2021-07-05,20.774282
2021-07-06,20.28143
2021-07-07,22.819998
2021-07-08,24.899998
2021-07-09,22.337141
2021-07-10,20.63857
2021-07-11,20.384287
2021-07-12,23.962856
2021-07-13,25.529999
2021-07-14,20.767141
2021-07-15,22.65857
2021-07-16,19.801664
2021-07-17,22.254286
2021-07-18,25.581427
2021-07-19,22.87857
2021-07-20,25.584286
2021-07-21,24.454285
2021-07-22,19.301428
2021-07-23,18.66857
2021-07-24,19.96857
2021-07-25,20.062857
2021-07-26,25.087143
2021-07-27,24.097141
2021-07-28,22.60857
2021-07-29,17.981426
2021-07-30,20.071428
2021-07-31,22.78143
2021-08-01,22.412855
2021-08-02,20.559998
2021-08-03,23.37143
2021-08-04,23.615713
2021-08-05,24.074284
2021-08-06,24.494284
2021-08-07,28.447144
2021-08-08,25.181665
2021-08-09,23.236666
2021-08-10,21.308573
2021-08-11,21.161428
2021-08-12,22.647142
2021-08-13,25.062857
2021-08-14,22.882856
2021-08-15,23.598572
2021-08-16,21.881428
2021-08-17,17.568571
2021-08-18,19.224287
2021-08-19,20.552856
2021-08-20,23.185713
2021-08-21,22.635714
2021-08-22,23.894287
2021-08-23,20.181427
2021-08-24,19.682858
2021-08-25,24.172855
2021-08-26,25.851427
2021-08-27,22.56
2021-08-28,21.712858
2021-08-29,20.795713
2021-08-30,23.257143
2021-08-31,23.998571
2021-09-01,20.519999
2021-09-02,14.445714
2021-09-03,17.735714
2021-09-04,15.24
2021-09-05,17.175714
2021-09-06,16.11
2021-09-07,17.18
2021-09-08,15.9042845
2021-09-09,16.474285
2021-09-10,18.52
2021-09-11,17.197142
2021-09-12,18.237143
2021-09-13,19.69
2021-09-14,19.045715
2021-09-15,19.124285
2021-09-16,19.477142
2021-09-17,16.971428
2021-09-18,17.97
2021-09-19,18.363333
2021-09-20,18.828333
2021-09-21,17.461428
2021-09-22,14.183333
2021-09-23,14.121666
2021-09-24,14.099999
2021-09-25,13.18
2021-09-26,11.357142
2021-09-27,13.555715
2021-09-28,14.447143
2021-09-29,14.944285
2021-09-30,13.162857
2021-10-01,9.221429
2021-10-02,11.758571
2021-10-03,13.42
2021-10-04,14.292856
2021-10-05,9.687142
2021-10-06,6.8399997
2021-10-07,4.504286
2021-10-08,3.7666664
2021-10-09,5.255714
2021-10-10,7.3514285
2021-10-11,6.325714
2021-10-12,8.47
2021-10-13,8.732857
2021-10-14,10.728571
2021-10-15,12.628571
2021-10-16,12.97
2021-10-17,15.714286
2021-10-18,
2021-10-19,11.628571
2021-10-20,12.929999
2021-10-21,7.773333
2021-10-22,7.3714285
2021-10-23,8.284286
2021-10-24,10.75
2021-10-25,9.985
2021-10-26,11.102858
2021-10-27,7.3483334
2021-10-28,11.617143
2021-10-29,12.531428
2021-10-30,16.527142
2021-10-31,14.221429
2021-11-01,18.324286
2021-11-02,15.498334
2021-11-03,12.678572
2021-11-04,6.86
2021-11-05,9.332857
2021-11-06,9.925714
2021-11-07,10.751428
2021-11-08,9.535714
2021-11-09,10.061427
2021-11-10,8.108571
2021-11-11,7.875714
2021-11-12,6.767143
2021-11-13,10.862857
2021-11-14,5.218333
2021-11-15,6.9300003
2021-11-16,9.162857
2021-11-17,6.9399996
2021-11-18,2.7142856
2021-11-19,2.6342857
2021-11-20,7.251428
2021-11-21,8.043334
2021-11-22,3.6057143
2021-11-23,3.5085714
2021-11-24,7.088571
2021-11-25,7.0942855
2021-11-26,4.497143
2021-11-27,2.7914288
2021-11-28,0.89833325
2021-11-29,3.5985713
2021-11-30,5.078333
2021-12-01,4.2428565
2021-12-02,-0.27714294
2021-12-03,-1.7285715
2021-12-04,6.717143
2021-12-05,11.511666
2021-12-06,8.538571
2021-12-07,3.5671427
2021-12-08,11.461429
2021-12-09,6.5257144
2021-12-10,6.321429
2021-12-11,4.3071427
2021-12-12,5.051429
2021-12-13,4.677143
2021-12-14,1.6942855
2021-12-15,1.4757143
2021-12-16,4.1457143
2021-12-17,-4.8616667
2021-12-18,-0.8185714
2021-12-19,3.4871428
2021-12-20,-0.14000003
2021-12-21,0.78142846
2021-12-22,-1.1814286
2021-12-23,-4.025
2021-12-24,1.3971428
2021-12-25,-9.365714
2021-12-26,2.8614285
2021-12-27,7.4442854
2021-12-28,10.202857
2021-12-29,5.861666
2021-12-30,3.5942857
2021-12-31,2.2042856
