time,ITH51
2021-01-01,3.862
2021-01-02,2.024
2021-01-03,3.2379997
2021-01-04,1.4459999
2021-01-05,2.7659998
2021-01-06,1.59
2021-01-07,1.508
2021-01-08,1.16
2021-01-09,2.34
2021-01-10,2.362
2021-01-11,4.848
2021-01-12,3.18
2021-01-13,4.7799997
2021-01-14,7.078
2021-01-15,5.856
2021-01-16,6.956
2021-01-17,5.114
2021-01-18,3.968
2021-01-19,3.868
2021-01-20,1.876
2021-01-21,2.96
2021-01-22,2.902
2021-01-23,-0.408
2021-01-24,-0.278
2021-01-25,2.5619998
2021-01-26,0.94799995
2021-01-27,4.7139997
2021-01-28,4.534
2021-01-29,4.098
2021-01-30,3.09
2021-01-31,1.046
2021-02-01,1.1639999
2021-02-02,2.932
2021-02-03,4.002
2021-02-04,3.77
2021-02-05,2.8820002
2021-02-06,3.7479997
2021-02-07,2.448
2021-02-08,1.22
2021-02-09,0.366
2021-02-10,0.262
2021-02-11,0.92399997
2021-02-12,2.416
2021-02-13,3.3339996
2021-02-14,5.8739996
2021-02-15,8.1380005
2021-02-16,7.828
2021-02-17,5.9519997
2021-02-18,5.2200003
2021-02-19,5.9479995
2021-02-20,7.932
2021-02-21,6.946
2021-02-22,6.46
2021-02-23,7.422
2021-02-24,8.586
2021-02-25,7.2559996
2021-02-26,7.2479997
2021-02-27,8.757999
2021-02-28,7.4799995
2021-03-01,7.032
2021-03-02,4.104
2021-03-03,2.5759997
2021-03-04,3.9900002
2021-03-05,2.664
2021-03-06,4.3719997
2021-03-07,6.8119993
2021-03-08,7.3939996
2021-03-09,7.186
2021-03-10,5.8199997
2021-03-11,5.7939997
2021-03-12,3.8799999
2021-03-13,3.5559998
2021-03-14,5.436
2021-03-15,5.956
2021-03-16,8.884
2021-03-17,7.414
2021-03-18,8.71
2021-03-19,8.472
2021-03-20,7.804
2021-03-21,7.94
2021-03-22,8.266001
2021-03-23,8.816
2021-03-24,6.0299997
2021-03-25,7.6
2021-03-26,4.4639997
2021-03-27,3.384
2021-03-28,6.458
2021-03-29,9.792
2021-03-30,10.589999
2021-03-31,6.946
2021-04-01,5.37
2021-04-02,5.9019995
2021-04-03,6.496
2021-04-04,6.3599997
2021-04-05,0.222
2021-04-06,0.812
2021-04-07,2.3600001
2021-04-08,5.49
2021-04-09,2.428
2021-04-10,1.628
2021-04-11,0.99399996
2021-04-12,2.286
2021-04-13,4.0000005
2021-04-14,5.696
2021-04-15,6.312
2021-04-16,7.5339994
2021-04-17,8.332
2021-04-18,7.722
2021-04-19,8.275999
2021-04-20,7.65
2021-04-21,5.7580004
2021-04-22,6.1159997
2021-04-23,7.7419996
2021-04-24,9.038
2021-04-25,8.4539995
2021-04-26,8.6519985
2021-04-27,8.65
2021-04-28,7.114
2021-04-29,5.122
2021-04-30,4.998
2021-05-01,5.518
2021-05-02,5.0179996
2021-05-03,5.9019995
2021-05-04,5.988
2021-05-05,4.284
2021-05-06,4.7939997
2021-05-07,5.568
2021-05-08,5.9979997
2021-05-09,7.9379997
2021-05-10,9.408
2021-05-11,8.105999
2021-05-12,7.246
2021-05-13,8.570001
2021-05-14,7.9919996
2021-05-15,8.378
2021-05-16,8.242
2021-05-17,9.03
2021-05-18,8.429999
2021-05-19,7.9479995
2021-05-20,8.788
