time,AT212
2021-01-01,2.6399999
2021-01-02,3.1499999
2021-01-03,3.1799998
2021-01-04,2.75
2021-01-05,2.72
2021-01-06,2.37
2021-01-07,2.26
2021-01-08,1.27
2021-01-09,-0.7
2021-01-10,1.49
2021-01-11,4.2999997
2021-01-12,4.96
2021-01-13,3.1699998
2021-01-14,1.17
2021-01-15,0.42999998
2021-01-16,0.32999998
2021-01-17,3.57
2021-01-18,4.43
2021-01-19,7.0299997
2021-01-20,8.96
2021-01-21,7.5299997
2021-01-22,3.3899999
2021-01-23,2.9299998
2021-01-24,1.87
2021-01-25,2.33
2021-01-26,4.14
2021-01-27,4.08
2021-01-28,6.12
2021-01-29,8.46
2021-01-30,1.0
2021-01-31,-0.089999996
2021-02-01,2.08
2021-02-02,6.68
2021-02-03,8.54
2021-02-04,7.24
2021-02-05,7.3399997
2021-02-06,3.48
2021-02-07,-3.6299999
2021-02-08,-5.89
2021-02-09,-6.0299997
2021-02-10,-4.8199997
2021-02-11,-5.35
2021-02-12,-5.65
2021-02-13,-5.2999997
2021-02-14,-0.35
2021-02-15,3.52
2021-02-16,7.7799997
2021-02-17,9.67
2021-02-18,8.26
2021-02-19,7.14
2021-02-20,12.349999
2021-02-21,11.7699995
2021-02-22,12.259999
2021-02-23,13.509999
2021-02-24,13.29
2021-02-25,11.2
2021-02-26,6.41
2021-02-27,3.27
2021-02-28,4.47
2021-03-01,4.71
2021-03-02,6.6499996
2021-03-03,6.8399997
2021-03-04,4.17
2021-03-05,2.23
2021-03-06,0.81
2021-03-07,1.48
2021-03-08,4.6
2021-03-09,5.33
2021-03-10,6.37
2021-03-11,9.55
2021-03-12,6.75
2021-03-13,7.0099998
2021-03-14,5.96
2021-03-15,6.41
2021-03-16,5.3399997
2021-03-17,5.08
2021-03-18,3.8999999
2021-03-19,4.3399997
2021-03-20,4.24
2021-03-21,5.98
2021-03-22,5.43
2021-03-23,6.68
2021-03-24,8.07
2021-03-25,7.94
2021-03-26,9.41
2021-03-27,6.49
2021-03-28,9.639999
2021-03-29,12.34
2021-03-30,12.69
2021-03-31,14.32
2021-04-01,10.48
2021-04-02,5.42
2021-04-03,7.19
2021-04-04,5.74
2021-04-05,3.53
2021-04-06,1.12
2021-04-07,2.69
2021-04-08,4.9
2021-04-09,8.12
2021-04-10,5.71
2021-04-11,4.02
2021-04-12,2.6799998
2021-04-13,3.6699998
2021-04-14,4.16
2021-04-15,4.45
2021-04-16,6.54
2021-04-17,7.08
2021-04-18,7.6499996
2021-04-19,7.3399997
2021-04-20,10.07
2021-04-21,8.72
2021-04-22,5.96
2021-04-23,7.2599998
2021-04-24,7.89
2021-04-25,6.8399997
2021-04-26,7.56
2021-04-27,9.28
2021-04-28,10.94
2021-04-29,7.3399997
2021-04-30,7.81
2021-05-01,6.72
2021-05-02,6.17
2021-05-03,9.7699995
2021-05-04,9.17
2021-05-05,6.79
2021-05-06,6.5899997
2021-05-07,6.42
2021-05-08,11.7
2021-05-09,19.09
2021-05-10,16.16
2021-05-11,13.69
2021-05-12,11.83
2021-05-13,12.28
2021-05-14,11.46
2021-05-15,10.9
2021-05-16,11.55
2021-05-17,11.059999
2021-05-18,11.91
2021-05-19,10.44
2021-05-20,11.96
2021-05-21,12.87
2021-05-22,10.55
2021-05-23,12.469999
2021-05-24,11.55
2021-05-25,10.179999
2021-05-26,11.04
2021-05-27,10.34
2021-05-28,12.03
2021-05-29,14.13
2021-05-30,15.29
2021-05-31,17.8
2021-06-01,19.67
2021-06-02,22.21
2021-06-03,20.47
2021-06-04,19.789999
2021-06-05,16.06
2021-06-06,16.369999
2021-06-07,17.539999
2021-06-08,19.6
2021-06-09,19.119999
2021-06-10,20.1
2021-06-11,19.41
2021-06-12,16.89
2021-06-13,16.64
2021-06-14,20.97
2021-06-15,19.46
2021-06-16,23.0
2021-06-17,25.039999
2021-06-18,24.13
2021-06-19,19.3
2021-06-20,20.07
2021-06-21,15.089999
2021-06-22,14.73
2021-06-23,14.99
2021-06-24,15.009999
2021-06-25,14.969999
2021-06-26,19.64
2021-06-27,20.369999
2021-06-28,20.17
2021-06-29,18.699999
2021-06-30,13.94
2021-07-01,14.16
2021-07-02,16.41
2021-07-03,19.109999
2021-07-04,17.619999
2021-07-05,16.779999
2021-07-06,17.59
2021-07-07,17.68
2021-07-08,18.44
2021-07-09,17.699999
2021-07-10,17.98
2021-07-11,18.369999
2021-07-12,19.46
2021-07-13,18.47
2021-07-14,18.01
2021-07-15,17.5
2021-07-16,17.83
2021-07-17,20.23
2021-07-18,20.63
2021-07-19,18.41
2021-07-20,17.67
2021-07-21,19.529999
2021-07-22,18.67
2021-07-23,17.869999
2021-07-24,18.08
2021-07-25,20.06
2021-07-26,18.59
2021-07-27,17.85
2021-07-28,17.88
2021-07-29,16.89
2021-07-30,17.31
2021-07-31,16.85
2021-08-01,15.809999
2021-08-02,15.339999
2021-08-03,15.36
2021-08-04,16.66
2021-08-05,19.029999
2021-08-06,18.51
2021-08-07,17.24
2021-08-08,16.46
2021-08-09,16.71
2021-08-10,16.68
2021-08-11,17.38
2021-08-12,19.15
2021-08-13,17.9
2021-08-14,17.279999
2021-08-15,19.58
2021-08-16,14.969999
2021-08-17,14.36
2021-08-18,17.18
2021-08-19,16.449999
2021-08-20,17.26
2021-08-21,19.31
2021-08-22,18.06
2021-08-23,17.949999
2021-08-24,16.66
2021-08-25,16.38
2021-08-26,15.809999
2021-08-27,15.4
2021-08-28,16.83
2021-08-29,16.19
2021-08-30,17.73
2021-08-31,16.93
2021-09-01,16.55
2021-09-02,16.58
2021-09-03,17.42
2021-09-04,15.49
2021-09-05,16.529999
2021-09-06,17.0
2021-09-07,19.41
2021-09-08,20.56
2021-09-09,20.6
2021-09-10,19.07
2021-09-11,17.74
2021-09-12,15.37
2021-09-13,14.889999
2021-09-14,17.92
2021-09-15,17.07
2021-09-16,15.23
2021-09-17,16.31
2021-09-18,15.96
2021-09-19,15.549999
2021-09-20,12.75
2021-09-21,11.92
2021-09-22,12.83
2021-09-23,14.95
2021-09-24,17.33
2021-09-25,17.08
2021-09-26,17.699999
2021-09-27,15.259999
2021-09-28,13.929999
2021-09-29,11.55
2021-09-30,11.309999
2021-10-01,13.63
2021-10-02,14.74
2021-10-03,12.83
2021-10-04,13.33
2021-10-05,12.759999
2021-10-06,11.66
2021-10-07,11.86
2021-10-08,10.58
2021-10-09,10.5
2021-10-10,9.98
2021-10-11,11.66
2021-10-12,9.78
2021-10-13,10.29
2021-10-14,12.48
2021-10-15,10.33
2021-10-16,8.59
2021-10-17,10.26
2021-10-18,11.719999
2021-10-19,16.06
2021-10-20,15.929999
2021-10-21,9.3
2021-10-22,7.9199996
2021-10-23,8.3
2021-10-24,7.5499997
2021-10-25,10.84
2021-10-26,11.99
2021-10-27,13.03
2021-10-28,11.3
2021-10-29,13.37
2021-10-30,12.259999
2021-10-31,11.79
2021-11-01,9.34
2021-11-02,6.69
2021-11-03,4.27
2021-11-04,5.37
2021-11-05,6.92
2021-11-06,8.45
2021-11-07,9.5199995
2021-11-08,6.89
2021-11-09,6.71
2021-11-10,6.45
2021-11-11,8.32
2021-11-12,6.73
2021-11-13,10.639999
2021-11-14,9.429999
2021-11-15,6.35
2021-11-16,4.81
2021-11-17,7.08
2021-11-18,8.17
2021-11-19,10.7699995
2021-11-20,9.929999
2021-11-21,7.2799997
2021-11-22,4.11
2021-11-23,4.24
2021-11-24,5.45
2021-11-25,3.8899999
2021-11-26,3.3999999
2021-11-27,2.44
2021-11-28,1.9799999
2021-11-29,2.95
2021-11-30,7.48
2021-12-01,7.72
2021-12-02,2.71
2021-12-03,2.37
2021-12-04,3.74
2021-12-05,3.1
2021-12-06,2.02
2021-12-07,3.09
2021-12-08,4.16
2021-12-09,2.27
2021-12-10,2.5
2021-12-11,2.99
2021-12-12,7.3599997
2021-12-13,8.83
2021-12-14,8.17
2021-12-15,8.69
2021-12-16,8.19
2021-12-17,7.16
2021-12-18,6.02
2021-12-19,6.1299996
2021-12-20,4.14
2021-12-21,-1.4
2021-12-22,-2.76
2021-12-23,1.91
2021-12-24,7.49
2021-12-25,1.9399999
2021-12-26,1.4
2021-12-27,5.99
2021-12-28,8.03
2021-12-29,9.69
2021-12-30,14.11
2021-12-31,13.25
