time,CH021
2021-01-01,1.8904346
2021-01-02,3.7821739
2021-01-03,4.091739
2021-01-04,2.730435
2021-01-05,1.297826
2021-01-06,2.356087
2021-01-07,1.578261
2021-01-08,1.1130434
2021-01-09,-0.079565294
2021-01-10,-0.92217386
2021-01-11,0.48217392
2021-01-12,0.65521735
2021-01-13,-0.36913037
2021-01-14,-5.3321733
2021-01-15,-4.61913
2021-01-16,-6.9904346
2021-01-17,-8.05174
2021-01-18,-6.4960866
2021-01-19,-3.0434783
2021-01-20,-0.53000003
2021-01-21,3.5104346
2021-01-22,4.847391
2021-01-23,4.372608
2021-01-24,2.8152175
2021-01-25,1.2465217
2021-01-26,-2.4352174
2021-01-27,-3.487826
2021-01-28,-2.4813044
2021-01-29,1.4569565
2021-01-30,4.8586955
2021-01-31,3.5113044
2021-02-01,3.877826
2021-02-02,5.558261
2021-02-03,5.7995653
2021-02-04,6.0526085
2021-02-05,6.7991304
2021-02-06,6.9347825
2021-02-07,8.209999
2021-02-08,6.2599998
2021-02-09,4.963043
2021-02-10,4.889565
2021-02-11,4.5117393
2021-02-12,-6.1613045
2021-02-13,-10.1721735
2021-02-14,-11.117392
2021-02-15,-5.4165215
2021-02-16,-4.4182606
2021-02-17,-0.5213043
2021-02-18,2.3421738
2021-02-19,2.24
2021-02-20,3.6691303
2021-02-21,5.343913
2021-02-22,5.6513047
2021-02-23,8.623478
2021-02-24,8.382608
2021-02-25,9.669129
2021-02-26,9.451304
2021-02-27,5.582174
2021-02-28,4.42
2021-03-01,3.558696
2021-03-02,6.1413045
2021-03-03,7.0073915
2021-03-04,5.605652
2021-03-05,3.0382607
2021-03-06,1.3226088
2021-03-07,1.4860868
2021-03-08,2.1852174
2021-03-09,0.42999992
2021-03-10,-0.41304347
2021-03-11,1.2826087
2021-03-12,1.8569565
2021-03-13,5.547391
2021-03-14,4.932174
2021-03-15,1.2065216
2021-03-16,-0.073478326
2021-03-17,-0.4691304
2021-03-18,-0.76304346
2021-03-19,-1.0804347
2021-03-20,-1.7969564
2021-03-21,-0.9686957
2021-03-22,-1.314348
2021-03-23,-2.56
2021-03-24,0.8504348
2021-03-25,1.1256522
2021-03-26,2.1417391
2021-03-27,3.891739
2021-03-28,6.6247826
2021-03-29,7.5395646
2021-03-30,8.055217
2021-03-31,8.771739
2021-04-01,10.993043
2021-04-02,9.206522
2021-04-03,6.787391
2021-04-04,1.6473914
2021-04-05,4.11913
2021-04-06,3.3247826
2021-04-07,-1.4286956
2021-04-08,-0.4060869
2021-04-09,1.5630435
2021-04-10,3.4213045
2021-04-11,4.008261
2021-04-12,8.763913
2021-04-13,5.649565
2021-04-14,1.4617391
2021-04-15,2.6334782
2021-04-16,2.8765218
2021-04-17,2.323913
2021-04-18,3.6147823
2021-04-19,2.8182604
2021-04-20,3.950435
2021-04-21,5.911304
2021-04-22,4.1443477
2021-04-23,5.520435
2021-04-24,7.2226086
2021-04-25,8.341304
2021-04-26,8.197391
2021-04-27,9.468696
2021-04-28,10.41
2021-04-29,11.541305
2021-04-30,13.509131
2021-05-01,14.808261
2021-05-02,14.592608
2021-05-03,10.713912
2021-05-04,10.605652
2021-05-05,10.583478
2021-05-06,11.487824
2021-05-07,12.44826
2021-05-08,10.702609
2021-05-09,11.794783
2021-05-10,15.068696
2021-05-11,16.270868
2021-05-12,13.653043
2021-05-13,9.261304
2021-05-14,9.836957
2021-05-15,9.819564
2021-05-16,11.17
2021-05-17,11.948696
2021-05-18,12.426957
2021-05-19,11.143913
2021-05-20,9.011739
2021-05-21,11.568695
2021-05-22,11.409131
2021-05-23,13.259565
2021-05-24,17.627827
2021-05-25,18.272175
2021-05-26,15.797391
2021-05-27,15.086957
2021-05-28,12.046957
2021-05-29,12.328695
2021-05-30,8.431739
2021-05-31,10.726088
2021-06-01,9.223913
2021-06-02,11.432608
2021-06-03,12.356523
2021-06-04,14.193044
2021-06-05,14.449999
2021-06-06,15.26087
2021-06-07,13.688696
2021-06-08,16.23826
2021-06-09,16.516088
2021-06-10,15.958695
2021-06-11,15.716956
2021-06-12,14.906087
2021-06-13,13.543477
2021-06-14,12.53
2021-06-15,14.260434
2021-06-16,16.877825
2021-06-17,16.64826
2021-06-18,18.043045
2021-06-19,19.093477
2021-06-20,19.685217
2021-06-21,20.751738
2021-06-22,22.573914
2021-06-23,22.541306
2021-06-24,23.03652
2021-06-25,22.498693
2021-06-26,21.07913
2021-06-27,21.03
2021-06-28,21.533045
2021-06-29,21.611303
2021-06-30,21.513042
2021-07-01,20.166088
2021-07-02,17.456522
2021-07-03,18.599566
2021-07-04,17.114782
2021-07-05,18.904346
2021-07-06,20.706955
2021-07-07,21.99174
2021-07-08,23.41826
2021-07-09,23.752605
2021-07-10,21.633478
2021-07-11,20.126087
2021-07-12,20.302172
2021-07-13,22.415651
2021-07-14,22.569565
2021-07-15,21.04
2021-07-16,19.292608
2021-07-17,18.185217
2021-07-18,17.015217
2021-07-19,17.383911
2021-07-20,17.82174
2021-07-21,18.221739
2021-07-22,17.321304
2021-07-23,18.086521
2021-07-24,19.61565
2021-07-25,20.725216
2021-07-26,22.54739
2021-07-27,23.973043
2021-07-28,24.576086
2021-07-29,23.183043
2021-07-30,23.172607
2021-07-31,22.699564
2021-08-01,22.74739
2021-08-02,23.43739
2021-08-03,19.877392
2021-08-04,21.161304
2021-08-05,21.676086
2021-08-06,17.838696
2021-08-07,20.321304
2021-08-08,21.952608
2021-08-09,23.807388
2021-08-10,23.580433
2021-08-11,23.608696
2021-08-12,22.897827
2021-08-13,22.496521
2021-08-14,22.457825
2021-08-15,22.749565
2021-08-16,22.106522
2021-08-17,21.614347
2021-08-18,17.483479
2021-08-19,18.763914
2021-08-20,18.80826
2021-08-21,19.265217
2021-08-22,19.92348
2021-08-23,20.077393
2021-08-24,18.953045
2021-08-25,16.99913
2021-08-26,17.589565
2021-08-27,16.08261
2021-08-28,15.733478
2021-08-29,13.7082615
2021-08-30,14.093478
2021-08-31,14.594782
2021-09-01,13.790869
2021-09-02,15.009565
2021-09-03,14.603912
2021-09-04,15.124783
2021-09-05,15.308696
2021-09-06,15.724348
2021-09-07,15.275218
2021-09-08,13.845218
2021-09-09,14.55913
2021-09-10,15.412173
2021-09-11,15.632608
2021-09-12,15.218696
2021-09-13,16.074347
2021-09-14,16.469564
2021-09-15,17.091303
2021-09-16,16.948261
2021-09-17,17.165651
2021-09-18,16.173477
2021-09-19,16.254782
2021-09-20,15.7917385
2021-09-21,12.017826
2021-09-22,9.031303
2021-09-23,10.342174
2021-09-24,11.482174
2021-09-25,14.147826
2021-09-26,15.37348
2021-09-27,16.94826
2021-09-28,14.824782
2021-09-29,14.404782
2021-09-30,13.167826
2021-10-01,13.263913
2021-10-02,11.798696
2021-10-03,12.385217
2021-10-04,13.316521
2021-10-05,12.039564
2021-10-06,10.6504345
2021-10-07,9.121738
2021-10-08,8.536086
2021-10-09,4.3152175
2021-10-10,6.0426087
2021-10-11,8.815217
2021-10-12,5.823478
2021-10-13,5.2256517
2021-10-14,3.4465215
2021-10-15,3.999565
2021-10-16,6.617391
2021-10-17,9.385652
2021-10-18,9.461304
2021-10-19,9.930434
2021-10-20,9.272174
2021-10-21,8.546956
2021-10-22,10.601304
2021-10-23,10.649131
2021-10-24,7.71913
2021-10-25,7.0495653
2021-10-26,7.5434785
2021-10-27,6.3469563
2021-10-28,8.110435
2021-10-29,9.0452175
2021-10-30,9.735652
2021-10-31,8.173478
2021-11-01,6.6082606
2021-11-02,9.272608
2021-11-03,8.093913
2021-11-04,11.151303
2021-11-05,12.277825
2021-11-06,10.655652
2021-11-07,14.305219
2021-11-08,9.946957
2021-11-09,8.600434
2021-11-10,9.448696
2021-11-11,10.468697
2021-11-12,8.633912
2021-11-13,8.885652
2021-11-14,7.4621735
2021-11-15,7.2491302
2021-11-16,6.618261
2021-11-17,5.4895654
2021-11-18,5.913913
2021-11-19,5.8086953
2021-11-20,10.309565
2021-11-21,8.138695
2021-11-22,6.1130433
2021-11-23,4.9634786
2021-11-24,5.304348
2021-11-25,5.4591303
2021-11-26,6.997826
2021-11-27,6.9104347
2021-11-28,6.2708693
2021-11-29,2.9604347
2021-11-30,-1.9273914
2021-12-01,-0.6321739
2021-12-02,2.8586957
2021-12-03,4.060435
2021-12-04,2.2230434
2021-12-05,2.13
2021-12-06,2.0421739
2021-12-07,-1.243913
2021-12-08,-0.39217386
2021-12-09,2.450435
2021-12-10,0.76304346
2021-12-11,-0.62260866
2021-12-12,-1.4652175
2021-12-13,0.107391275
2021-12-14,0.32913038
2021-12-15,0.60869575
2021-12-16,1.076087
2021-12-17,1.5400001
2021-12-18,-0.36913052
2021-12-19,1.4926087
2021-12-20,-1.1378261
2021-12-21,-2.9626086
2021-12-22,-5.33
2021-12-23,-3.277826
2021-12-24,2.247826
2021-12-25,3.7373912
2021-12-26,6.534782
2021-12-27,7.0304346
2021-12-28,4.9039125
2021-12-29,4.366522
2021-12-30,5.171304
2021-12-31,7.6404347
