time,FRI22
2021-01-01,-2.802222
2021-01-02,-1.4877778
2021-01-03,0.66222215
2021-01-04,1.141111
2021-01-05,0.24444443
2021-01-06,-0.28222227
2021-01-07,-1.0644444
2021-01-08,-1.0322222
2021-01-09,-1.7266667
2021-01-10,-1.6055555
2021-01-11,-3.314444
2021-01-12,-1.368889
2021-01-13,-0.61777776
2021-01-14,-1.3122222
2021-01-15,-2.6022222
2021-01-16,-5.1244445
2021-01-17,-10.332222
2021-01-18,-8.411111
2021-01-19,-0.56999993
2021-01-20,3.3411112
2021-01-21,3.807778
2021-01-22,5.418889
2021-01-23,3.2755556
2021-01-24,0.18333332
2021-01-25,-0.56333333
2021-01-26,-1.3355556
2021-01-27,-0.83777773
2021-01-28,-0.53555554
2021-01-29,-1.4255556
2021-01-30,-1.6333333
2021-01-31,-8.1455555
2021-02-01,-8.684444
2021-02-02,0.23444444
2021-02-03,5.765556
2021-02-04,4.1466665
2021-02-05,0.28666666
2021-02-06,-2.14
2021-02-07,-7.084444
2021-02-08,-9.386666
2021-02-09,-8.603333
2021-02-10,-9.315556
2021-02-11,-9.674444
2021-02-12,-10.23
2021-02-13,-7.431111
2021-02-14,-8.767778
2021-02-15,-10.255555
2021-02-16,-2.54
2021-02-17,2.3866663
2021-02-18,3.008889
2021-02-19,3.2466667
2021-02-20,2.1755552
2021-02-21,3.8933334
2021-02-22,4.0377774
2021-02-23,6.038889
2021-02-24,9.1433325
2021-02-25,8.715556
2021-02-26,5.8099995
2021-02-27,3.9588885
2021-02-28,2.9444444
2021-03-01,1.9866666
2021-03-02,3.9244444
2021-03-03,4.95
2021-03-04,3.9244444
2021-03-05,-0.3844444
2021-03-06,-1.3022221
2021-03-07,-0.19222218
2021-03-08,-1.3366666
2021-03-09,-2.772222
2021-03-10,-1.5866666
2021-03-11,1.6044444
2021-03-12,4.546667
2021-03-13,5.4011106
2021-03-14,4.3177776
2021-03-15,2.8488889
2021-03-16,1.7444444
2021-03-17,1.021111
2021-03-18,-0.013333321
2021-03-19,-0.9188889
2021-03-20,-4.778888
2021-03-21,-0.4244444
2021-03-22,0.16444446
2021-03-23,2.2677777
2021-03-24,3.5911112
2021-03-25,5.6411114
2021-03-26,7.8511114
2021-03-27,7.0466666
2021-03-28,4.2511106
2021-03-29,8.525555
2021-03-30,12.357778
2021-03-31,12.222221
2021-04-01,11.391111
2021-04-02,6.476667
2021-04-03,3.1844444
2021-04-04,2.9788888
2021-04-05,4.4288883
2021-04-06,-0.0244445
2021-04-07,0.7688889
2021-04-08,1.4677777
2021-04-09,5.767778
2021-04-10,7.2222233
2021-04-11,9.40889
2021-04-12,4.292222
2021-04-13,2.7133331
2021-04-14,2.3377779
2021-04-15,0.70666665
2021-04-16,1.6633334
2021-04-17,3.5733333
2021-04-18,5.3099995
2021-04-19,7.093333
2021-04-20,7.5122223
2021-04-21,8.754444
2021-04-22,6.5377774
2021-04-23,4.6322227
2021-04-24,5.9999995
2021-04-25,4.8644443
2021-04-26,3.781111
2021-04-27,3.9300003
2021-04-28,8.33
2021-04-29,12.175556
2021-04-30,10.728889
2021-05-01,9.201111
2021-05-02,7.025555
2021-05-03,5.577778
2021-05-04,9.843333
2021-05-05,8.273333
2021-05-06,7.4444447
2021-05-07,6.8544445
2021-05-08,6.5766664
2021-05-09,13.727778
2021-05-10,18.106667
2021-05-11,20.667776
2021-05-12,17.19111
2021-05-13,12.717778
2021-05-14,11.005556
2021-05-15,11.036666
2021-05-16,11.2699995
2021-05-17,11.064445
2021-05-18,11.472222
2021-05-19,9.861111
2021-05-20,9.764444
2021-05-21,11.704444
2021-05-22,11.493333
