time,DE25C
2021-01-01,1.734
2021-01-02,3.032
2021-01-03,2.382
2021-01-04,1.516
2021-01-05,1.9540001
2021-01-06,1.168
2021-01-07,0.646
2021-01-08,1.114
2021-01-09,0.422
2021-01-10,2.004
2021-01-11,2.388
2021-01-12,3.978
2021-01-13,2.126
2021-01-14,0.43400002
2021-01-15,-0.38599998
2021-01-16,-0.298
2021-01-17,-0.21
2021-01-18,3.8739998
2021-01-19,5.9939995
2021-01-20,8.138
2021-01-21,7.8160005
2021-01-22,4.436
2021-01-23,2.166
2021-01-24,1.38
2021-01-25,-0.012
2021-01-26,1.8619999
2021-01-27,2.1399999
2021-01-28,2.8119998
2021-01-29,4.088
2021-01-30,-1.074
2021-01-31,-3.0779998
2021-02-01,-0.64399993
2021-02-02,1.362
2021-02-03,6.96
2021-02-04,5.648
2021-02-05,2.866
2021-02-06,-0.24200001
2021-02-07,-5.4839997
2021-02-08,-7.2860003
2021-02-09,-8.603999
2021-02-10,-5.9040003
2021-02-11,-6.6520004
2021-02-12,-8.342
2021-02-13,-9.944
2021-02-14,-6.496
2021-02-15,0.862
2021-02-16,4.96
2021-02-17,7.504
2021-02-18,8.176
2021-02-19,7.1559997
2021-02-20,10.672
2021-02-21,10.695999
2021-02-22,10.146
2021-02-23,13.530001
2021-02-24,13.586
2021-02-25,11.710001
2021-02-26,6.838
2021-02-27,4.6239996
2021-02-28,3.2220001
2021-03-01,3.904
2021-03-02,4.69
2021-03-03,6.35
2021-03-04,2.882
2021-03-05,1.0220001
2021-03-06,1.64
2021-03-07,1.5839999
2021-03-08,3.5839996
2021-03-09,3.032
2021-03-10,5.2979994
2021-03-11,8.064
2021-03-12,6.068
2021-03-13,5.8479996
2021-03-14,5.328
2021-03-15,5.146
2021-03-16,4.758
2021-03-17,3.23
2021-03-18,2.3779998
2021-03-19,2.492
2021-03-20,2.1360002
2021-03-21,5.442
2021-03-22,5.3879995
2021-03-23,6.428
2021-03-24,7.396
2021-03-25,7.792
2021-03-26,10.11
2021-03-27,5.378
2021-03-28,8.292
2021-03-29,13.410001
2021-03-30,13.086
2021-03-31,14.236
2021-04-01,10.212
2021-04-02,5.0559998
2021-04-03,6.12
2021-04-04,5.23
2021-04-05,2.606
2021-04-06,1.2520001
2021-04-07,1.7360001
2021-04-08,3.534
2021-04-09,7.1519995
2021-04-10,5.8599997
2021-04-11,5.212
2021-04-12,2.79
2021-04-13,3.678
2021-04-14,2.6060002
2021-04-15,3.97
2021-04-16,7.044
2021-04-17,6.864
2021-04-18,9.368
2021-04-19,10.046
2021-04-20,11.176
2021-04-21,8.03
2021-04-22,6.244
2021-04-23,7.102
2021-04-24,6.338
2021-04-25,6.16
2021-04-26,6.4439993
2021-04-27,7.6699996
2021-04-28,10.816
2021-04-29,9.672
2021-04-30,8.467999
2021-05-01,8.046
2021-05-02,6.474
2021-05-03,7.867999
2021-05-04,9.089999
2021-05-05,6.7739997
2021-05-06,6.152
2021-05-07,6.472
2021-05-08,8.726
