time,FI1D9
2021-05-18,15.795
2021-05-19,13.22125
2021-05-20,13.307499
2021-05-21,14.956249
2021-05-22,18.89625
2021-05-23,20.56625
2021-05-24,16.186249
2021-05-25,22.416248
2021-05-26,17.02
2021-05-27,18.43125
2021-05-28,17.779999
2021-05-29,17.151249
2021-05-30,15.9225
2021-05-31,13.66625
2021-06-01,15.344999
2021-06-02,15.2125
2021-06-03,15.52875
2021-06-04,19.78625
2021-06-05,18.524998
2021-06-06,18.269999
2021-06-07,20.098751
2021-06-08,20.57875
2021-06-09,21.109999
2021-06-10,21.31375
2021-06-11,20.821249
2021-06-12,20.95875
2021-06-13,20.53125
2021-06-14,15.77125
2021-06-15,17.355
2021-06-16,21.103748
2021-06-17,22.675
2021-06-18,22.93875
2021-06-19,24.138748
2021-06-20,24.4225
2021-06-21,25.05375
2021-06-22,28.66
2021-06-23,28.67125
2021-06-24,29.1
2021-06-25,29.375
2021-06-26,24.76875
2021-06-27,24.220001
2021-06-28,24.967499
2021-06-29,27.38625
2021-06-30,30.703749
2021-07-01,25.71125
2021-07-02,22.146248
2021-07-03,21.14875
2021-07-04,22.696249
2021-07-05,24.36375
2021-07-06,25.08125
2021-07-07,26.40625
2021-07-08,27.275
2021-07-09,29.43125
2021-07-10,26.41375
2021-07-11,25.682499
2021-07-12,27.01375
2021-07-13,28.43
2021-07-14,30.665
2021-07-15,28.88875
2021-07-16,24.908749
2021-07-17,24.21875
2021-07-18,25.502499
2021-07-19,22.97125
2021-07-20,23.21625
2021-07-21,21.4575
2021-07-22,21.686249
2021-07-23,22.515
2021-07-24,22.939999
2021-07-25,24.501247
2021-07-26,27.868748
2021-07-27,29.191248
2021-07-28,29.23
2021-07-29,28.86125
2021-07-30,26.936249
2021-07-31,27.159998
2021-08-01,27.86875
2021-08-02,24.42875
2021-08-03,23.838749
2021-08-04,24.544998
2021-08-05,24.21125
2021-08-06,21.673748
2021-08-07,22.21125
2021-08-08,26.3125
2021-08-09,27.454998
2021-08-10,27.07625
2021-08-11,25.701248
2021-08-12,24.43125
2021-08-13,23.993748
2021-08-14,25.45
2021-08-15,27.54625
2021-08-16,28.91
2021-08-17,25.16125
2021-08-18,19.3375
2021-08-19,18.915
2021-08-20,20.14375
2021-08-21,21.756248
2021-08-22,22.9475
2021-08-23,24.65375
2021-08-24,20.945
2021-08-25,17.052498
2021-08-26,18.824999
2021-08-27,15.389999
2021-08-28,14.848749
2021-08-29,16.369999
2021-08-30,17.72625
2021-08-31,17.12875
2021-09-01,18.199999
2021-09-02,18.314999
2021-09-03,17.306248
2021-09-04,17.814999
2021-09-05,19.1475
2021-09-06,19.37
2021-09-07,18.567501
2021-09-08,19.41375
2021-09-09,19.686249
2021-09-10,20.10625
2021-09-11,19.86
2021-09-12,19.86375
2021-09-13,20.1925
2021-09-14,21.1325
2021-09-15,22.42625
2021-09-16,23.42875
2021-09-17,25.164999
2021-09-18,19.3975
2021-09-19,18.03875
2021-09-20,15.83875
2021-09-21,13.82375
2021-09-22,12.612499
2021-09-23,11.40875
2021-09-24,15.903749
2021-09-25,18.717499
2021-09-26,20.32875
2021-09-27,21.769999
2021-09-28,18.70625
2021-09-29,17.05625
2021-09-30,16.05625
2021-10-01,16.971249
2021-10-02,13.97625
2021-10-03,16.9475
2021-10-04,19.318748
2021-10-05,17.988749
2021-10-06,15.75375
2021-10-07,15.06125
2021-10-08,11.8025
2021-10-09,8.62375
2021-10-10,10.15
2021-10-11,9.858749
2021-10-12,10.58625
2021-10-13,9.27625
2021-10-14,7.46
2021-10-15,7.08
2021-10-16,11.599999
2021-10-17,11.565
2021-10-18,10.509999
2021-10-19,11.844999
2021-10-20,11.997499
2021-10-21,16.55375
2021-10-22,15.16375
2021-10-23,11.2275
2021-10-24,7.6299996
2021-10-25,8.13
2021-10-26,10.098749
2021-10-27,7.7237496
2021-10-28,7.84875
2021-10-29,10.6375
2021-10-30,14.343749
2021-10-31,12.955
2021-11-01,12.69625
2021-11-02,11.97875
2021-11-03,12.4925
2021-11-04,18.6775
2021-11-05,14.313749
2021-11-06,8.67375
2021-11-07,9.81625
2021-11-08,9.575
2021-11-09,9.2125
2021-11-10,7.10875
2021-11-11,9.03625
2021-11-12,3.76875
2021-11-13,6.9224997
2021-11-14,9.4175
2021-11-15,7.92375
2021-11-16,8.23875
2021-11-17,7.5824995
2021-11-18,4.9137497
2021-11-19,6.0175
2021-11-20,10.139999
2021-11-21,9.42375
2021-11-22,6.1875
2021-11-23,7.865
2021-11-24,2.5512497
2021-11-25,6.52125
2021-11-26,7.9437494
2021-11-27,10.19875
2021-11-28,13.5125
2021-11-29,6.7574997
2021-11-30,3.12
2021-12-01,7.38
2021-12-02,9.772499
2021-12-03,5.215
2021-12-04,2.05875
2021-12-05,3.95375
2021-12-06,4.88875
2021-12-07,2.455
2021-12-08,2.1725
2021-12-09,3.2012498
2021-12-10,3.75
2021-12-11,2.52875
2021-12-12,2.86625
2021-12-13,1.02625
2021-12-14,1.5324999
2021-12-15,0.16999999
2021-12-16,2.5425
2021-12-17,4.5737495
2021-12-18,3.5524998
2021-12-19,3.49625
2021-12-20,3.9587498
2021-12-21,0.82
2021-12-22,-0.79499996
2021-12-23,-2.42375
2021-12-24,6.25875
2021-12-25,9.591249
2021-12-26,7.7025003
2021-12-27,1.92125
2021-12-28,1.76
2021-12-29,3.5525
2021-12-30,4.39375
2021-12-31,7.65375
