time,FI1D9
2021-01-01,6.27125
2021-01-02,7.2675
2021-01-03,9.03625
2021-01-04,8.69125
2021-01-05,6.95875
2021-01-06,6.4975
2021-01-07,6.36625
2021-01-08,3.2112498
2021-01-09,0.011249998
2021-01-10,0.72124994
2021-01-11,0.37874997
2021-01-12,0.046249997
2021-01-13,1.0362499
2021-01-14,0.0012499988
2021-01-15,-0.34749997
2021-01-16,-3.4274998
2021-01-17,-4.7687497
2021-01-18,-5.3100004
2021-01-19,-0.2575
2021-01-20,2.5974998
2021-01-21,7.18375
2021-01-22,9.08375
2021-01-23,10.205
2021-01-24,10.10375
2021-01-25,3.9575
2021-01-26,2.1475
2021-01-27,0.83375
2021-01-28,0.64
2021-01-29,5.8999996
2021-01-30,9.04375
2021-01-31,6.46375
2021-02-01,2.0012498
2021-02-02,3.465
2021-02-03,7.9987497
2021-02-04,11.44875
2021-02-05,9.672501
2021-02-06,9.787499
2021-02-07,9.83375
2021-02-08,8.66875
2021-02-09,8.6525
2021-02-10,9.588749
2021-02-11,4.5950003
2021-02-12,-5.0225
2021-02-13,-7.3574996
2021-02-14,-4.575
2021-02-15,-1.0725
2021-02-16,-1.1674999
2021-02-17,2.5699997
2021-02-18,7.2999997
2021-02-19,4.2675
2021-02-20,5.40375
2021-02-21,6.5225
2021-02-22,8.49125
2021-02-23,9.0275
2021-02-24,7.6037498
2021-02-25,9.873751
2021-02-26,11.6525
2021-02-27,7.9612494
2021-02-28,6.0899997
2021-03-01,4.5724998
2021-03-02,4.63
2021-03-03,7.1412497
2021-03-04,8.8775
2021-03-05,7.98625
2021-03-06,4.5575
2021-03-07,1.38875
2021-03-08,3.2962499
2021-03-09,2.25875
2021-03-10,4.0649996
2021-03-11,1.735
2021-03-12,7.83125
2021-03-13,9.557499
2021-03-14,11.875
2021-03-15,6.3824997
2021-03-16,5.7424994
2021-03-17,5.49375
2021-03-18,3.5462499
2021-03-19,3.8325
2021-03-20,2.805
2021-03-21,3.2549999
2021-03-22,2.6875
2021-03-23,3.8899999
2021-03-24,6.2025
2021-03-25,4.02375
2021-03-26,6.085
2021-03-27,9.94375
2021-03-28,11.55875
2021-03-29,8.4725
2021-03-30,11.27125
2021-03-31,11.6125
2021-04-01,13.07
2021-04-02,14.79125
2021-04-03,9.376249
2021-04-04,5.6925
2021-04-05,7.54875
2021-04-06,7.2574997
2021-04-07,4.41875
2021-04-08,4.21
2021-04-09,5.7675
2021-04-10,11.47625
2021-04-11,13.07375
2021-04-12,17.814999
2021-04-13,8.6725
2021-04-14,4.0125
2021-04-15,5.7349997
2021-04-16,5.17375
2021-04-17,4.7262497
2021-04-18,6.7599998
2021-04-19,9.1675
2021-04-20,10.5275
2021-04-21,11.44375
2021-04-22,13.62875
2021-04-23,12.5425
2021-04-24,9.49625
2021-04-25,11.075
2021-04-26,10.8425
2021-04-27,10.48
2021-04-28,12.589999
2021-04-29,15.63375
2021-04-30,19.1025
2021-05-01,21.845001
2021-05-02,23.526249
2021-05-03,14.04375
2021-05-04,12.557499
2021-05-05,18.515
2021-05-06,14.241249
2021-05-07,17.52125
2021-05-08,12.98625
2021-05-09,12.77125
2021-05-10,19.8975
2021-05-11,20.91
2021-05-12,21.02
2021-05-13,16.52875
2021-05-14,17.29625
2021-05-15,17.3325
2021-05-16,16.51625
2021-05-17,15.379999
