time,FR102
2021-01-01,4.2966666
2021-01-02,5.4933333
2021-01-03,7.1999993
2021-01-04,5.0899997
2021-01-05,4.653333
2021-01-06,4.683333
2021-01-07,3.263333
2021-01-08,2.01
2021-01-09,0.5833333
2021-01-10,-0.9966666
2021-01-11,-0.77666664
2021-01-12,-0.40666664
2021-01-13,0.82333326
2021-01-14,0.86999995
2021-01-15,-0.5233333
2021-01-16,-2.8633335
2021-01-17,-3.5566666
2021-01-18,-5.6999993
2021-01-19,0.91333324
2021-01-20,4.91
2021-01-21,6.9133334
2021-01-22,7.6733327
2021-01-23,8.796666
2021-01-24,6.713333
2021-01-25,2.5866666
2021-01-26,1.7999998
2021-01-27,0.91333324
2021-01-28,0.46333328
2021-01-29,4.89
2021-01-30,7.14
2021-01-31,1.15
2021-02-01,-1.0733333
2021-02-02,-0.16333334
2021-02-03,6.4733334
2021-02-04,11.87
2021-02-05,9.256667
2021-02-06,9.466666
2021-02-07,8.650001
2021-02-08,7.5
2021-02-09,6.1
2021-02-10,7.3933334
2021-02-11,-0.72999996
2021-02-12,-5.636667
2021-02-13,-6.35
2021-02-14,-2.3433332
2021-02-15,-1.4399999
2021-02-16,-1.6466666
2021-02-17,2.2966664
2021-02-18,7.193333
2021-02-19,4.77
2021-02-20,4.43
2021-02-21,6.063333
2021-02-22,7.66
2021-02-23,9.13
2021-02-24,9.573333
2021-02-25,10.46
2021-02-26,10.903333
2021-02-27,8.676666
2021-02-28,6.056667
2021-03-01,5.6733336
2021-03-02,5.5499997
2021-03-03,7.49
2021-03-04,8.006666
2021-03-05,8.036666
2021-03-06,3.5266666
2021-03-07,1.4333334
2021-03-08,3.0366666
2021-03-09,1.7966666
2021-03-10,3.1866667
2021-03-11,2.073333
2021-03-12,8.266666
2021-03-13,9.373333
2021-03-14,10.113334
2021-03-15,6.4500003
2021-03-16,6.476667
2021-03-17,5.8799996
2021-03-18,4.3266664
2021-03-19,3.3833332
2021-03-20,2.01
2021-03-21,1.9933332
2021-03-22,2.5366666
2021-03-23,4.2000003
2021-03-24,6.4933333
2021-03-25,4.75
2021-03-26,7.24
2021-03-27,10.16
2021-03-28,10.886666
2021-03-29,9.276668
2021-03-30,12.263333
2021-03-31,14.399999
2021-04-01,14.25
2021-04-02,15.736667
2021-04-03,10.113334
2021-04-04,6.056666
2021-04-05,6.203333
2021-04-06,5.0766664
2021-04-07,3.3933334
2021-04-08,4.013334
2021-04-09,5.806667
2021-04-10,9.536666
2021-04-11,10.32
2021-04-12,13.473332
2021-04-13,5.9166665
2021-04-14,4.2433333
2021-04-15,4.74
2021-04-16,4.533333
2021-04-17,7.4566665
2021-04-18,7.2766666
2021-04-19,8.2699995
2021-04-20,10.363334
2021-04-21,11.983333
2021-04-22,13.193333
2021-04-23,11.026666
2021-04-24,9.9366665
2021-04-25,11.193333
2021-04-26,10.13
2021-04-27,9.586666
2021-04-28,10.8533325
2021-04-29,16.183332
2021-04-30,18.026665
2021-05-01,20.196667
2021-05-02,21.026667
2021-05-03,12.123333
2021-05-04,11.883334
2021-05-05,16.076666
2021-05-06,12.923333
2021-05-07,12.436666
2021-05-08,11.026668
2021-05-09,12.523334
2021-05-10,18.033333
2021-05-11,19.976667
2021-05-12,17.539999
2021-05-13,15.386666
2021-05-14,16.24
2021-05-15,15.756667
2021-05-16,16.65
2021-05-17,13.823334
2021-05-18,15.44
2021-05-19,13.079999
2021-05-20,11.676666
2021-05-21,14.646667
2021-05-22,16.143333
2021-05-23,18.866667
2021-05-24,13.876667
2021-05-25,18.726667
2021-05-26,14.529999
2021-05-27,15.919999
2021-05-28,17.086664
2021-05-29,15.783333
2021-05-30,14.623333
2021-05-31,13.713333
2021-06-01,14.843333
2021-06-02,15.54
2021-06-03,16.463333
2021-06-04,18.089998
2021-06-05,19.276665
2021-06-06,19.583334
2021-06-07,19.926666
2021-06-08,21.36
2021-06-09,22.146667
2021-06-10,21.213333
2021-06-11,19.776667
2021-06-12,20.93
2021-06-13,20.27
2021-06-14,16.3
2021-06-15,20.11
2021-06-16,21.659998
2021-06-17,23.216667
2021-06-18,23.46
