time,PL218
2021-01-01,-0.059696976
2021-01-02,2.7669697
2021-01-03,-0.21545453
2021-01-04,-0.600303
2021-01-05,-4.2375755
2021-01-06,-7.4187875
2021-01-07,-4.879091
2021-01-08,-6.513636
2021-01-09,-3.03
2021-01-10,-0.109999985
2021-01-11,1.5239394
2021-01-12,2.51
2021-01-13,-0.21424237
2021-01-14,0.26181823
2021-01-15,-3.1587877
2021-01-16,-14.818485
2021-01-17,-2.5481818
2021-01-18,-6.0557575
2021-01-19,-6.4860606
2021-01-20,-1.6736363
2021-01-21,0.910303
2021-01-22,-8.059091
2021-01-23,-13.405313
2021-01-24,-7.257576
2021-01-25,-7.070606
2021-01-26,-9.284243
2021-01-27,-3.7657578
2021-01-28,0.13212119
2021-01-29,0.31484845
2021-01-30,-2.4060605
2021-01-31,-1.3224242
2021-02-01,6.5684843
2021-02-02,7.9212117
2021-02-03,6.6845455
2021-02-04,4.0481815
2021-02-05,1.3072727
2021-02-06,6.310909
2021-02-07,7.662121
2021-02-08,2.0951514
2021-02-09,4.739697
2021-02-10,1.5615151
2021-02-11,0.47060603
2021-02-12,-7.2187877
2021-02-13,-15.530303
2021-02-14,-14.340908
2021-02-15,-7.306969
2021-02-16,-0.042812496
2021-02-17,2.49
2021-02-18,-7.800302
2021-02-19,-3.0671873
2021-02-20,-7.072424
2021-02-21,-3.3457577
2021-02-22,-4.3084846
2021-02-23,12.40788
2021-02-24,8.471515
2021-02-25,-0.839375
2021-02-26,1.0536363
2021-02-27,-7.602727
2021-02-28,-5.9090905
2021-03-01,0.10575759
2021-03-02,1.928788
2021-03-03,-0.2730303
2021-03-04,0.86606055
2021-03-05,-2.889697
2021-03-06,-5.432424
2021-03-07,5.9753127
2021-03-08,0.088181816
2021-03-09,-1.951515
2021-03-10,-1.5266666
2021-03-11,-0.31424242
2021-03-12,-5.3624997
2021-03-13,-8.24606
2021-03-14,-4.9115148
2021-03-15,-5.8021207
2021-03-16,-4.5021214
2021-03-17,3.6278787
2021-03-18,-0.939394
2021-03-19,-4.7863636
2021-03-20,-10.100303
2021-03-21,-2.6818182
2021-03-22,-4.188788
2021-03-23,-10.425312
2021-03-24,-5.249394
2021-03-25,-6.0751514
2021-03-26,-3.9606059
2021-03-27,-6.364242
2021-03-28,-11.476666
2021-03-29,-5.649697
2021-03-30,-4.150606
2021-03-31,-1.2357576
2021-04-01,-0.2924242
2021-04-02,-2.3269694
2021-04-03,-2.279394
2021-04-04,-3.851212
2021-04-05,5.9521875
2021-04-06,-1.0045455
2021-04-07,1.4184849
2021-04-08,4.3043747
2021-04-09,3.5827272
2021-04-10,-0.7560606
2021-04-11,1.3633332
2021-04-12,6.7896967
2021-04-13,-4.0581245
2021-04-14,-3.7354543
2021-04-15,1.9939395
2021-04-16,7.38303
2021-04-17,12.670909
2021-04-18,10.330909
2021-04-19,11.389999
2021-04-20,7.5739393
2021-04-21,7.9925003
2021-04-22,2.5384846
2021-04-23,1.3615152
2021-04-24,5.4078784
2021-04-25,10.008788
2021-04-26,11.515625
2021-04-27,2.8939395
2021-04-28,11.804242
2021-04-29,13.838788
2021-04-30,8.902423
2021-05-01,11.399091
2021-05-02,9.121515
2021-05-03,10.009394
2021-05-04,11.805757
2021-05-05,4.504242
2021-05-06,6.106562
2021-05-07,9.257879
2021-05-08,6.413125
2021-05-09,15.836666
2021-05-10,10.087272
2021-05-11,11.39303
2021-05-12,13.21909
2021-05-13,15.144062
2021-05-14,12.81212
2021-05-15,11.795313
2021-05-16,12.281817
2021-05-17,9.76212
2021-05-18,8.932726
2021-05-19,8.532425
2021-05-20,9.670625
2021-05-21,16.654242
2021-05-22,15.252425
2021-05-23,9.336061
2021-05-24,13.28212
2021-05-25,11.249063
2021-05-26,7.482121
2021-05-27,10.199696
2021-05-28,6.6251516
2021-05-29,8.110303
2021-05-30,3.702069
2021-05-31,9.73697
2021-06-01,13.084848
2021-06-02,15.683333
2021-06-03,14.56303
2021-06-04,18.265759
2021-06-05,11.723637
2021-06-06,9.206249
2021-06-07,4.479394
2021-06-08,9.379999
2021-06-09,12.56515
2021-06-10,11.314242
2021-06-11,11.241514
2021-06-12,11.038485
2021-06-13,7.001515
2021-06-14,16.204376
2021-06-15,18.546968
2021-06-16,16.956968
2021-06-17,15.561817
2021-06-18,20.71909
2021-06-19,22.176666
2021-06-20,26.959696
2021-06-21,22.69909
2021-06-22,21.855757
2021-06-23,18.035454
2021-06-24,13.939697
2021-06-25,11.284243
2021-06-26,11.048484
2021-06-27,15.844545
2021-06-28,15.350302
2021-06-29,17.38606
2021-06-30,15.181211
2021-07-01,17.944244
2021-07-02,16.805939
2021-07-03,18.630938
2021-07-04,22.043938
2021-07-05,17.48182
2021-07-06,19.169697
2021-07-07,22.540909
2021-07-08,23.333939
2021-07-09,18.687576
2021-07-10,17.200907
2021-07-11,15.886061
2021-07-12,22.062725
2021-07-13,24.310303
2021-07-14,17.827576
2021-07-15,18.988789
2021-07-16,14.521875
2021-07-17,16.738485
2021-07-18,21.936363
2021-07-19,16.65091
2021-07-20,20.018787
2021-07-21,18.83394
2021-07-22,12.810909
2021-07-23,11.7948475
2021-07-24,15.159697
2021-07-25,15.510909
2021-07-26,23.537878
2021-07-27,23.137878
2021-07-28,18.531818
2021-07-29,11.846363
2021-07-30,14.773334
2021-07-31,19.626364
2021-08-01,19.04424
2021-08-02,16.209997
2021-08-03,18.513939
2021-08-04,18.788181
2021-08-05,20.012726
2021-08-06,20.751211
2021-08-07,27.94909
2021-08-08,24.020603
2021-08-09,21.04625
2021-08-10,16.733635
2021-08-11,15.327576
2021-08-12,17.41515
2021-08-13,20.372726
2021-08-14,17.699696
2021-08-15,19.370909
2021-08-16,18.807577
2021-08-17,14.240605
2021-08-18,15.15303
2021-08-19,16.533333
2021-08-20,20.08212
2021-08-21,18.705452
2021-08-22,21.225151
2021-08-23,16.253939
2021-08-24,15.120303
2021-08-25,20.441816
2021-08-26,23.569695
2021-08-27,18.668438
2021-08-28,18.261816
2021-08-29,15.750303
2021-08-30,18.733938
2021-08-31,19.93303
2021-09-01,13.224242
2021-09-02,7.583636
2021-09-03,12.639999
2021-09-04,8.4648485
2021-09-05,10.770908
2021-09-06,10.612812
2021-09-07,11.36606
2021-09-08,9.160302
2021-09-09,9.556363
2021-09-10,13.422727
2021-09-11,11.624848
2021-09-12,11.913334
2021-09-13,15.676364
2021-09-14,16.226362
2021-09-15,15.327272
2021-09-16,15.844849
2021-09-17,13.399394
2021-09-18,13.730909
2021-09-19,15.223125
2021-09-20,15.955313
2021-09-21,12.263333
2021-09-22,9.142812
2021-09-23,10.5175
2021-09-24,10.554849
2021-09-25,11.057575
2021-09-26,8.6736355
2021-09-27,11.023636
2021-09-28,9.195455
2021-09-29,10.5806055
2021-09-30,7.91697
2021-10-01,2.0751514
2021-10-02,5.18303
2021-10-03,8.323333
2021-10-04,11.69606
2021-10-05,3.4966664
2021-10-06,-1.4654546
2021-10-07,-4.9115148
2021-10-08,-4.584375
2021-10-09,-4.890303
2021-10-10,-0.39666665
2021-10-11,0.08090915
2021-10-12,-0.13272731
2021-10-13,-0.17939386
2021-10-14,3.161818
