time,PL218
2021-10-15,6.6915154
2021-10-16,6.3681817
2021-10-17,11.092423
2021-10-18,
2021-10-19,7.029394
2021-10-20,8.555454
2021-10-21,2.1140625
2021-10-22,0.8478788
2021-10-23,2.8148484
2021-10-24,6.294849
2021-10-25,7.095
2021-10-26,9.310909
2021-10-27,4.126562
2021-10-28,9.099394
2021-10-29,9.302727
2021-10-30,14.45303
2021-10-31,11.235758
2021-11-01,13.758484
2021-11-02,11.267878
2021-11-03,6.3178787
2021-11-04,-1.2009091
2021-11-05,1.3833333
2021-11-06,3.1906059
2021-11-07,8.31
2021-11-08,3.8306062
2021-11-09,2.9681816
2021-11-10,3.7633333
2021-11-11,5.8915153
2021-11-12,6.6669693
2021-11-13,9.3057575
2021-11-14,-1.025625
2021-11-15,1.4728124
2021-11-16,4.542424
2021-11-17,2.740303
2021-11-18,-3.7451515
2021-11-19,-3.381515
2021-11-20,5.04303
2021-11-21,5.91875
2021-11-22,-3.3354542
2021-11-23,-4.002121
2021-11-24,2.1369696
2021-11-25,3.8039393
2021-11-26,0.1042424
2021-11-27,-4.950909
2021-11-28,-6.058125
2021-11-29,-7.192121
2021-11-30,-1.681818
2021-12-01,-1.1430303
2021-12-02,-8.146061
2021-12-03,-10.525151
2021-12-04,3.2742424
2021-12-05,9.424687
2021-12-06,3.5078788
2021-12-07,-4.416061
2021-12-08,10.050909
2021-12-09,4.0757575
2021-12-10,1.9021212
2021-12-11,-4.411818
2021-12-12,-2.9448483
2021-12-13,0.22878788
2021-12-14,-4.0260606
2021-12-15,-5.1639395
2021-12-16,0.38
2021-12-17,-12.477813
2021-12-18,-8.270909
2021-12-19,2.4106061
2021-12-20,-6.029375
2021-12-21,-5.2203026
2021-12-22,-5.411212
2021-12-23,-6.131034
2021-12-24,-2.000606
2021-12-25,-20.12424
2021-12-26,-2.4290907
2021-12-27,5.532424
2021-12-28,11.267575
2021-12-29,3.3034372
2021-12-30,-1.7472726
2021-12-31,-3.9230301
