time,BE231
2021-01-01,0.8107142
2021-01-02,0.35142854
2021-01-03,1.3785714
2021-01-04,1.2621428
2021-01-05,2.482857
2021-01-06,2.325
2021-01-07,1.3100001
2021-01-08,0.41000003
2021-01-09,0.033571433
2021-01-10,1.3821428
2021-01-11,0.07357142
2021-01-12,6.5485716
2021-01-13,9.491427
2021-01-14,9.811429
2021-01-15,5.9942856
2021-01-16,3.1057143
2021-01-17,7.0899997
2021-01-18,3.7678568
2021-01-19,5.97
2021-01-20,8.815714
2021-01-21,9.520714
2021-01-22,7.2292857
2021-01-23,5.033571
2021-01-24,3.4914286
2021-01-25,3.692857
2021-01-26,1.047857
2021-01-27,7.0557137
2021-01-28,12.009285
2021-01-29,11.622142
2021-01-30,10.728572
2021-01-31,10.016428
2021-02-01,11.677857
2021-02-02,11.973572
2021-02-03,11.477142
2021-02-04,9.707143
2021-02-05,9.649285
2021-02-06,8.304285
2021-02-07,5.089286
2021-02-08,3.0542855
2021-02-09,1.6835712
2021-02-10,-0.0035714167
2021-02-11,-2.4814284
2021-02-12,-0.07571428
2021-02-13,-1.1
2021-02-14,1.3149998
2021-02-15,8.529285
2021-02-16,9.035714
2021-02-17,11.919286
2021-02-18,10.086428
2021-02-19,10.349999
2021-02-20,13.986428
2021-02-21,13.192857
2021-02-22,11.867857
2021-02-23,12.350714
2021-02-24,13.44
2021-02-25,11.105714
2021-02-26,9.208571
2021-02-27,6.6514287
2021-02-28,6.317143
2021-03-01,8.956429
2021-03-02,9.852142
2021-03-03,11.345714
2021-03-04,9.812142
2021-03-05,7.575714
2021-03-06,4.5142856
2021-03-07,4.876428
2021-03-08,3.7835712
2021-03-09,3.9249997
2021-03-10,4.987143
2021-03-11,11.233571
2021-03-12,8.501429
2021-03-13,9.2300005
2021-03-14,7.55
2021-03-15,9.617143
2021-03-16,9.642142
2021-03-17,9.353571
2021-03-18,6.162857
2021-03-19,7.9714284
2021-03-20,5.837143
2021-03-21,5.9557147
2021-03-22,5.8464284
2021-03-23,7.0085716
2021-03-24,7.7549996
2021-03-25,10.757857
2021-03-26,10.252856
2021-03-27,8.317858
2021-03-28,9.213571
2021-03-29,12.485715
2021-03-30,15.121429
2021-03-31,15.878571
2021-04-01,17.26
2021-04-02,15.704285
2021-04-03,8.441429
2021-04-04,8.591428
2021-04-05,7.6057143
2021-04-06,4.2707143
2021-04-07,4.7778573
2021-04-08,7.1571426
2021-04-09,10.385
2021-04-10,12.280714
2021-04-11,7.862857
2021-04-12,5.517143
2021-04-13,6.215714
2021-04-14,6.9321427
2021-04-15,6.306428
2021-04-16,6.5292854
2021-04-17,8.903571
2021-04-18,8.093572
2021-04-19,8.42
2021-04-20,12.962857
2021-04-21,12.32857
2021-04-22,13.767143
2021-04-23,14.722857
2021-04-24,15.914285
2021-04-25,14.574286
2021-04-26,13.767858
2021-04-27,12.83
2021-04-28,11.707857
2021-04-29,9.638572
2021-04-30,11.429285
2021-05-01,9.827143
2021-05-02,8.724286
2021-05-03,9.568571
2021-05-04,11.3785715
2021-05-05,9.732857
2021-05-06,12.227141
2021-05-07,10.624999
2021-05-08,17.751429
2021-05-09,17.99
2021-05-10,15.278571
2021-05-11,12.639287
2021-05-12,12.063571
2021-05-13,12.355714
2021-05-14,11.109284
2021-05-15,13.132142
2021-05-16,13.556428
2021-05-17,13.636428
2021-05-18,12.82
2021-05-19,13.210714
2021-05-20,12.322858
2021-05-21,14.230714
2021-05-22,12.502143
2021-05-23,12.248572
2021-05-24,12.032144
2021-05-25,11.99
2021-05-26,13.164286
2021-05-27,14.994286
2021-05-28,16.557858
2021-05-29,17.897142
2021-05-30,17.927143
2021-05-31,18.40643
2021-06-01,20.912144
2021-06-02,22.11214
2021-06-03,18.06
2021-06-04,17.039999
2021-06-05,15.433571
2021-06-06,16.803572
2021-06-07,18.85
2021-06-08,19.772856
2021-06-09,20.292143
2021-06-10,20.315
2021-06-11,21.804287
2021-06-12,21.831425
2021-06-13,21.86214
2021-06-14,22.785
2021-06-15,22.785
2021-06-16,24.267859
2021-06-17,23.823572
2021-06-18,19.650713
2021-06-19,19.932858
2021-06-20,19.23857
2021-06-21,18.185
2021-06-22,17.477858
2021-06-23,15.451428
2021-06-24,16.884287
2021-06-25,16.709286
2021-06-26,17.932856
2021-06-27,18.089285
2021-06-28,15.887143
2021-06-29,15.877143
2021-06-30,17.626429
2021-07-01,19.322859
2021-07-02,19.399286
2021-07-03,19.73643
2021-07-04,19.091429
2021-07-05,18.126429
2021-07-06,17.992855
2021-07-07,17.545
2021-07-08,17.005713
2021-07-09,16.412142
2021-07-10,16.828571
2021-07-11,18.472141
2021-07-12,18.597857
2021-07-13,17.712856
2021-07-14,19.372143
2021-07-15,19.149282
2021-07-16,19.429285
2021-07-17,18.776428
2021-07-18,23.065714
2021-07-19,24.552858
2021-07-20,23.768572
2021-07-21,23.532854
2021-07-22,24.148573
2021-07-23,23.945002
2021-07-24,20.428572
2021-07-25,20.10857
2021-07-26,20.036427
2021-07-27,19.308569
2021-07-28,18.392141
2021-07-29,18.187143
2021-07-30,18.382141
2021-07-31,17.715
2021-08-01,17.962141
2021-08-02,18.042858
2021-08-03,17.222143
2021-08-04,17.219286
2021-08-05,17.828571
2021-08-06,18.70857
2021-08-07,17.960001
2021-08-08,17.476429
2021-08-09,18.321428
2021-08-10,19.130716
2021-08-11,19.967144
2021-08-12,21.954285
2021-08-13,22.122858
2021-08-14,22.615713
2021-08-15,22.367857
2021-08-16,19.574999
2021-08-17,16.630714
2021-08-18,17.252142
2021-08-19,18.087141
2021-08-20,19.42
