time,BG322
2021-01-01,-1.165
2021-01-02,-1.7446153
2021-01-03,-0.8680769
2021-01-04,-1.1146153
2021-01-05,-1.5853845
2021-01-06,-1.7638462
2021-01-07,-2.6
2021-01-08,-3.263846
2021-01-09,-1.7849998
2021-01-10,0.821923
2021-01-11,-0.03
2021-01-12,-0.41346154
2021-01-13,-0.13
2021-01-14,0.0042307843
2021-01-15,-0.24076924
2021-01-16,0.43115383
2021-01-17,1.0315385
2021-01-18,2.2996154
2021-01-19,0.7192308
2021-01-20,4.9953847
2021-01-21,7.5219226
2021-01-22,4.1903844
2021-01-23,5.3257685
2021-01-24,4.6303844
2021-01-25,6.282692
2021-01-26,8.501538
2021-01-27,11.851538
2021-01-28,9.578462
2021-01-29,10.476152
2021-01-30,6.1692305
2021-01-31,8.077308
2021-02-01,8.894614
2021-02-02,8.172692
2021-02-03,8.547692
2021-02-04,6.2711535
2021-02-05,5.9661536
2021-02-06,2.5288463
2021-02-07,-0.21269228
2021-02-08,3.32
2021-02-09,3.4319232
2021-02-10,4.185769
2021-02-11,7.895
2021-02-12,7.8696156
2021-02-13,6.7930765
2021-02-14,6.731538
2021-02-15,9.8
2021-02-16,7.5834613
2021-02-17,6.3757696
2021-02-18,8.143461
2021-02-19,8.069999
2021-02-20,9.155768
2021-02-21,5.427307
2021-02-22,3.8719232
2021-02-23,5.707692
2021-02-24,8.363462
2021-02-25,7.294999
2021-02-26,8.884615
2021-02-27,8.132692
2021-02-28,4.8415384
2021-03-01,5.2250004
2021-03-02,6.995769
2021-03-03,8.29
2021-03-04,8.661154
2021-03-05,8.248462
2021-03-06,5.6976924
2021-03-07,5.3684616
2021-03-08,3.7623076
2021-03-09,2.4473078
2021-03-10,5.1299996
2021-03-11,9.277693
2021-03-12,5.5811534
2021-03-13,5.485769
2021-03-14,5.596538
2021-03-15,6.6957684
2021-03-16,7.217308
2021-03-17,8.186923
2021-03-18,4.5473075
2021-03-19,4.2484617
2021-03-20,3.293077
2021-03-21,3.9576921
2021-03-22,6.012692
2021-03-23,8.971923
2021-03-24,9.655001
2021-03-25,8.323462
2021-03-26,8.145384
2021-03-27,6.8419223
2021-03-28,10.278461
2021-03-29,11.701153
2021-03-30,13.392307
2021-03-31,15.491922
2021-04-01,15.329615
2021-04-02,11.884615
2021-04-03,10.556539
2021-04-04,8.440384
2021-04-05,10.274231
2021-04-06,8.415769
2021-04-07,7.605
2021-04-08,9.696923
2021-04-09,9.506924
2021-04-10,9.62423
2021-04-11,5.1976924
2021-04-12,4.820769
2021-04-13,5.852692
2021-04-14,10.680384
2021-04-15,9.348846
2021-04-16,6.5503845
2021-04-17,5.368077
2021-04-18,7.2215376
2021-04-19,11.496537
2021-04-20,10.082307
2021-04-21,8.727307
2021-04-22,10.483461
2021-04-23,11.32423
2021-04-24,13.320384
2021-04-25,11.547693
2021-04-26,10.924999
2021-04-27,10.203461
2021-04-28,8.078462
2021-04-29,6.9369226
2021-04-30,7.025384
2021-05-01,6.3303843
