time,DE21B
2021-01-01,0.22999999
2021-01-02,0.48999998
2021-01-03,-0.14999999
2021-01-04,-0.66999996
2021-01-05,-0.32999998
2021-01-06,0.19
2021-01-07,-0.74
2021-01-08,-0.77
2021-01-09,-1.35
2021-01-10,-1.43
2021-01-11,-1.49
2021-01-12,0.91999996
2021-01-13,1.1
2021-01-14,-0.47
2021-01-15,-1.89
2021-01-16,-2.44
2021-01-17,-2.59
2021-01-18,1.5799999
2021-01-19,2.62
2021-01-20,4.48
2021-01-21,6.44
2021-01-22,3.6999998
2021-01-23,0.25
2021-01-24,-0.91999996
2021-01-25,-3.0
2021-01-26,-0.53999996
2021-01-27,-0.74
2021-01-28,0.53
2021-01-29,3.25
2021-01-30,-0.26999998
2021-01-31,-2.5
2021-02-01,-0.19
2021-02-02,3.84
2021-02-03,8.05
2021-02-04,5.39
2021-02-05,3.1799998
2021-02-06,0.39999998
2021-02-07,-5.74
2021-02-08,-9.469999
2021-02-09,-13.11
2021-02-10,-11.929999
2021-02-11,-7.89
2021-02-12,-11.67
2021-02-13,-12.62
2021-02-14,-11.16
2021-02-15,-3.03
2021-02-16,2.1399999
2021-02-17,4.7
2021-02-18,3.46
2021-02-19,4.12
2021-02-20,6.8999996
2021-02-21,8.69
2021-02-22,6.35
2021-02-23,9.79
2021-02-24,11.07
2021-02-25,10.86
2021-02-26,5.6299996
2021-02-27,2.48
2021-02-28,3.85
2021-03-01,2.9299998
2021-03-02,4.19
2021-03-03,5.47
2021-03-04,3.55
2021-03-05,0.35999998
2021-03-06,-0.88
2021-03-07,-0.71
2021-03-08,1.3199999
2021-03-09,0.56
2021-03-10,3.83
2021-03-11,6.93
2021-03-12,4.92
2021-03-13,4.47
2021-03-14,3.55
2021-03-15,3.31
2021-03-16,2.8799999
2021-03-17,1.09
2021-03-18,0.65
2021-03-19,0.97999996
2021-03-20,0.08
2021-03-21,3.61
2021-03-22,3.4099998
2021-03-23,4.6
2021-03-24,6.02
2021-03-25,7.69
2021-03-26,9.8
2021-03-27,4.18
2021-03-28,6.42
2021-03-29,12.2699995
2021-03-30,11.57
2021-03-31,13.24
2021-04-01,11.25
2021-04-02,5.0499997
2021-04-03,4.5299997
2021-04-04,3.4399998
2021-04-05,0.96
2021-04-06,-0.01
2021-04-07,0.21
2021-04-08,1.37
2021-04-09,5.31
2021-04-10,5.98
2021-04-11,5.0899997
2021-04-12,1.88
2021-04-13,1.66
