time,FRI34
2021-01-01,-1.44875
2021-01-02,-0.67375
2021-01-03,0.32125
2021-01-04,0.79125
2021-01-05,0.875
2021-01-06,1.11125
2021-01-07,0.11
2021-01-08,0.195
2021-01-09,-0.225
2021-01-10,-0.35750002
2021-01-11,-0.81374997
2021-01-12,-0.4225
2021-01-13,-0.6825
2021-01-14,-1.8225
2021-01-15,-4.2374997
2021-01-16,-4.6375003
2021-01-17,-11.83125
2021-01-18,-13.67375
2021-01-19,-7.73625
2021-01-20,-0.16625
2021-01-21,3.5812497
2021-01-22,5.3525
2021-01-23,2.99125
2021-01-24,2.3425
2021-01-25,0.49374998
2021-01-26,0.41375
2021-01-27,0.075
2021-01-28,-0.34875003
2021-01-29,-1.135
2021-01-30,-1.5674999
2021-01-31,-3.5387497
2021-02-01,-5.1662498
2021-02-02,-1.86375
2021-02-03,0.81374997
2021-02-04,-1.4124999
2021-02-05,-5.325
2021-02-06,-6.9575
2021-02-07,-11.0225
2021-02-08,-11.41625
2021-02-09,-7.3737497
2021-02-10,-9.473749
2021-02-11,-10.299999
2021-02-12,-9.796249
2021-02-13,-5.265
2021-02-14,-1.9312499
2021-02-15,-3.1899998
2021-02-16,-4.61625
2021-02-17,-1.4662501
2021-02-18,-3.8899999
2021-02-19,-2.2575
2021-02-20,2.28875
2021-02-21,3.2899997
2021-02-22,3.4712498
2021-02-23,3.01125
2021-02-24,7.9199996
2021-02-25,8.33375
2021-02-26,6.52125
2021-02-27,4.98875
2021-02-28,2.6887498
2021-03-01,3.24625
2021-03-02,3.4824998
2021-03-03,2.5324998
2021-03-04,1.96
2021-03-05,-0.24
2021-03-06,-0.3725
2021-03-07,1.74625
2021-03-08,-0.2175
2021-03-09,-2.24875
2021-03-10,-0.47250003
2021-03-11,-0.79749995
2021-03-12,5.115
2021-03-13,5.3849998
2021-03-14,4.9737496
2021-03-15,3.2512498
2021-03-16,3.29875
2021-03-17,2.6687498
2021-03-18,0.9625
2021-03-19,-0.9625
