time,ITF33
2021-01-01,1.3199999
2021-01-02,0.41
2021-01-03,2.59
2021-01-04,2.29
2021-01-05,2.73
2021-01-06,2.22
2021-01-07,-0.84
2021-01-08,0.56
2021-01-09,0.85999995
2021-01-10,1.74
2021-01-11,6.2599998
2021-01-12,5.62
2021-01-13,3.52
2021-01-14,4.0099998
2021-01-15,0.45
2021-01-16,4.37
2021-01-17,6.0499997
2021-01-18,4.12
2021-01-19,7.44
2021-01-20,8.19
2021-01-21,3.9599998
2021-01-22,2.6
2021-01-23,0.9
2021-01-24,-0.52
2021-01-25,0.099999994
2021-01-26,2.19
2021-01-27,5.58
2021-01-28,6.94
2021-01-29,7.25
2021-01-30,3.72
2021-01-31,0.68
2021-02-01,3.58
2021-02-02,5.16
2021-02-03,6.85
2021-02-04,6.0099998
2021-02-05,6.02
2021-02-06,4.74
2021-02-07,2.3999999
2021-02-08,0.55
2021-02-09,0.099999994
2021-02-10,0.049999997
2021-02-11,-1.4699999
2021-02-12,0.48999998
2021-02-13,-0.07
2021-02-14,3.6
2021-02-15,7.68
2021-02-16,9.16
2021-02-17,8.44
2021-02-18,7.83
2021-02-19,7.18
2021-02-20,10.26
2021-02-21,9.74
2021-02-22,9.0
2021-02-23,8.49
2021-02-24,11.96
2021-02-25,8.83
2021-02-26,5.93
2021-02-27,6.2999997
2021-02-28,5.89
2021-03-01,4.5299997
2021-03-02,4.3399997
2021-03-03,4.52
2021-03-04,4.7799997
2021-03-05,3.9099998
2021-03-06,2.83
2021-03-07,3.4199998
2021-03-08,5.5
2021-03-09,7.19
2021-03-10,8.65
2021-03-11,8.82
2021-03-12,6.35
2021-03-13,5.6299996
2021-03-14,6.73
2021-03-15,8.94
2021-03-16,10.2699995
2021-03-17,7.16
2021-03-18,7.77
2021-03-19,8.849999
2021-03-20,8.88
2021-03-21,9.26
2021-03-22,7.0899997
2021-03-23,8.179999
2021-03-24,8.97
2021-03-25,8.53
2021-03-26,9.059999
2021-03-27,6.43
2021-03-28,10.179999
2021-03-29,12.59
2021-03-30,11.679999
2021-03-31,12.29
2021-04-01,8.42
2021-04-02,6.64
2021-04-03,6.45
2021-04-04,7.29
2021-04-05,5.02
2021-04-06,3.3899999
2021-04-07,3.4099998
2021-04-08,7.2799997
2021-04-09,5.7999997
2021-04-10,3.11
