time,NL412
2021-01-01,-0.49
2021-01-02,2.6666667
2021-01-03,2.4366665
2021-01-04,3.0266666
2021-01-05,2.613333
2021-01-06,2.8733332
2021-01-07,-0.8066666
2021-01-08,-0.060000002
2021-01-09,0.38
2021-01-10,0.55333334
2021-01-11,5.236666
2021-01-12,7.943333
2021-01-13,5.0766664
2021-01-14,9.12
2021-01-15,1.07
2021-01-16,3.7133331
2021-01-17,5.7033334
2021-01-18,4.16
2021-01-19,8.946667
2021-01-20,9.533333
2021-01-21,5.19
2021-01-22,3.793333
2021-01-23,1.2633333
2021-01-24,-0.53666663
2021-01-25,1.0766666
2021-01-26,2.2166667
2021-01-27,6.763334
2021-01-28,10.240001
2021-01-29,9.513332
2021-01-30,5.6866665
2021-01-31,1.1999999
2021-02-01,2.4766667
2021-02-02,7.363333
2021-02-03,7.933333
2021-02-04,5.6766663
2021-02-05,7.0166664
2021-02-06,3.9233334
2021-02-07,2.2933333
2021-02-08,-1.3433332
2021-02-09,-0.7
2021-02-10,0.14
2021-02-11,-2.1699998
2021-02-12,-0.013333331
2021-02-13,-1.67
2021-02-14,1.86
2021-02-15,7.186667
2021-02-16,9.153333
2021-02-17,8.606667
2021-02-18,8.586667
2021-02-19,6.4166665
2021-02-20,11.043332
2021-02-21,10.986667
2021-02-22,8.223333
2021-02-23,7.8700004
2021-02-24,12.666667
2021-02-25,10.063333
2021-02-26,5.8566666
2021-02-27,5.9933333
2021-02-28,5.5066667
2021-03-01,6.3333335
2021-03-02,5.3933334
2021-03-03,5.74
2021-03-04,4.713333
2021-03-05,4.1766667
2021-03-06,2.2866666
2021-03-07,2.6733334
2021-03-08,4.636667
2021-03-09,6.3799996
2021-03-10,7.263333
2021-03-11,9.493333
2021-03-12,7.113333
2021-03-13,7.373333
2021-03-14,6.6499996
2021-03-15,9.786667
2021-03-16,10.556666
2021-03-17,7.1199994
2021-03-18,6.653333
2021-03-19,8.713333
2021-03-20,6.4833336
2021-03-21,8.673333
2021-03-22,7.44
2021-03-23,6.876667
2021-03-24,7.8233333
2021-03-25,7.226667
2021-03-26,9.573333
2021-03-27,6.3799996
2021-03-28,9.83
2021-03-29,12.98
2021-03-30,12.036667
2021-03-31,13.943333
2021-04-01,10.94
2021-04-02,7.3799996
2021-04-03,6.386667
2021-04-04,7.463333
2021-04-05,6.7566667
2021-04-06,3.32
2021-04-07,1.8866667
2021-04-08,6.8399997
2021-04-09,7.99
2021-04-10,5.8933334
2021-04-11,4.443333
2021-04-12,4.513334
2021-04-13,5.6166663
2021-04-14,6.7299995
2021-04-15,4.9133334
2021-04-16,4.736666
2021-04-17,6.2066665
2021-04-18,7.4066663
2021-04-19,8.553332
2021-04-20,9.559999
2021-04-21,9.963332
2021-04-22,7.653333
2021-04-23,9.426667
2021-04-24,9.776667
2021-04-25,8.273334
2021-04-26,7.843333
2021-04-27,8.043333
2021-04-28,7.7599998
2021-04-29,6.3466663
2021-04-30,7.273333
2021-05-01,6.2333336
2021-05-02,7.16
2021-05-03,8.29
2021-05-04,9.956666
2021-05-05,7.103333
2021-05-06,7.0266666
2021-05-07,8.313333
2021-05-08,10.746666
2021-05-09,14.983333
2021-05-10,12.279999
2021-05-11,10.516666
2021-05-12,11.7
2021-05-13,11.53
2021-05-14,10.099999
2021-05-15,11.116666
2021-05-16,10.55
2021-05-17,12.516666
2021-05-18,10.506666
2021-05-19,12.28
2021-05-20,9.746667
2021-05-21,10.613334
2021-05-22,11.066666
2021-05-23,8.386666
2021-05-24,9.429999
2021-05-25,10.503333
2021-05-26,11.06
2021-05-27,12.723332
2021-05-28,13.349999
2021-05-29,15.996666
2021-05-30,13.646667
2021-05-31,15.0199995
2021-06-01,17.123333
2021-06-02,18.83
2021-06-03,17.15
2021-06-04,14.38
2021-06-05,14.983333
2021-06-06,16.943335
2021-06-07,16.460001
2021-06-08,15.93
2021-06-09,16.626665
2021-06-10,18.543333
2021-06-11,19.039999
2021-06-12,17.593332
2021-06-13,19.4
2021-06-14,20.206667
2021-06-15,18.923332
2021-06-16,19.756666
2021-06-17,19.006666
2021-06-18,14.443334
2021-06-19,13.239999
2021-06-20,14.66
2021-06-21,12.416667
2021-06-22,13.579999
2021-06-23,13.576667
2021-06-24,14.989999
2021-06-25,16.349998
2021-06-26,15.4800005
2021-06-27,16.24
2021-06-28,16.82
2021-06-29,16.073332
2021-06-30,15.529999
2021-07-01,16.643333
2021-07-02,18.156666
2021-07-03,18.186666
2021-07-04,17.826668
2021-07-05,16.173332
2021-07-06,15.489999
2021-07-07,16.946665
2021-07-08,17.37
2021-07-09,17.699999
2021-07-10,15.389999
2021-07-11,15.03
2021-07-12,17.093332
2021-07-13,18.206665
2021-07-14,19.086666
2021-07-15,17.74
2021-07-16,18.736666
2021-07-17,20.993334
2021-07-18,22.56
2021-07-19,23.42
2021-07-20,23.756666
2021-07-21,22.75
2021-07-22,22.626665
2021-07-23,20.096666
2021-07-24,18.783333
2021-07-25,18.213333
2021-07-26,19.54
2021-07-27,18.663332
2021-07-28,17.666666
2021-07-29,16.480001
2021-07-30,16.323334
2021-07-31,16.916666
2021-08-01,16.816668
2021-08-02,15.12
2021-08-03,15.049999
2021-08-04,16.54
2021-08-05,16.083334
2021-08-06,17.656666
2021-08-07,16.24
2021-08-08,15.876666
2021-08-09,16.446667
2021-08-10,17.316666
2021-08-11,16.76
2021-08-12,17.983332
2021-08-13,17.06
2021-08-14,17.933332
2021-08-15,17.926666
2021-08-16,15.666667
2021-08-17,15.046666
2021-08-18,17.949999
2021-08-19,16.636665
2021-08-20,17.173332
2021-08-21,17.783333
2021-08-22,18.303331
2021-08-23,18.003332
2021-08-24,16.909998
2021-08-25,16.573332
2021-08-26,16.69
2021-08-27,14.633334
2021-08-28,14.913333
2021-08-29,14.523334
2021-08-30,15.2
2021-08-31,15.68
2021-09-01,15.73
2021-09-02,16.33
2021-09-03,16.479998
2021-09-04,15.713333
2021-09-05,19.373333
2021-09-06,20.196665
2021-09-07,21.51
2021-09-08,21.333332
2021-09-09,18.816668
2021-09-10,18.586668
2021-09-11,18.686666
2021-09-12,15.646667
2021-09-13,16.4
2021-09-14,17.429998
2021-09-15,17.423332
2021-09-16,16.58
2021-09-17,16.386667
2021-09-18,17.87
2021-09-19,16.25
2021-09-20,15.029999
2021-09-21,14.54
2021-09-22,14.946666
2021-09-23,15.979999
2021-09-24,17.136667
2021-09-25,17.099998
2021-09-26,16.943333
2021-09-27,16.529999
2021-09-28,13.706666
2021-09-29,11.66
2021-09-30,11.110001
2021-10-01,15.339999
2021-10-02,10.669999
2021-10-03,12.62
2021-10-04,12.976666
2021-10-05,12.586666
2021-10-06,12.75
2021-10-07,15.209999
2021-10-08,15.12
2021-10-09,12.836666
2021-10-10,13.486667
2021-10-11,11.103333
2021-10-12,11.490001
2021-10-13,12.490001
2021-10-14,13.523334
2021-10-15,12.326667
2021-10-16,12.579999
2021-10-17,13.023334
2021-10-18,12.243333
2021-10-19,17.296667
2021-10-20,15.97
2021-10-21,10.046666
2021-10-22,9.056666
2021-10-23,10.98
2021-10-24,12.253333
2021-10-25,13.026668
2021-10-26,12.0
2021-10-27,14.756667
2021-10-28,13.713333
2021-10-29,13.006667
2021-10-30,11.293334
2021-10-31,10.483334
2021-11-01,10.656666
2021-11-02,7.3933334
2021-11-03,5.0066667
2021-11-04,6.9133334
2021-11-05,5.2666664
2021-11-06,10.0
2021-11-07,9.986667
2021-11-08,7.2033334
2021-11-09,12.096667
2021-11-10,11.613332
2021-11-11,10.893333
2021-11-12,10.573333
2021-11-13,11.44
2021-11-14,10.53
2021-11-15,10.313333
2021-11-16,6.41
2021-11-17,9.213332
2021-11-18,8.97
2021-11-19,10.7699995
2021-11-20,9.77
2021-11-21,6.69
2021-11-22,5.42
2021-11-23,3.9466667
2021-11-24,4.2066665
2021-11-25,4.386667
2021-11-26,5.313333
2021-11-27,2.9099998
2021-11-28,1.4333333
2021-11-29,0.27666667
2021-11-30,7.2666664
2021-12-01,8.786667
2021-12-02,2.4233334
2021-12-03,4.893333
2021-12-04,6.103333
2021-12-05,4.803333
2021-12-06,4.2466664
2021-12-07,4.143333
2021-12-08,6.06
2021-12-09,5.646666
2021-12-10,6.103333
2021-12-11,5.26
2021-12-12,11.006665
2021-12-13,10.44
2021-12-14,10.356667
2021-12-15,11.236667
2021-12-16,9.91
2021-12-17,8.63
2021-12-18,7.2599998
2021-12-19,4.9
2021-12-20,4.543333
2021-12-21,4.42
2021-12-22,0.7633333
2021-12-23,6.8099995
2021-12-24,7.9600005
2021-12-25,7.6166663
2021-12-26,7.886667
2021-12-27,8.516666
2021-12-28,9.883334
2021-12-29,10.473332
2021-12-30,12.839999
2021-12-31,13.143333
