time,NO091
2021-01-01,-1.884762
2021-01-02,-0.85190475
2021-01-03,0.031428568
2021-01-04,0.09999997
2021-01-05,0.8095237
2021-01-06,1.202857
2021-01-07,-0.28285715
2021-01-08,-0.50952375
2021-01-09,-1.202857
2021-01-10,-1.4085715
2021-01-11,-1.240476
2021-01-12,-1.5228572
2021-01-13,-1.2528571
2021-01-14,-2.5980952
2021-01-15,-6.890952
2021-01-16,-7.694285
2021-01-17,-15.412856
2021-01-18,-13.41619
2021-01-19,-10.888571
2021-01-20,-3.561905
2021-01-21,2.8504763
2021-01-22,4.5166664
2021-01-23,2.0909522
2021-01-24,2.434762
2021-01-25,0.14095236
2021-01-26,0.099047616
2021-01-27,-0.2442857
2021-01-28,-0.99523807
2021-01-29,-1.645238
2021-01-30,-2.6490474
2021-01-31,-3.1823807
2021-02-01,-5.43
2021-02-02,-3.449524
2021-02-03,0.14523809
2021-02-04,-3.5809522
2021-02-05,-6.4866667
2021-02-06,-9.726666
2021-02-07,-14.565712
2021-02-08,-12.33238
2021-02-09,-8.59619
2021-02-10,-11.168095
2021-02-11,-12.023809
2021-02-12,-10.915713
2021-02-13,-6.7914286
2021-02-14,-1.2280952
2021-02-15,-2.865238
2021-02-16,-4.8004756
2021-02-17,-3.01
2021-02-18,-8.155714
2021-02-19,-6.6719046
2021-02-20,0.8347619
2021-02-21,2.8500001
2021-02-22,3.2771432
2021-02-23,3.0285716
2021-02-24,7.161904
2021-02-25,8.161904
2021-02-26,6.5795236
2021-02-27,4.040952
2021-02-28,2.0309522
2021-03-01,2.8942854
2021-03-02,3.1138096
2021-03-03,2.1809525
2021-03-04,1.1614286
2021-03-05,-0.99476194
2021-03-06,-0.7057143
2021-03-07,0.60190475
2021-03-08,-1.2095238
2021-03-09,-2.6038096
2021-03-10,-1.1528571
2021-03-11,-1.6919047
2021-03-12,3.6914287
2021-03-13,3.9919045
2021-03-14,3.9576187
2021-03-15,2.4442856
2021-03-16,2.6471426
2021-03-17,1.5085714
2021-03-18,0.019999998
2021-03-19,-1.8538094
2021-03-20,-3.8719046
2021-03-21,0.48857144
2021-03-22,1.6919049
2021-03-23,4.180952
2021-03-24,2.8590477
2021-03-25,6.4833336
2021-03-26,6.777143
2021-03-27,9.157619
2021-03-28,5.0480947
2021-03-29,6.118095
2021-03-30,10.721905
2021-03-31,12.221428
2021-04-01,9.600476
2021-04-02,5.0309525
2021-04-03,3.9323812
2021-04-04,3.7228572
2021-04-05,4.56381
2021-04-06,2.285238
2021-04-07,1.8266665
2021-04-08,3.6985717
2021-04-09,5.5680947
2021-04-10,7.4119053
2021-04-11,11.235237
2021-04-12,11.156191
2021-04-13,5.541905
2021-04-14,3.8880954
2021-04-15,4.674285
2021-04-16,6.107142
2021-04-17,9.072856
2021-04-18,10.054285
2021-04-19,10.818094
2021-04-20,10.41
2021-04-21,9.889047
2021-04-22,7.490476
2021-04-23,4.56
2021-04-24,4.3842854
2021-04-25,2.707143
2021-04-26,2.5157142
2021-04-27,3.3600001
2021-04-28,5.9938097
2021-04-29,10.097619
2021-04-30,9.791429
2021-05-01,6.228095
2021-05-02,6.29619
2021-05-03,4.6023808
2021-05-04,7.8523808
2021-05-05,12.217619
2021-05-06,8.727141
2021-05-07,6.320476
2021-05-08,6.294762
2021-05-09,9.238094
2021-05-10,16.874287
2021-05-11,19.705713
2021-05-12,19.702858
2021-05-13,15.353809
2021-05-14,13.146666
2021-05-15,12.589524
2021-05-16,13.696667
2021-05-17,13.651905
2021-05-18,14.169047
2021-05-19,12.371428
2021-05-20,11.485238
2021-05-21,12.074286
2021-05-22,12.83
2021-05-23,11.917143
2021-05-24,11.898571
2021-05-25,14.421904
2021-05-26,12.435239
2021-05-27,13.047619
2021-05-28,11.367144
2021-05-29,10.525714
2021-05-30,12.6323805
2021-05-31,12.147142
2021-06-01,13.601429
2021-06-02,15.982381
2021-06-03,16.364285
2021-06-04,16.826668
2021-06-05,17.882858
2021-06-06,16.71619
2021-06-07,17.20857
2021-06-08,18.747616
2021-06-09,18.280476
2021-06-10,17.514761
2021-06-11,17.81762
2021-06-12,17.16476
2021-06-13,15.094762
2021-06-14,15.690476
2021-06-15,17.070475
2021-06-16,15.776189
2021-06-17,18.77762
2021-06-18,21.304764
2021-06-19,24.241428
2021-06-20,25.259521
2021-06-21,26.60857
2021-06-22,25.248093
2021-06-23,21.86238
2021-06-24,20.970476
2021-06-25,20.732857
2021-06-26,19.162857
2021-06-27,18.08619
2021-06-28,19.501427
2021-06-29,20.648094
2021-06-30,21.416666
2021-07-01,21.167618
2021-07-02,20.194761
2021-07-03,20.371902
2021-07-04,21.510477
2021-07-05,21.854284
2021-07-06,22.299047
2021-07-07,23.553808
2021-07-08,23.337618
2021-07-09,23.869045
2021-07-10,20.667143
2021-07-11,19.680952
2021-07-12,23.54381
2021-07-13,22.838095
2021-07-14,24.276665
2021-07-15,24.190952
2021-07-16,24.176666
2021-07-17,23.748095
2021-07-18,22.929047
2021-07-19,18.872854
2021-07-20,18.544762
2021-07-21,18.579523
2021-07-22,18.145714
2021-07-23,18.665714
2021-07-24,19.173332
2021-07-25,21.272856
2021-07-26,23.01619
2021-07-27,23.551905
2021-07-28,22.386667
2021-07-29,22.082857
2021-07-30,19.387619
2021-07-31,19.986189
2021-08-01,18.72762
2021-08-02,17.941904
2021-08-03,16.97476
2021-08-04,16.47238
2021-08-05,16.276188
2021-08-06,16.36619
2021-08-07,18.413334
2021-08-08,18.659523
2021-08-09,18.70381
2021-08-10,18.487143
2021-08-11,17.44381
2021-08-12,17.41238
2021-08-13,18.865238
2021-08-14,21.258572
2021-08-15,19.875715
2021-08-16,21.127144
2021-08-17,16.892857
2021-08-18,15.673334
2021-08-19,17.103811
2021-08-20,17.590475
2021-08-21,16.873331
2021-08-22,15.44238
2021-08-23,16.189522
2021-08-24,13.600475
2021-08-25,13.377142
2021-08-26,14.233335
2021-08-27,14.773809
2021-08-28,14.550951
2021-08-29,14.783811
2021-08-30,15.419523
2021-08-31,15.133809
