time,NO091
2021-09-01,14.789048
2021-09-02,13.746666
2021-09-03,13.917142
2021-09-04,11.08381
2021-09-05,9.611905
2021-09-06,11.325238
2021-09-07,14.29619
2021-09-08,15.168094
2021-09-09,17.617619
2021-09-10,17.693335
2021-09-11,17.406668
2021-09-12,17.41619
2021-09-13,16.419525
2021-09-14,14.2952385
2021-09-15,14.605239
2021-09-16,14.807143
2021-09-17,14.869046
2021-09-18,10.652857
2021-09-19,8.482381
2021-09-20,8.471428
2021-09-21,7.734286
2021-09-22,9.469523
2021-09-23,11.16381
2021-09-24,12.308095
2021-09-25,14.019048
2021-09-26,13.800476
2021-09-27,12.026668
2021-09-28,11.238572
2021-09-29,11.291429
2021-09-30,10.856667
2021-10-01,10.055238
2021-10-02,11.119047
2021-10-03,13.719999
2021-10-04,13.801905
2021-10-05,14.163808
2021-10-06,13.780477
2021-10-07,11.406667
2021-10-08,7.227619
2021-10-09,6.7123814
2021-10-10,6.8109517
2021-10-11,5.6033335
2021-10-12,7.6671424
2021-10-13,6.100952
2021-10-14,5.9199996
2021-10-15,10.358095
2021-10-16,8.896667
2021-10-17,8.200477
2021-10-18,7.269524
2021-10-19,6.9261894
2021-10-20,13.206667
2021-10-21,13.27619
2021-10-22,8.497143
2021-10-23,6.331428
2021-10-24,4.6814284
2021-10-25,6.253333
2021-10-26,6.485238
2021-10-27,9.585714
2021-10-28,11.234285
2021-10-29,9.805239
2021-10-30,10.056666
2021-10-31,11.398095
2021-11-01,8.784286
2021-11-02,6.0009522
2021-11-03,7.606666
2021-11-04,7.2028575
2021-11-05,8.135715
2021-11-06,7.514286
2021-11-07,7.300475
2021-11-08,5.705714
2021-11-09,1.9266669
2021-11-10,5.4990473
2021-11-11,4.597619
2021-11-12,6.0138097
2021-11-13,4.2004766
2021-11-14,4.8785715
2021-11-15,3.808095
2021-11-16,3.64
2021-11-17,3.4090474
2021-11-18,5.3414288
2021-11-19,8.92
2021-11-20,9.349048
2021-11-21,7.222857
2021-11-22,2.4542856
2021-11-23,1.7957143
2021-11-24,3.5666664
2021-11-25,4.139524
2021-11-26,3.3252378
2021-11-27,1.4852381
2021-11-28,0.8814286
2021-11-29,0.95380944
2021-11-30,-0.10714286
2021-12-01,-0.5995238
2021-12-02,3.8166664
2021-12-03,-0.069047615
2021-12-04,-0.07380952
2021-12-05,-0.8985715
2021-12-06,-3.2400005
2021-12-07,-7.065238
2021-12-08,-7.555714
2021-12-09,-5.1871424
2021-12-10,-0.86999995
2021-12-11,-0.2852381
2021-12-12,-2.465238
2021-12-13,-2.243333
2021-12-14,-0.3290476
2021-12-15,2.7766666
2021-12-16,5.510952
2021-12-17,3.1242857
2021-12-18,2.6709523
2021-12-19,2.2423809
2021-12-20,-1.7233332
2021-12-21,-5.3923807
2021-12-22,-5.6680946
2021-12-23,-4.7290473
2021-12-24,-1.9195238
2021-12-25,-4.387619
2021-12-26,-6.659524
2021-12-27,-8.440476
2021-12-28,-7.438571
2021-12-29,-4.8338094
2021-12-30,-0.9390476
2021-12-31,5.0099998
