time,CZ032
2021-01-01,12.965
2021-01-02,13.119999
2021-01-03,13.429999
2021-01-04,14.565
2021-01-05,16.68
2021-01-06,16.845
2021-01-07,15.275
2021-01-08,11.059999
2021-01-09,7.4750004
2021-01-10,8.28
2021-01-11,8.65
2021-01-12,8.594999
2021-01-13,10.82
2021-01-14,10.174999
2021-01-15,12.295
2021-01-16,13.875
2021-01-17,14.4
2021-01-18,15.324999
2021-01-19,15.664999
2021-01-20,13.275
2021-01-21,16.33
2021-01-22,16.345001
2021-01-23,16.685001
2021-01-24,16.925
2021-01-25,15.629999
2021-01-26,15.74
2021-01-27,16.535
2021-01-28,17.02
2021-01-29,18.24
2021-01-30,17.779999
2021-01-31,18.915
2021-02-01,20.704998
2021-02-02,18.605
2021-02-03,14.639999
2021-02-04,11.424999
2021-02-05,8.555
2021-02-06,10.139999
2021-02-07,12.245
2021-02-08,14.07
2021-02-09,15.16
2021-02-10,15.655
2021-02-11,13.795
2021-02-12,14.59
2021-02-13,14.865
2021-02-14,14.76
2021-02-15,15.365
2021-02-16,14.789999
2021-02-17,14.684999
2021-02-18,13.174999
2021-02-19,14.549999
2021-02-20,13.879999
2021-02-21,12.424999
2021-02-22,14.41
2021-02-23,16.235
2021-02-24,14.46
2021-02-25,12.059999
2021-02-26,10.539999
2021-02-27,10.304999
2021-02-28,11.924999
2021-03-01,12.225
2021-03-02,14.889999
2021-03-03,14.645
2021-03-04,13.705
2021-03-05,13.125
2021-03-06,11.485
2021-03-07,12.485
2021-03-08,14.554999
2021-03-09,15.25
2021-03-10,14.139999
2021-03-11,13.92
2021-03-12,16.175
2021-03-13,15.754999
2021-03-14,18.099998
2021-03-15,16.025
2021-03-16,15.955
2021-03-17,14.41
2021-03-18,14.545
2021-03-19,14.804999
2021-03-20,14.599999
2021-03-21,13.684999
2021-03-22,14.285
2021-03-23,13.07
2021-03-24,14.725
2021-03-25,17.595
2021-03-26,15.945
2021-03-27,14.03
2021-03-28,12.545
2021-03-29,13.514999
2021-03-30,14.125
2021-03-31,15.2
2021-04-01,15.879999
2021-04-02,15.714999
2021-04-03,16.06
2021-04-04,16.57
2021-04-05,14.679999
2021-04-06,14.855
2021-04-07,15.68
2021-04-08,14.309999
2021-04-09,15.18
2021-04-10,15.504999
2021-04-11,16.935
2021-04-12,17.255
2021-04-13,16.74
2021-04-14,15.235
2021-04-15,14.61
2021-04-16,16.205
2021-04-17,18.21
2021-04-18,18.535
2021-04-19,16.9
2021-04-20,18.07
2021-04-21,17.555
2021-04-22,17.689999
2021-04-23,17.125
2021-04-24,15.045
2021-04-25,13.91
2021-04-26,17.744999
2021-04-27,17.25
2021-04-28,16.57
2021-04-29,14.865
2021-04-30,13.625
2021-05-01,14.065
2021-05-02,14.475
2021-05-03,13.195
2021-05-04,14.209999
2021-05-05,16.064999
2021-05-06,16.64
2021-05-07,17.165
2021-05-08,16.965
2021-05-09,17.015
2021-05-10,18.305
2021-05-11,17.935
2021-05-12,18.220001
2021-05-13,16.919998
2021-05-14,16.89
2021-05-15,17.395
2021-05-16,18.885
2021-05-17,19.599998
2021-05-18,19.92
2021-05-19,18.83
2021-05-20,20.46
2021-05-21,22.119999
2021-05-22,20.81
2021-05-23,17.779999
2021-05-24,16.265
2021-05-25,16.494999
2021-05-26,16.265
2021-05-27,17.61
2021-05-28,17.255001
2021-05-29,18.015
2021-05-30,19.255
2021-05-31,18.989998
2021-06-01,17.7
2021-06-02,17.255
2021-06-03,16.185
2021-06-04,16.314999
2021-06-05,17.45
2021-06-06,18.494999
2021-06-07,19.59
2021-06-08,20.86
2021-06-09,21.939999
2021-06-10,22.099998
2021-06-11,23.715
2021-06-12,21.77
2021-06-13,20.39
2021-06-14,19.84
2021-06-15,19.369999
2021-06-16,18.525
2021-06-17,18.61
2021-06-18,17.14
2021-06-19,16.945
2021-06-20,18.21
2021-06-21,19.255
2021-06-22,19.404999
2021-06-23,20.15
2021-06-24,19.779999
2021-06-25,19.605
2021-06-26,20.41
2021-06-27,20.47
2021-06-28,18.724998
2021-06-29,18.814999
2021-06-30,18.169998
2021-07-01,18.419998
2021-07-02,20.88
2021-07-03,21.704998
2021-07-04,20.465
2021-07-05,21.15
2021-07-06,22.435
2021-07-07,21.57
2021-07-08,19.615
2021-07-09,18.81
2021-07-10,19.435
2021-07-11,21.630001
2021-07-12,24.585
2021-07-13,24.099998
2021-07-14,22.64
2021-07-15,22.25
2021-07-16,21.544998
2021-07-17,23.74
2021-07-18,26.545
2021-07-19,25.23
2021-07-20,21.66
2021-07-21,20.5
2021-07-22,20.475
2021-07-23,21.945
2021-07-24,23.275
2021-07-25,22.45
2021-07-26,20.83
2021-07-27,20.814999
2021-07-28,21.18
2021-07-29,21.689999
2021-07-30,22.535
2021-07-31,22.64
2021-08-01,21.965
2021-08-02,20.535
2021-08-03,20.875
2021-08-04,21.904999
2021-08-05,21.029999
2021-08-06,22.015
2021-08-07,21.285
2021-08-08,20.52
2021-08-09,19.57
2021-08-10,19.64
2021-08-11,20.595
2021-08-12,21.18
2021-08-13,22.705
2021-08-14,25.805
2021-08-15,26.935
2021-08-16,28.994999
2021-08-17,28.324999
2021-08-18,26.755
2021-08-19,25.314999
2021-08-20,23.314999
2021-08-21,22.654999
2021-08-22,21.265
2021-08-23,20.775
2021-08-24,21.24
2021-08-25,21.75
2021-08-26,21.685
2021-08-27,21.939999
2021-08-28,22.704998
2021-08-29,22.349998
