time,NO060
2021-01-01,2.5483332
2021-01-02,0.9925
2021-01-03,3.300833
2021-01-04,2.1100001
2021-01-05,3.2275
2021-01-06,0.44583336
2021-01-07,2.6225002
2021-01-08,-1.3249999
2021-01-09,-3.7125003
2021-01-10,-4.1124997
2021-01-11,-2.7866666
2021-01-12,-1.1616666
2021-01-13,-1.7316667
2021-01-14,-4.0025
2021-01-15,-4.5641665
2021-01-16,-9.139167
2021-01-17,-9.367499
2021-01-18,-10.015834
2021-01-19,-8.190833
2021-01-20,-2.4824998
2021-01-21,2.2991667
2021-01-22,1.7658333
2021-01-23,2.9733334
2021-01-24,5.4808335
2021-01-25,2.67
2021-01-26,-2.1308331
2021-01-27,-3.4416668
2021-01-28,-3.1975002
2021-01-29,-1.1608332
2021-01-30,2.7283332
2021-01-31,0.585
2021-02-01,1.4858335
2021-02-02,3.0049999
2021-02-03,4.3275
2021-02-04,7.0866666
2021-02-05,4.013333
2021-02-06,5.375833
2021-02-07,6.5025
2021-02-08,6.8708324
2021-02-09,5.3591666
2021-02-10,6.9216666
2021-02-11,1.4666666
2021-02-12,-8.928333
2021-02-13,-10.897499
2021-02-14,-8.845833
2021-02-15,-4.7325
2021-02-16,-4.7666664
2021-02-17,-3.5975
2021-02-18,-0.37583336
2021-02-19,0.19499998
2021-02-20,1.7133335
2021-02-21,0.27166665
2021-02-22,1.15
2021-02-23,3.8683336
2021-02-24,5.0750003
2021-02-25,7.4525
2021-02-26,8.485832
2021-02-27,5.2966666
2021-02-28,3.2733328
2021-03-01,3.4025002
2021-03-02,4.245
2021-03-03,5.4216666
2021-03-04,3.7016666
2021-03-05,3.7958336
2021-03-06,1.1250001
2021-03-07,-1.5158334
2021-03-08,-0.8908333
2021-03-09,-0.6158333
2021-03-10,-0.8824999
2021-03-11,-1.0091667
2021-03-12,2.5725
2021-03-13,4.014167
2021-03-14,4.369167
2021-03-15,4.245
2021-03-16,1.3791666
2021-03-17,0.50499994
2021-03-18,0.37083337
2021-03-19,-0.8508334
2021-03-20,-1.8525001
2021-03-21,-0.6433334
2021-03-22,-0.5791666
2021-03-23,-0.4533333
2021-03-24,-0.585
2021-03-25,0.8041666
2021-03-26,2.8499997
2021-03-27,5.4733334
2021-03-28,5.75
2021-03-29,4.3566666
2021-03-30,6.653333
2021-03-31,8.1725
2021-04-01,10.405833
2021-04-02,10.0325
2021-04-03,6.0191665
2021-04-04,2.7616665
2021-04-05,4.305
2021-04-06,3.2816668
2021-04-07,0.31416667
2021-04-08,-0.66666657
2021-04-09,2.4391668
2021-04-10,4.6258335
2021-04-11,7.5624995
2021-04-12,13.056666
2021-04-13,10.076667
2021-04-14,4.1749997
2021-04-15,2.345
2021-04-16,2.7633333
2021-04-17,3.4458334
2021-04-18,5.883333
2021-04-19,6.611666
2021-04-20,6.986667
2021-04-21,7.781667
2021-04-22,7.2291665
2021-04-23,7.6808333
2021-04-24,5.965833
2021-04-25,7.5883336
2021-04-26,7.2766666
2021-04-27,7.3858337
2021-04-28,8.661666
2021-04-29,11.699166
2021-04-30,14.1225
2021-05-01,15.203332
2021-05-02,16.593332
2021-05-03,11.714166
2021-05-04,8.21
2021-05-05,12.525001
2021-05-06,11.134999
2021-05-07,10.285001
2021-05-08,9.044999
2021-05-09,8.514167
2021-05-10,13.397499
2021-05-11,15.787498
2021-05-12,16.699165
2021-05-13,13.828334
2021-05-14,11.944167
2021-05-15,12.659167
2021-05-16,11.3125
2021-05-17,11.803332
2021-05-18,10.771667
2021-05-19,11.224999
2021-05-20,9.798333
2021-05-21,12.008332
2021-05-22,12.305833
2021-05-23,15.8
2021-05-24,15.170834
2021-05-25,18.045
2021-05-26,15.300832
2021-05-27,15.489998
2021-05-28,13.805833
2021-05-29,12.5025
2021-05-30,11.128334
2021-05-31,9.55
2021-06-01,10.524166
2021-06-02,10.899166
2021-06-03,12.255
2021-06-04,14.6641655
2021-06-05,14.775833
2021-06-06,16.019167
2021-06-07,15.465
2021-06-08,16.470835
2021-06-09,17.359167
2021-06-10,16.300833
2021-06-11,15.650001
2021-06-12,16.405
2021-06-13,14.738332
2021-06-14,12.381665
2021-06-15,14.53
2021-06-16,18.026667
2021-06-17,17.484999
2021-06-18,20.026665
2021-06-19,18.195
2021-06-20,19.154999
2021-06-21,20.293333
2021-06-22,22.107498
2021-06-23,23.4325
2021-06-24,23.449999
2021-06-25,23.588333
2021-06-26,20.329168
2021-06-27,19.759165
2021-06-28,20.219166
2021-06-29,21.776665
2021-06-30,23.32583
2021-07-01,20.671667
2021-07-02,17.736666
2021-07-03,15.443333
2021-07-04,17.190832
2021-07-05,18.433332
2021-07-06,20.855001
2021-07-07,22.256668
2021-07-08,22.601664
2021-07-09,23.005
2021-07-10,21.89
2021-07-11,21.31
2021-07-12,21.754168
2021-07-13,22.744165
2021-07-14,23.709166
2021-07-15,23.580833
2021-07-16,21.934166
2021-07-17,22.339167
2021-07-18,22.553331
2021-07-19,20.769167
2021-07-20,18.709167
2021-07-21,17.030832
2021-07-22,17.446669
2021-07-23,17.414167
2021-07-24,18.549166
2021-07-25,19.1775
2021-07-26,22.4775
2021-07-27,24.738333
2021-07-28,23.978333
2021-07-29,22.695831
2021-07-30,22.606668
2021-07-31,22.828333
2021-08-01,22.869165
2021-08-02,21.940834
2021-08-03,19.480833
2021-08-04,19.824165
2021-08-05,20.914999
2021-08-06,17.904167
2021-08-07,18.449999
2021-08-08,20.3775
2021-08-09,22.211664
2021-08-10,21.676666
2021-08-11,20.999165
2021-08-12,20.104166
2021-08-13,19.329168
2021-08-14,20.014166
2021-08-15,22.379166
2021-08-16,22.953333
2021-08-17,22.684998
2021-08-18,16.974165
2021-08-19,15.079999
2021-08-20,16.93
2021-08-21,17.983335
2021-08-22,18.734165
2021-08-23,20.056665
2021-08-24,18.474165
2021-08-25,15.511668
2021-08-26,15.188334
2021-08-27,13.084998
2021-08-28,13.4025
2021-08-29,13.2458315
2021-08-30,14.4925
2021-08-31,12.8
2021-09-01,13.2075
2021-09-02,13.604167
2021-09-03,13.0675
2021-09-04,13.806666
2021-09-05,14.623332
2021-09-06,13.694167
2021-09-07,13.248334
2021-09-08,14.2525
2021-09-09,14.3425
2021-09-10,14.412499
2021-09-11,15.857501
2021-09-12,16.156668
2021-09-13,16.5175
2021-09-14,17.2775
2021-09-15,17.313332
2021-09-16,18.121666
2021-09-17,18.973333
2021-09-18,15.131665
2021-09-19,13.397499
2021-09-20,10.215
2021-09-21,8.551666
2021-09-22,7.3274994
2021-09-23,8.139167
2021-09-24,10.230834
2021-09-25,13.05
2021-09-26,15.180835
2021-09-27,14.720833
2021-09-28,13.986667
2021-09-29,11.7375
2021-09-30,11.514999
2021-10-01,12.099999
2021-10-02,9.871667
2021-10-03,9.960834
2021-10-04,11.3525
2021-10-05,10.645833
2021-10-06,9.723334
2021-10-07,9.9025
2021-10-08,7.2858334
2021-10-09,4.7316666
2021-10-10,7.9275002
2021-10-11,7.8525004
2021-10-12,7.195833
2021-10-13,5.4266663
2021-10-14,4.6375
2021-10-15,4.7608333
2021-10-16,7.4799995
2021-10-17,8.193334
2021-10-18,7.0775
2021-10-19,7.18
2021-10-20,7.5774994
2021-10-21,8.943333
2021-10-22,11.974999
2021-10-23,9.4158325
2021-10-24,4.5174994
2021-10-25,3.9716666
2021-10-26,5.6308327
2021-10-27,4.850833
2021-10-28,5.840833
2021-10-29,7.3824997
2021-10-30,8.803333
2021-10-31,6.895
2021-11-01,4.835
2021-11-02,3.924167
2021-11-03,7.2124996
2021-11-04,13.679168
2021-11-05,12.514167
2021-11-06,8.939166
2021-11-07,10.094166
2021-11-08,6.8425
2021-11-09,3.8525002
2021-11-10,2.735
2021-11-11,2.7341669
