time,NO060
2021-11-12,2.2858334
2021-11-13,3.265
2021-11-14,3.5041666
2021-11-15,2.8758335
2021-11-16,3.8783329
2021-11-17,1.9524999
2021-11-18,-0.56666666
2021-11-19,2.730833
2021-11-20,6.74
2021-11-21,3.9041665
2021-11-22,1.7158333
2021-11-23,2.2616665
2021-11-24,-0.18833335
2021-11-25,-0.69666666
2021-11-26,0.9533333
2021-11-27,4.773333
2021-11-28,6.2499995
2021-11-29,4.9541664
2021-11-30,-0.8633334
2021-12-01,1.3275
2021-12-02,4.1975
2021-12-03,2.8633335
2021-12-04,-1.4741668
2021-12-05,-0.865
2021-12-06,1.4858333
2021-12-07,-0.049999993
2021-12-08,-0.6316667
2021-12-09,-0.6133333
2021-12-10,2.1000001
2021-12-11,-0.22416665
2021-12-12,3.0649998
2021-12-13,1.2883333
2021-12-14,-0.008333336
2021-12-15,-0.43999997
2021-12-16,-0.09833335
2021-12-17,0.98
2021-12-18,0.26416662
2021-12-19,2.2250001
2021-12-20,-0.11499993
2021-12-21,-4.473333
2021-12-22,-6.436667
2021-12-23,-7.028333
2021-12-24,-0.14499998
2021-12-25,3.2866666
2021-12-26,3.9683332
2021-12-27,1.5816668
2021-12-28,0.8691667
2021-12-29,1.1341666
2021-12-30,2.9758332
2021-12-31,4.0825
