time,DE27A
2021-01-01,3.9353845
2021-01-02,5.4723077
2021-01-03,4.422308
2021-01-04,5.1469226
2021-01-05,5.803077
2021-01-06,4.0915384
2021-01-07,3.7530768
2021-01-08,0.51
2021-01-09,-1.7630768
2021-01-10,-1.6123078
2021-01-11,-0.25538462
2021-01-12,-0.99461544
2021-01-13,0.20615385
2021-01-14,-1.6223075
2021-01-15,-2.1015384
2021-01-16,-5.8099995
2021-01-17,-6.115384
2021-01-18,-7.6630774
2021-01-19,-5.0684614
2021-01-20,0.5930769
2021-01-21,2.959231
2021-01-22,4.633076
2021-01-23,7.683846
2021-01-24,5.833077
2021-01-25,1.9215385
2021-01-26,0.33923075
2021-01-27,-0.97384614
2021-01-28,-1.7976922
2021-01-29,0.89769226
2021-01-30,4.542308
2021-01-31,0.22153845
2021-02-01,-1.2492307
2021-02-02,0.97846156
2021-02-03,4.8476925
2021-02-04,10.182307
2021-02-05,5.220769
2021-02-06,4.326923
2021-02-07,2.8569233
2021-02-08,4.9507694
2021-02-09,2.763077
2021-02-10,3.0823073
2021-02-11,-0.9176923
2021-02-12,-7.363846
2021-02-13,-7.517692
2021-02-14,-3.7569227
2021-02-15,-2.6353846
2021-02-16,-2.7876925
2021-02-17,0.8123077
2021-02-18,1.623846
2021-02-19,1.2384616
2021-02-20,3.2384615
2021-02-21,3.3023074
2021-02-22,4.911538
2021-02-23,6.060769
2021-02-24,7.143077
2021-02-25,8.78
2021-02-26,9.480769
2021-02-27,7.4646153
2021-02-28,4.6984615
2021-03-01,4.340769
2021-03-02,4.8030767
2021-03-03,6.743077
2021-03-04,7.300769
2021-03-05,6.5500007
2021-03-06,2.3653846
2021-03-07,1.1176922
2021-03-08,1.9084613
2021-03-09,1.4884616
2021-03-10,1.0230769
2021-03-11,0.27692306
2021-03-12,7.2030773
2021-03-13,8.073846
2021-03-14,9.423845
2021-03-15,5.5961533
2021-03-16,5.946154
2021-03-17,5.281538
2021-03-18,4.428461
2021-03-19,2.2038462
2021-03-20,1.0661538
2021-03-21,0.86692303
2021-03-22,2.1907692
2021-03-23,3.49
2021-03-24,5.354615
2021-03-25,4.126154
2021-03-26,6.838462
2021-03-27,9.141539
2021-03-28,9.346153
2021-03-29,7.4292307
2021-03-30,12.066153
2021-03-31,13.86923
2021-04-01,14.610769
2021-04-02,12.341538
2021-04-03,8.28
2021-04-04,5.696923
2021-04-05,5.9015384
2021-04-06,4.5430765
2021-04-07,2.8146157
2021-04-08,2.6784613
2021-04-09,4.6884613
2021-04-10,9.275384
2021-04-11,11.139231
2021-04-12,15.808462
2021-04-13,10.256923
2021-04-14,4.953077
2021-04-15,4.6438456
2021-04-16,4.9315386
2021-04-17,6.3615384
2021-04-18,7.6646147
2021-04-19,8.867692
2021-04-20,10.761538
2021-04-21,10.713847
2021-04-22,12.765386
2021-04-23,8.949231
2021-04-24,8.583846
2021-04-25,9.952307
2021-04-26,7.610769
2021-04-27,8.526922
2021-04-28,9.623846
2021-04-29,15.1523075
2021-04-30,17.08
2021-05-01,16.56077
2021-05-02,19.866154
2021-05-03,11.494615
2021-05-04,10.617692
2021-05-05,14.688461
2021-05-06,12.031538
2021-05-07,11.287691
2021-05-08,10.466154
2021-05-09,11.142308
2021-05-10,15.431539
2021-05-11,18.726152
2021-05-12,19.203077
2021-05-13,15.513845
2021-05-14,14.298461
2021-05-15,15.376154
2021-05-16,14.785384
