time,DEG09
2021-08-10,15.77828
2021-08-11,15.410936
2021-08-12,15.6775
2021-08-13,15.867344
2021-08-14,14.152031
2021-08-15,13.219999
2021-08-16,12.721406
2021-08-17,12.487499
2021-08-18,12.715467
2021-08-19,12.489219
2021-08-20,12.4775
2021-08-21,11.615782
2021-08-22,10.78578
2021-08-23,9.108593
2021-08-24,7.772969
2021-08-25,9.312813
2021-08-26,9.126561
2021-08-27,11.009219
2021-08-28,10.476094
2021-08-29,11.426093
2021-08-30,11.567969
2021-08-31,11.347969
2021-09-01,10.468123
2021-09-02,9.280156
2021-09-03,7.9610934
2021-09-04,6.2320313
2021-09-05,8.157344
2021-09-06,8.907656
2021-09-07,11.096562
2021-09-08,15.195781
2021-09-09,10.521718
2021-09-10,7.5348434
2021-09-11,10.550938
2021-09-12,11.113125
2021-09-13,7.367344
2021-09-14,6.407344
2021-09-15,4.6010933
2021-09-16,5.7010937
2021-09-17,5.27578
2021-09-18,5.6771874
2021-09-19,6.21375
2021-09-20,5.0360937
2021-09-21,5.192656
2021-09-22,8.407343
2021-09-23,8.195001
2021-09-24,6.008906
2021-09-25,6.4976563
2021-09-26,6.9893746
2021-09-27,8.454375
2021-09-28,8.838124
2021-09-29,8.484999
2021-09-30,7.9540625
2021-10-01,8.904218
2021-10-02,9.789375
2021-10-03,9.581875
2021-10-04,10.438281
2021-10-05,9.43375
2021-10-06,8.4296875
2021-10-07,8.027031
2021-10-08,6.253438
2021-10-09,8.9418745
2021-10-10,9.543906
2021-10-11,6.0290627
2021-10-12,3.682031
2021-10-13,0.7729687
2021-10-14,3.9604688
2021-10-15,3.5781248
2021-10-16,2.1214066
2021-10-17,2.1264062
2021-10-18,0.67218745
2021-10-19,-1.809375
2021-10-20,4.279844
2021-10-21,1.830625
2021-10-22,-0.4409375
2021-10-23,-2.8029685
2021-10-24,-0.19953123
2021-10-25,0.8570312
2021-10-26,1.8290623
2021-10-27,1.0990626
2021-10-28,1.8248438
2021-10-29,5.944532
2021-10-30,5.2712502
2021-10-31,3.9115624
2021-11-01,5.048281
2021-11-02,6.6929684
2021-11-03,5.6406245
2021-11-04,3.8849995
2021-11-05,1.0890626
2021-11-06,0.6120312
2021-11-07,-2.5654688
2021-11-08,-5.066562
2021-11-09,-1.3871875
2021-11-10,-2.1982813
2021-11-11,-0.60625005
2021-11-12,0.07093749
2021-11-13,-5.625781
2021-11-14,-7.5526557
2021-11-15,-1.8859375
2021-11-16,-2.4479687
2021-11-17,2.3804688
2021-11-18,-1.7029688
2021-11-19,-1.5671874
2021-11-20,-0.25140622
2021-11-21,-5.028906
2021-11-22,-7.343593
2021-11-23,-3.1120312
2021-11-24,-1.4239061
2021-11-25,-4.4671884
2021-11-26,-14.983437
2021-11-27,-11.65875
2021-11-28,-10.951718
2021-11-29,-13.280625
2021-11-30,-15.186405
2021-12-01,-17.212967
2021-12-02,-15.909532
2021-12-03,-11.729375
2021-12-04,-9.967968
2021-12-05,-16.912188
2021-12-06,-16.22953
2021-12-07,-13.367032
2021-12-08,-11.338122
2021-12-09,-3.8876565
2021-12-10,-1.8818749
2021-12-11,-1.665
2021-12-12,-1.640625
2021-12-13,-5.4679685
2021-12-14,-8.190937
2021-12-15,-6.5598435
2021-12-16,0.6895312
2021-12-17,1.6742188
2021-12-18,3.298906
2021-12-19,0.62265617
2021-12-20,-8.087969
2021-12-21,-17.758436
2021-12-22,-16.265625
2021-12-23,-8.558125
2021-12-24,-10.876875
2021-12-25,-8.148595
2021-12-26,-14.593906
2021-12-27,-15.478593
2021-12-28,-10.671249
2021-12-29,-9.055469
2021-12-30,-9.222499
2021-12-31,-9.777344
