time,DEG09
2021-01-01,-1.4156251
2021-01-02,-4.855781
2021-01-03,-9.339375
2021-01-04,-13.554843
2021-01-05,-17.135157
2021-01-06,-16.066093
2021-01-07,-9.677031
2021-01-08,-7.221563
2021-01-09,-5.3154693
2021-01-10,-6.8520308
2021-01-11,-9.576562
2021-01-12,-4.086719
2021-01-13,-10.225312
2021-01-14,-16.692188
2021-01-15,-15.343437
2021-01-16,-15.267811
2021-01-17,-17.717342
2021-01-18,-22.467344
2021-01-19,-20.088753
2021-01-20,-8.808594
2021-01-21,-4.011875
2021-01-22,-1.0223438
2021-01-23,-3.8517187
2021-01-24,-7.6020308
2021-01-25,-6.9545307
2021-01-26,-14.198593
2021-01-27,-14.597655
2021-01-28,-12.540313
2021-01-29,-19.139532
2021-01-30,-18.664688
2021-01-31,-16.444376
2021-02-01,-18.011406
2021-02-02,-18.425625
2021-02-03,-14.991563
2021-02-04,-12.006875
2021-02-05,-10.368126
2021-02-06,-10.968594
2021-02-07,-10.399844
2021-02-08,-9.425468
2021-02-09,-14.985155
2021-02-10,-14.907031
2021-02-11,-15.904375
2021-02-12,-6.0760937
2021-02-13,-4.1946874
2021-02-14,-6.1253123
2021-02-15,-14.041249
2021-02-16,-12.727969
2021-02-17,-11.7917185
2021-02-18,-7.6879683
2021-02-19,-4.659687
2021-02-20,-1.3923435
2021-02-21,-4.9929686
2021-02-22,-8.260625
2021-02-23,-1.5234375
2021-02-24,1.1395313
2021-02-25,0.18140624
2021-02-26,2.0751562
2021-02-27,0.22999996
2021-02-28,4.9420314
2021-03-01,3.5259373
2021-03-02,2.0184376
2021-03-03,0.8282812
2021-03-04,-3.1831248
2021-03-05,-5.171094
2021-03-06,-1.2240624
2021-03-07,-3.8979683
2021-03-08,-6.7843747
2021-03-09,-6.685313
2021-03-10,-12.5125
2021-03-11,-3.703281
2021-03-12,-1.5432811
2021-03-13,-1.4271874
2021-03-14,-1.318125
2021-03-15,-0.54609376
2021-03-16,-2.3495314
2021-03-17,-3.3828125
2021-03-18,-3.7368746
2021-03-19,-7.8671875
2021-03-20,3.46375
2021-03-21,0.03640625
2021-03-22,1.3923438
2021-03-23,4.8346877
2021-03-24,3.106406
2021-03-25,1.4165626
2021-03-26,0.6317188
2021-03-27,3.4643753
2021-03-28,0.98218745
2021-03-29,2.6514063
2021-03-30,4.081719
2021-03-31,3.2153122
2021-04-01,1.836406
2021-04-02,1.8806249
2021-04-03,1.5454686
2021-04-04,4.0810933
2021-04-05,0.19703124
2021-04-06,0.60531247
2021-04-07,0.9904688
2021-04-08,-1.4575
2021-04-09,-0.3395312
2021-04-10,-0.816875
2021-04-11,0.6839062
2021-04-12,-0.76093745
2021-04-13,-0.16093752
2021-04-14,0.82125
2021-04-15,2.4984372
2021-04-16,4.295781
2021-04-17,4.9823437
2021-04-18,5.305937
2021-04-19,5.680313
2021-04-20,5.974688
2021-04-21,2.9657812
2021-04-22,2.35875
2021-04-23,1.9000002
2021-04-24,1.5600001
2021-04-25,1.6440625
2021-04-26,1.9657812
2021-04-27,1.82625
2021-04-28,1.3035938
2021-04-29,1.7453125
2021-04-30,2.3154688
2021-05-01,1.6648438
2021-05-02,1.9028124
2021-05-03,2.551875
2021-05-04,3.3795311
2021-05-05,2.700156
2021-05-06,0.9975
2021-05-07,2.1365626
2021-05-08,3.4746876
2021-05-09,3.5490625
2021-05-10,6.2053123
2021-05-11,10.088283
2021-05-12,11.7225
2021-05-13,13.198751
2021-05-14,9.497657
2021-05-15,7.196406
2021-05-16,7.147969
2021-05-17,6.3259373
2021-05-18,8.949061
2021-05-19,9.639844
2021-05-20,11.068749
2021-05-21,9.277812
2021-05-22,5.425937
2021-05-23,4.2103133
2021-05-24,7.23625
2021-05-25,8.090938
2021-05-26,9.927031
2021-05-27,9.215937
2021-05-28,10.3393755
2021-05-29,11.199531
2021-05-30,14.891094
2021-05-31,14.195468
2021-06-01,13.387186
2021-06-02,14.742656
2021-06-03,15.792344
2021-06-04,16.13828
2021-06-05,16.822813
2021-06-06,17.190466
2021-06-07,16.225626
2021-06-08,16.423906
2021-06-09,16.684998
2021-06-10,16.98172
2021-06-11,17.83703
2021-06-12,13.884531
2021-06-13,11.549532
2021-06-14,12.008593
2021-06-15,11.339844
2021-06-16,7.9753118
2021-06-17,15.008126
2021-06-18,15.039687
2021-06-19,10.010781
2021-06-20,11.3475
2021-06-21,13.65078
2021-06-22,13.029531
2021-06-23,14.883436
2021-06-24,16.446873
2021-06-25,15.882812
2021-06-26,16.100313
2021-06-27,15.117969
2021-06-28,15.436563
2021-06-29,14.242501
2021-06-30,13.830937
2021-07-01,16.028124
2021-07-02,19.519375
2021-07-03,20.938126
2021-07-04,20.238594
2021-07-05,19.569218
2021-07-06,18.53156
2021-07-07,18.585625
2021-07-08,19.339842
2021-07-09,19.088438
2021-07-10,17.426249
2021-07-11,19.571404
2021-07-12,18.511717
2021-07-13,20.036093
2021-07-14,19.70547
2021-07-15,19.104376
2021-07-16,14.959999
2021-07-17,16.497656
2021-07-18,13.725155
2021-07-19,12.689063
2021-07-20,13.194062
2021-07-21,12.820625
2021-07-22,14.146875
2021-07-23,14.811406
2021-07-24,16.471407
2021-07-25,18.849533
2021-07-26,20.336094
2021-07-27,19.214218
2021-07-28,20.361406
2021-07-29,18.891405
2021-07-30,15.27047
2021-07-31,14.909843
2021-08-01,13.647031
2021-08-02,11.661094
2021-08-03,12.347343
2021-08-04,12.154531
2021-08-05,13.680311
2021-08-06,15.434531
2021-08-07,14.802031
2021-08-08,14.804687
2021-08-09,15.592188
