time,DE91A
2021-01-01,5.16
2021-01-02,5.6375
2021-01-03,9.535
2021-01-04,6.6925
2021-01-05,8.262499
2021-01-06,6.6625
2021-01-07,5.5525
2021-01-08,2.5149999
2021-01-09,-0.215
2021-01-10,-0.3625
2021-01-11,-0.8524999
2021-01-12,-0.89
2021-01-13,-0.52000004
2021-01-14,-3.3474998
2021-01-15,-0.2875
2021-01-16,-3.485
2021-01-17,-4.9224997
2021-01-18,-5.91
2021-01-19,-0.67249995
2021-01-20,0.92
2021-01-21,6.0224996
2021-01-22,7.6775002
2021-01-23,10.6075
2021-01-24,8.695
2021-01-25,3.8325
2021-01-26,0.4825
2021-01-27,-0.12249997
2021-01-28,1.6399999
2021-01-29,6.7249994
2021-01-30,8.905
2021-01-31,6.5899997
2021-02-01,1.4225
2021-02-02,3.4674997
2021-02-03,8.067499
2021-02-04,10.1425
2021-02-05,9.672501
2021-02-06,9.315001
2021-02-07,10.5025
2021-02-08,10.952499
2021-02-09,8.425
2021-02-10,10.384999
2021-02-11,6.7725
2021-02-12,-4.2625
2021-02-13,-7.5399995
2021-02-14,-5.4275
2021-02-15,-1.1375
2021-02-16,-1.5749999
2021-02-17,2.9675
2021-02-18,7.455
2021-02-19,4.25
2021-02-20,5.2475
2021-02-21,6.1825
2021-02-22,8.73
2021-02-23,9.549999
2021-02-24,8.247499
2021-02-25,9.8925
2021-02-26,11.065001
2021-02-27,7.8999996
2021-02-28,5.79
2021-03-01,4.1124997
2021-03-02,4.95
2021-03-03,7.105
2021-03-04,9.147499
2021-03-05,8.3175
2021-03-06,2.8324997
2021-03-07,1.495
2021-03-08,3.265
2021-03-09,1.9475
2021-03-10,1.6999999
2021-03-11,1.49
2021-03-12,5.5049996
2021-03-13,8.8324995
2021-03-14,10.17
2021-03-15,2.8324997
2021-03-16,4.6775
2021-03-17,4.16
2021-03-18,2.745
2021-03-19,2.2225
2021-03-20,1.63
2021-03-21,1.8725
2021-03-22,1.6300001
2021-03-23,2.5774999
2021-03-24,4.9975
2021-03-25,3.6475
2021-03-26,6.0074997
2021-03-27,8.62
2021-03-28,11.152499
2021-03-29,8.9
2021-03-30,10.48
2021-03-31,10.4325
2021-04-01,12.49
2021-04-02,13.24
2021-04-03,8.3225
2021-04-04,4.6724997
2021-04-05,8.115
2021-04-06,6.785
2021-04-07,2.65
2021-04-08,3.6675
2021-04-09,5.79
2021-04-10,9.235
2021-04-11,11.5425
2021-04-12,16.6175
2021-04-13,9.940001
2021-04-14,4.2625
2021-04-15,5.4224997
2021-04-16,4.355
2021-04-17,3.3925
2021-04-18,5.5725
2021-04-19,7.1075
2021-04-20,9.4325
2021-04-21,10.9574995
2021-04-22,11.422501
2021-04-23,12.6175
2021-04-24,9.002501
2021-04-25,10.4675
2021-04-26,10.407499
2021-04-27,10.5525
2021-04-28,12.87
2021-04-29,15.102499
2021-04-30,18.68
2021-05-01,19.859999
2021-05-02,21.902498
2021-05-03,13.7325
2021-05-04,12.6325
2021-05-05,17.287498
2021-05-06,13.5975
2021-05-07,16.9325
2021-05-08,12.329999
2021-05-09,11.825
2021-05-10,18.6175
2021-05-11,19.605
2021-05-12,18.654999
2021-05-13,14.9
2021-05-14,15.375
2021-05-15,14.9475
2021-05-16,15.7525
2021-05-17,15.195
2021-05-18,14.327499
2021-05-19,14.884999
2021-05-20,12.32
2021-05-21,14.635
2021-05-22,17.849998
2021-05-23,19.015
2021-05-24,17.3675
2021-05-25,23.5
2021-05-26,16.5725
2021-05-27,17.2025
2021-05-28,16.234999
2021-05-29,16.535
2021-05-30,14.2125
2021-05-31,12.627499
2021-06-01,13.145
2021-06-02,14.094999
2021-06-03,14.815
2021-06-04,16.877499
2021-06-05,17.5725
2021-06-06,18.539999
2021-06-07,19.3475
2021-06-08,19.63
2021-06-09,19.98
2021-06-10,20.11
2021-06-11,18.752499
2021-06-12,19.535
2021-06-13,19.2725
2021-06-14,15.602499
2021-06-15,15.525
2021-06-16,21.449997
2021-06-17,21.415
2021-06-18,21.1625
2021-06-19,23.005
2021-06-20,23.3925
2021-06-21,23.88
2021-06-22,27.4825
2021-06-23,27.905
2021-06-24,28.64
2021-06-25,27.529999
2021-06-26,23.337502
2021-06-27,23.8425
2021-06-28,23.7675
2021-06-29,26.52
2021-06-30,29.08
2021-07-01,24.932499
2021-07-02,20.6425
2021-07-03,20.92
2021-07-04,21.76
2021-07-05,23.1925
