time,EL633
2021-01-01,6.131
2021-01-02,4.303
2021-01-03,6.219
2021-01-04,9.187999
2021-01-05,8.365999
2021-01-06,5.779
2021-01-07,7.4040003
2021-01-08,3.5939999
2021-01-09,1.254
2021-01-10,0.72299993
2021-01-11,0.9139999
2021-01-12,0.38099998
2021-01-13,0.14400001
2021-01-14,-2.323
2021-01-15,-2.948
2021-01-16,-3.8930001
2021-01-17,-6.759
2021-01-18,-7.3900003
2021-01-19,-7.354
2021-01-20,-2.5219998
2021-01-21,1.787
2021-01-22,1.598
2021-01-23,4.82
2021-01-24,7.488
2021-01-25,4.5280004
2021-01-26,1.7439998
2021-01-27,0.144
2021-01-28,-0.866
2021-01-29,-0.56299996
2021-01-30,5.02
2021-01-31,4.2499995
2021-02-01,2.477
2021-02-02,3.1349998
2021-02-03,4.384
2021-02-04,8.37
2021-02-05,7.821
2021-02-06,5.3859997
2021-02-07,3.158
2021-02-08,5.403
2021-02-09,9.149
2021-02-10,10.995001
2021-02-11,8.319
2021-02-12,-0.551
2021-02-13,-5.1940002
2021-02-14,-2.5279999
2021-02-15,-1.2039999
2021-02-16,-2.047
2021-02-17,-2.579
2021-02-18,4.099
2021-02-19,0.65500003
2021-02-20,0.010999983
2021-02-21,3.087
2021-02-22,2.62
2021-02-23,4.0140004
2021-02-24,4.528
2021-02-25,7.273
2021-02-26,9.731999
2021-02-27,9.676001
2021-02-28,6.6509995
2021-03-01,3.6279998
2021-03-02,5.845
2021-03-03,6.5979996
2021-03-04,7.4079995
2021-03-05,9.042
2021-03-06,6.822
2021-03-07,2.4929998
2021-03-08,3.307
2021-03-09,3.209
2021-03-10,2.659
2021-03-11,0.233
2021-03-12,2.756
2021-03-13,5.539
2021-03-14,8.471
2021-03-15,8.499999
2021-03-16,6.561
2021-03-17,5.547
2021-03-18,5.485
2021-03-19,4.653
2021-03-20,2.8630002
2021-03-21,4.707
2021-03-22,3.5399997
2021-03-23,3.468
2021-03-24,2.814
2021-03-25,2.5289998
2021-03-26,5.301
2021-03-27,7.3659997
2021-03-28,9.949999
2021-03-29,8.671
2021-03-30,7.644
2021-03-31,8.202
2021-04-01,10.594999
2021-04-02,13.116
2021-04-03,10.483999
2021-04-04,7.378999
2021-04-05,7.217
2021-04-06,8.606
2021-04-07,6.873
2021-04-08,5.602
2021-04-09,5.0889997
2021-04-10,7.4230003
2021-04-11,8.647
2021-04-12,11.45
2021-04-13,13.067999
2021-04-14,9.871
2021-04-15,7.9300003
2021-04-16,6.8900003
2021-04-17,6.5819993
2021-04-18,8.715
2021-04-19,9.073
2021-04-20,11.108
2021-04-21,10.868001
2021-04-22,11.719999
2021-04-23,14.409001
2021-04-24,10.691999
2021-04-25,11.377
2021-04-26,12.477
2021-04-27,12.524
2021-04-28,10.211
2021-04-29,11.726
2021-04-30,16.366001
2021-05-01,19.463
2021-05-02,22.055
2021-05-03,19.083
2021-05-04,13.922
2021-05-05,16.839
2021-05-06,16.488
2021-05-07,17.64
2021-05-08,16.269999
2021-05-09,12.014
2021-05-10,13.759
2021-05-11,14.673999
2021-05-12,16.073
2021-05-13,16.192
2021-05-14,15.532
2021-05-15,16.93
2021-05-16,17.028997
2021-05-17,15.837999
2021-05-18,16.370998
2021-05-19,16.911
2021-05-20,15.792997
2021-05-21,15.7369995
2021-05-22,16.885
2021-05-23,19.777
2021-05-24,20.370998
2021-05-25,19.97
2021-05-26,20.222
2021-05-27,19.632
2021-05-28,17.841
2021-05-29,18.448997
2021-05-30,17.210999
2021-05-31,14.12
2021-06-01,12.958
