time,DEE06
2021-01-01,0.43727285
2021-01-02,-1.6659092
2021-01-03,-1.4499999
2021-01-04,-2.8118181
2021-01-05,-3.9195452
2021-01-06,-4.270909
2021-01-07,-3.654091
2021-01-08,-2.9795454
2021-01-09,-1.4622726
2021-01-10,-1.2972728
2021-01-11,-2.9886363
2021-01-12,-2.299091
2021-01-13,0.9213636
2021-01-14,1.0481818
2021-01-15,1.2990909
2021-01-16,1.7840911
2021-01-17,3.6277273
2021-01-18,2.6459088
2021-01-19,2.175
2021-01-20,2.3381815
2021-01-21,4.2286363
2021-01-22,4.2768183
2021-01-23,2.6240907
2021-01-24,4.281364
2021-01-25,3.6231818
2021-01-26,3.473636
2021-01-27,7.0636363
2021-01-28,9.371818
2021-01-29,9.974545
2021-01-30,6.286363
2021-01-31,6.549091
2021-02-01,8.143637
2021-02-02,9.169544
2021-02-03,8.754999
2021-02-04,9.214545
2021-02-05,9.930454
2021-02-06,8.458182
2021-02-07,4.128182
2021-02-08,3.5290906
2021-02-09,3.557273
2021-02-10,3.814545
2021-02-11,5.7168183
2021-02-12,5.812272
2021-02-13,5.459091
2021-02-14,4.2313633
2021-02-15,5.960455
2021-02-16,8.220455
2021-02-17,7.9745455
2021-02-18,8.086363
2021-02-19,7.5863643
2021-02-20,7.977728
2021-02-21,8.242727
2021-02-22,7.4477277
2021-02-23,7.958182
2021-02-24,8.329091
2021-02-25,8.276363
2021-02-26,7.3731813
2021-02-27,6.7745457
2021-02-28,5.349545
2021-03-01,6.182727
2021-03-02,6.8199997
2021-03-03,7.6531816
2021-03-04,7.532273
2021-03-05,6.7859087
2021-03-06,5.9718175
2021-03-07,6.1249995
2021-03-08,5.712273
2021-03-09,4.315909
2021-03-10,4.93
2021-03-11,8.657727
2021-03-12,6.975455
2021-03-13,5.745455
2021-03-14,6.097727
2021-03-15,6.0581813
2021-03-16,7.4995456
2021-03-17,7.7250004
2021-03-18,5.006818
2021-03-19,2.2186358
2021-03-20,2.1395454
2021-03-21,4.2704544
2021-03-22,6.0759096
2021-03-23,7.0772724
2021-03-24,9.195455
2021-03-25,9.23
2021-03-26,10.29591
2021-03-27,8.84409
2021-03-28,10.135909
2021-03-29,11.225455
2021-03-30,12.022726
2021-03-31,11.606364
2021-04-01,12.204545
2021-04-02,12.549546
2021-04-03,11.871365
2021-04-04,9.053182
2021-04-05,9.812272
2021-04-06,8.479092
2021-04-07,5.1063633
2021-04-08,7.18409
2021-04-09,6.164545
2021-04-10,7.610909
2021-04-11,7.1990905
2021-04-12,5.743637
2021-04-13,7.6413646
2021-04-14,8.819545
2021-04-15,7.7813625
2021-04-16,4.2954545
2021-04-17,4.1431813
2021-04-18,5.916818
2021-04-19,8.578182
2021-04-20,8.271363
2021-04-21,8.055908
2021-04-22,8.341363
2021-04-23,10.307728
2021-04-24,11.197272
2021-04-25,11.366817
2021-04-26,8.553183
2021-04-27,9.204545
2021-04-28,10.28909
2021-04-29,10.692273
2021-04-30,10.078181
2021-05-01,7.5449986
2021-05-02,6.9654546
2021-05-03,9.0995455
2021-05-04,11.226363
2021-05-05,12.857273
2021-05-06,14.063183
2021-05-07,15.595455
2021-05-08,16.365456
2021-05-09,13.832727
2021-05-10,12.015909
2021-05-11,9.087273
2021-05-12,10.188636
2021-05-13,10.087273
2021-05-14,10.983182
2021-05-15,14.211817
2021-05-16,16.678183
2021-05-17,12.737726
2021-05-18,14.049999
2021-05-19,12.494546
2021-05-20,13.774093
2021-05-21,15.427273
2021-05-22,13.407727
2021-05-23,9.709999
2021-05-24,12.511819
2021-05-25,11.967273
2021-05-26,13.594091
2021-05-27,15.904092
2021-05-28,17.739546
2021-05-29,17.78409
2021-05-30,17.037271
2021-05-31,17.115908
2021-06-01,15.775909
2021-06-02,16.127272
2021-06-03,17.521362
2021-06-04,16.788637
