time,FI1D2
2021-01-01,3.4741666
2021-01-02,1.9408332
2021-01-03,2.4025
2021-01-04,2.1608334
2021-01-05,3.9116666
2021-01-06,1.1316667
2021-01-07,2.6191666
2021-01-08,-1.3
2021-01-09,-2.8908331
2021-01-10,-4.1699996
2021-01-11,-2.75
2021-01-12,-1.2508333
2021-01-13,-1.6808333
2021-01-14,-4.1966667
2021-01-15,-4.1983333
2021-01-16,-8.9625
2021-01-17,-9.099166
2021-01-18,-8.899166
2021-01-19,-9.406666
2021-01-20,-2.84
2021-01-21,1.6316667
2021-01-22,2.4658334
2021-01-23,3.5241663
2021-01-24,5.155
2021-01-25,2.6016667
2021-01-26,-1.3608333
2021-01-27,-3.0533333
2021-01-28,-2.7724998
2021-01-29,-1.5283332
2021-01-30,2.4041667
2021-01-31,1.1408333
2021-02-01,0.67083335
2021-02-02,2.5816667
2021-02-03,3.743333
2021-02-04,7.8299994
2021-02-05,3.885
2021-02-06,4.3624997
2021-02-07,6.210833
2021-02-08,6.1775002
2021-02-09,5.1141667
2021-02-10,5.9891667
2021-02-11,0.9183333
2021-02-12,-9.4375
2021-02-13,-10.434167
2021-02-14,-7.2283325
2021-02-15,-4.525833
2021-02-16,-4.728333
2021-02-17,-3.180833
2021-02-18,-0.89416665
2021-02-19,-1.485
2021-02-20,1.9325
2021-02-21,0.68833333
2021-02-22,1.1083333
2021-02-23,2.83
2021-02-24,3.9149997
2021-02-25,6.345833
2021-02-26,7.745833
2021-02-27,5.080833
2021-02-28,3.3191664
2021-03-01,3.8708332
2021-03-02,4.405833
2021-03-03,5.7166657
2021-03-04,3.965833
2021-03-05,4.7324996
2021-03-06,0.85999995
2021-03-07,-0.8774999
2021-03-08,-0.19083335
2021-03-09,-0.3075
2021-03-10,-1.0575
2021-03-11,-1.4124999
2021-03-12,2.9508333
2021-03-13,4.42
2021-03-14,5.0183334
2021-03-15,4.670833
2021-03-16,1.7941666
2021-03-17,0.9616666
2021-03-18,0.8766667
2021-03-19,-0.42833328
2021-03-20,-1.8291665
2021-03-21,-0.9125001
2021-03-22,-0.58083326
2021-03-23,-0.24916668
2021-03-24,-0.074166685
2021-03-25,1.2624999
2021-03-26,3.8774998
2021-03-27,6.289166
2021-03-28,5.8766665
2021-03-29,4.3624997
2021-03-30,7.7341666
2021-03-31,9.023334
2021-04-01,11.030834
2021-04-02,10.339167
2021-04-03,6.0
2021-04-04,3.1783333
2021-04-05,4.593333
2021-04-06,3.2716665
2021-04-07,1.1316667
2021-04-08,0.39083338
2021-04-09,3.2675
2021-04-10,5.204167
2021-04-11,8.38
2021-04-12,13.4975
2021-04-13,10.6025
2021-04-14,4.855
2021-04-15,2.4
2021-04-16,3.2841666
2021-04-17,4.0875
2021-04-18,6.2675
2021-04-19,6.991667
2021-04-20,8.36
2021-04-21,8.311666
2021-04-22,8.924167
2021-04-23,7.9691663
2021-04-24,6.34
2021-04-25,7.9391665
2021-04-26,7.1091666
