time,BE241
2021-01-01,1.2015383
2021-01-02,1.7338461
2021-01-03,1.9892306
2021-01-04,1.9623076
2021-01-05,2.566154
2021-01-06,1.8823075
2021-01-07,1.7446154
2021-01-08,0.47076923
2021-01-09,0.21538459
2021-01-10,2.1623077
2021-01-11,2.9399998
2021-01-12,8.343077
2021-01-13,9.44923
2021-01-14,10.11923
2021-01-15,5.879231
2021-01-16,5.091538
2021-01-17,7.137692
2021-01-18,4.3976927
2021-01-19,8.182307
2021-01-20,9.678461
2021-01-21,8.473077
2021-01-22,6.17
2021-01-23,4.920769
2021-01-24,3.5499997
2021-01-25,3.9492311
2021-01-26,1.9592307
2021-01-27,7.644615
2021-01-28,12.309231
2021-01-29,11.133846
2021-01-30,10.419999
2021-01-31,9.517692
2021-02-01,10.960769
2021-02-02,11.878462
2021-02-03,10.210769
2021-02-04,9.413077
2021-02-05,9.134615
2021-02-06,7.2
2021-02-07,4.433077
2021-02-08,2.4815385
2021-02-09,1.0223078
2021-02-10,-1.1792307
2021-02-11,-3.0315385
2021-02-12,0.33461538
2021-02-13,-1.3499999
2021-02-14,2.09
2021-02-15,8.426924
2021-02-16,9.545384
2021-02-17,11.045384
2021-02-18,9.820768
2021-02-19,9.306922
2021-02-20,14.127692
2021-02-21,12.093077
2021-02-22,10.453077
2021-02-23,10.525385
2021-02-24,13.303077
2021-02-25,9.712307
2021-02-26,7.1915383
2021-02-27,6.195384
2021-02-28,6.6392307
2021-03-01,7.5992303
2021-03-02,8.773846
2021-03-03,10.8561535
2021-03-04,9.353077
2021-03-05,6.7553844
2021-03-06,4.085385
2021-03-07,3.4423077
2021-03-08,2.8323076
2021-03-09,4.2169228
2021-03-10,5.4576917
2021-03-11,10.722309
2021-03-12,8.0199995
2021-03-13,8.336923
2021-03-14,7.5715384
2021-03-15,9.873076
2021-03-16,10.603077
2021-03-17,8.616923
2021-03-18,5.9138465
2021-03-19,8.857693
2021-03-20,5.6753845
2021-03-21,6.6823072
2021-03-22,5.90923
2021-03-23,6.9746146
2021-03-24,7.4123073
2021-03-25,9.420769
2021-03-26,10.260769
2021-03-27,7.9946156
2021-03-28,9.373846
2021-03-29,12.140769
2021-03-30,14.874615
2021-03-31,15.374615
2021-04-01,16.979229
2021-04-02,13.787691
2021-04-03,7.6353846
2021-04-04,7.707692
2021-04-05,7.005384
2021-04-06,4.0761538
2021-04-07,4.841538
2021-04-08,7.0023074
2021-04-09,8.397692
2021-04-10,8.919999
2021-04-11,6.050769
2021-04-12,5.5546155
2021-04-13,6.036923
2021-04-14,6.4399996
2021-04-15,6.329231
2021-04-16,6.0007696
2021-04-17,7.141538
2021-04-18,7.0053844
2021-04-19,7.313846
2021-04-20,11.287693
2021-04-21,11.840769
2021-04-22,12.970769
2021-04-23,13.774614
2021-04-24,14.966923
2021-04-25,13.193076
2021-04-26,11.042307
2021-04-27,10.118463
2021-04-28,9.47
2021-04-29,8.516153
2021-04-30,8.733847
2021-05-01,7.868461
2021-05-02,8.234615
2021-05-03,9.483077
2021-05-04,12.297692
2021-05-05,9.5346155
2021-05-06,11.386154
2021-05-07,8.876924
2021-05-08,15.915384
2021-05-09,16.121538
2021-05-10,14.229231
2021-05-11,11.809231
2021-05-12,11.480768
2021-05-13,11.066923
2021-05-14,12.03923
2021-05-15,12.746923
2021-05-16,12.936153
2021-05-17,13.176152
2021-05-18,12.323846
2021-05-19,12.546923
2021-05-20,11.87
2021-05-21,13.276922
2021-05-22,12.106922
2021-05-23,10.598461
2021-05-24,10.895384
2021-05-25,11.394614
2021-05-26,11.921539
2021-05-27,14.147694
2021-05-28,15.473077
2021-05-29,16.722307
2021-05-30,18.1
2021-05-31,16.83154
2021-06-01,20.196922
2021-06-02,21.084616
2021-06-03,15.842307
2021-06-04,14.756924
2021-06-05,13.950768
2021-06-06,15.760768
2021-06-07,17.073076
2021-06-08,17.88923
2021-06-09,17.73769
2021-06-10,18.733076
2021-06-11,19.286152
2021-06-12,18.373075
2021-06-13,19.589231
2021-06-14,21.329231
2021-06-15,20.226154
2021-06-16,21.386152
2021-06-17,18.382307
2021-06-18,16.616922
2021-06-19,16.64
2021-06-20,16.87077
2021-06-21,17.21923
2021-06-22,15.16923
2021-06-23,14.689999
2021-06-24,14.8876915
2021-06-25,16.197693
2021-06-26,15.423077
2021-06-27,16.926153
2021-06-28,14.693846
2021-06-29,15.4107685
2021-06-30,17.551537
2021-07-01,17.651537
2021-07-02,18.184614
2021-07-03,19.12846
2021-07-04,18.354616
2021-07-05,15.940769
2021-07-06,16.655384
2021-07-07,15.098461
2021-07-08,16.302309
2021-07-09,15.956155
2021-07-10,16.716152
2021-07-11,17.002308
2021-07-12,17.236153
2021-07-13,17.45923
2021-07-14,18.608461
2021-07-15,18.263079
2021-07-16,18.86923
2021-07-17,18.429232
2021-07-18,21.617693
