time,FRF21
2021-01-01,-1.26625
2021-01-02,-0.45375
2021-01-03,1.49875
2021-01-04,2.1025
2021-01-05,1.5374999
2021-01-06,1.0274999
2021-01-07,0.10499999
2021-01-08,0.31875
2021-01-09,-1.02875
2021-01-10,-1.04125
2021-01-11,-2.2124999
2021-01-12,-2.405
2021-01-13,-0.60375
2021-01-14,-1.14875
2021-01-15,-3.49875
2021-01-16,-5.7387505
2021-01-17,-9.728749
2021-01-18,-12.5275
2021-01-19,-4.3424997
2021-01-20,2.94
2021-01-21,3.4212499
2021-01-22,4.84875
2021-01-23,5.365
2021-01-24,2.1425
2021-01-25,0.008750001
2021-01-26,-0.66999996
2021-01-27,-0.995
2021-01-28,-1.7149999
2021-01-29,-1.5325
2021-01-30,-1.4187499
2021-01-31,-6.4474998
2021-02-01,-8.515
2021-02-02,-1.8549999
2021-02-03,4.2462497
2021-02-04,3.4875
2021-02-05,-0.40249997
2021-02-06,-2.185
2021-02-07,-6.1025
2021-02-08,-8.14125
2021-02-09,-8.2725
2021-02-10,-7.3849998
2021-02-11,-9.42875
2021-02-12,-11.57625
2021-02-13,-7.6875
2021-02-14,-4.6375003
2021-02-15,-6.8374996
2021-02-16,-6.5087495
2021-02-17,0.10999999
2021-02-18,1.4625
2021-02-19,0.97749996
2021-02-20,3.13375
2021-02-21,3.5625
2021-02-22,5.1349998
2021-02-23,4.92
2021-02-24,8.8975
2021-02-25,9.184999
2021-02-26,8.3875
2021-02-27,5.54375
2021-02-28,3.9524996
2021-03-01,3.6674995
2021-03-02,5.1437497
2021-03-03,6.62125
2021-03-04,5.7524996
2021-03-05,1.4287499
2021-03-06,-0.37749997
2021-03-07,0.97625
2021-03-08,0.072500005
2021-03-09,-1.655
2021-03-10,-1.0825
2021-03-11,-0.98875
2021-03-12,5.5
2021-03-13,5.7012496
2021-03-14,6.71625
2021-03-15,3.665
2021-03-16,2.5662498
2021-03-17,2.8449998
2021-03-18,1.0762498
2021-03-19,-0.48125
2021-03-20,-2.8799999
2021-03-21,-2.5662498
2021-03-22,1.2425001
2021-03-23,3.3949997
2021-03-24,6.8949995
2021-03-25,6.84
2021-03-26,8.077499
2021-03-27,11.77125
2021-03-28,5.5862494
2021-03-29,7.2287498
2021-03-30,12.92625
2021-03-31,13.9075
2021-04-01,13.69125
2021-04-02,7.9662495
2021-04-03,3.9125
2021-04-04,2.9737499
2021-04-05,5.41875
2021-04-06,4.405
2021-04-07,3.1874998
2021-04-08,1.8874999
2021-04-09,5.0775
2021-04-10,10.00375
2021-04-11,9.9887495
2021-04-12,9.17375
2021-04-13,3.31625
2021-04-14,2.87
2021-04-15,1.9949999
2021-04-16,2.7512498
2021-04-17,3.9574995
2021-04-18,6.9537497
2021-04-19,9.20125
2021-04-20,8.652499
2021-04-21,10.10375
2021-04-22,7.49625
2021-04-23,4.4225
2021-04-24,6.35875
2021-04-25,5.6749997
2021-04-26,3.0849998
2021-04-27,3.98375
2021-04-28,7.9549994
2021-04-29,11.0075
2021-04-30,13.053749
2021-05-01,9.33375
2021-05-02,8.400001
2021-05-03,6.6525
2021-05-04,9.389999
2021-05-05,11.50375
2021-05-06,8.0025
2021-05-07,8.97625
2021-05-08,7.589999
2021-05-09,11.816249
2021-05-10,16.677498
2021-05-11,20.1875
2021-05-12,19.37125
2021-05-13,17.081251
2021-05-14,13.5512495
2021-05-15,13.278749
2021-05-16,13.372499
2021-05-17,11.7775
2021-05-18,12.20875
2021-05-19,11.45125
2021-05-20,12.293749
2021-05-21,12.281249
2021-05-22,12.485
2021-05-23,11.5
2021-05-24,11.87
2021-05-25,13.70875
2021-05-26,12.059999
2021-05-27,13.7325
2021-05-28,11.38875
2021-05-29,11.577499
2021-05-30,11.735
2021-05-31,12.184999
2021-06-01,11.102499
2021-06-02,14.254999
2021-06-03,14.19875
2021-06-04,15.841249
2021-06-05,18.109999
2021-06-06,16.8475
2021-06-07,17.435
2021-06-08,17.72
2021-06-09,17.624998
2021-06-10,16.461248
2021-06-11,16.79625
2021-06-12,18.07125
2021-06-13,13.994999
2021-06-14,14.637499
2021-06-15,16.188751
2021-06-16,19.195
2021-06-17,20.68625
2021-06-18,21.9
2021-06-19,23.095
2021-06-20,23.435
2021-06-21,24.762499
2021-06-22,23.744999
2021-06-23,21.82125
2021-06-24,23.6925
2021-06-25,19.0875
2021-06-26,18.95375
2021-06-27,18.98
2021-06-28,19.519999
2021-06-29,20.72
2021-06-30,20.477499
2021-07-01,18.48625
