time,BG311
2021-01-01,1.0638461
2021-01-02,-0.86
2021-01-03,-0.8815385
2021-01-04,-1.9449998
2021-01-05,-2.6184614
2021-01-06,-3.0846152
2021-01-07,-3.8380766
2021-01-08,-3.9046156
2021-01-09,-2.1384616
2021-01-10,-1.6623077
2021-01-11,-3.4988458
2021-01-12,-2.438077
2021-01-13,0.8434616
2021-01-14,1.1711538
2021-01-15,2.48
2021-01-16,2.7046154
2021-01-17,4.8730764
2021-01-18,2.858846
2021-01-19,2.603846
2021-01-20,2.2888463
2021-01-21,5.1634607
2021-01-22,3.7019231
2021-01-23,2.4376922
2021-01-24,4.011923
2021-01-25,3.4342308
2021-01-26,3.370769
2021-01-27,8.028845
2021-01-28,10.009999
2021-01-29,9.537692
2021-01-30,6.306923
2021-01-31,6.3646154
2021-02-01,7.7419233
2021-02-02,8.820385
2021-02-03,9.003462
2021-02-04,9.601153
2021-02-05,9.607693
2021-02-06,7.835385
2021-02-07,4.079231
2021-02-08,4.4746156
2021-02-09,3.2815387
2021-02-10,4.113076
2021-02-11,6.1569233
2021-02-12,7.028846
2021-02-13,6.960384
2021-02-14,5.145
2021-02-15,6.342308
2021-02-16,8.902691
2021-02-17,8.327691
2021-02-18,9.271154
2021-02-19,8.530384
2021-02-20,8.773076
2021-02-21,8.757308
2021-02-22,7.2749996
2021-02-23,8.110769
2021-02-24,9.013461
2021-02-25,8.455
2021-02-26,8.191154
2021-02-27,7.1830773
2021-02-28,5.918846
2021-03-01,6.636923
2021-03-02,7.8799996
2021-03-03,8.000769
2021-03-04,7.9338455
2021-03-05,7.776154
2021-03-06,6.432693
2021-03-07,6.5180764
2021-03-08,5.722692
2021-03-09,4.563462
2021-03-10,4.883077
2021-03-11,9.593845
2021-03-12,6.947307
2021-03-13,5.9126925
2021-03-14,6.0950003
2021-03-15,6.3819222
2021-03-16,7.982692
2021-03-17,8.586538
2021-03-18,5.305769
2021-03-19,2.859615
2021-03-20,2.6565385
2021-03-21,4.0873075
2021-03-22,6.472307
2021-03-23,6.975385
2021-03-24,9.337691
2021-03-25,9.528077
2021-03-26,9.937693
2021-03-27,8.6511545
2021-03-28,10.389231
2021-03-29,11.706538
2021-03-30,13.008845
2021-03-31,12.755384
2021-04-01,12.999999
2021-04-02,13.080769
2021-04-03,11.96
2021-04-04,8.499999
2021-04-05,9.908076
2021-04-06,7.9653845
2021-04-07,4.8376927
2021-04-08,8.081153
2021-04-09,6.6365385
2021-04-10,9.08423
2021-04-11,7.3799996
2021-04-12,5.8196154
2021-04-13,7.0407696
2021-04-14,9.476539
2021-04-15,8.278077
2021-04-16,5.7338457
2021-04-17,4.613846
2021-04-18,6.734231
2021-04-19,8.549615
2021-04-20,9.741923
2021-04-21,9.444231
2021-04-22,9.362307
2021-04-23,11.569616
2021-04-24,12.116154
2021-04-25,11.979615
2021-04-26,9.601923
2021-04-27,9.708846
2021-04-28,10.92423
2021-04-29,10.552693
2021-04-30,9.604231
2021-05-01,7.9857683
2021-05-02,7.0815387
2021-05-03,9.564614
2021-05-04,12.356923
2021-05-05,13.018076
2021-05-06,14.469615
2021-05-07,16.253845
2021-05-08,17.387691
2021-05-09,14.1280775
2021-05-10,11.872306
2021-05-11,9.621154
2021-05-12,11.019616
2021-05-13,9.455
2021-05-14,10.535385
2021-05-15,14.16577
2021-05-16,15.112307
2021-05-17,11.895768
2021-05-18,13.760769
2021-05-19,11.480384
2021-05-20,13.655768
2021-05-21,15.884615
2021-05-22,12.318846
2021-05-23,9.0515375
2021-05-24,11.524231
2021-05-25,11.560769
2021-05-26,12.907694
2021-05-27,16.15846
2021-05-28,18.218845
2021-05-29,18.962307
2021-05-30,17.923077
2021-05-31,18.563078
2021-06-01,16.56
2021-06-02,16.847307
2021-06-03,18.328077
2021-06-04,15.826155
2021-06-05,15.305767
2021-06-06,16.301153
2021-06-07,16.95346
2021-06-08,19.40423
2021-06-09,19.824999
2021-06-10,19.56346
2021-06-11,18.441153
2021-06-12,19.926922
2021-06-13,22.646538
2021-06-14,23.586926
2021-06-15,22.756924
2021-06-16,21.789999
2021-06-17,16.02423
2021-06-18,18.226538
2021-06-19,18.393847
2021-06-20,17.98346
2021-06-21,16.606153
2021-06-22,15.363845
2021-06-23,13.791539
2021-06-24,15.408077
2021-06-25,18.401539
2021-06-26,20.163462
2021-06-27,20.496922
2021-06-28,17.454231
2021-06-29,17.038462
2021-06-30,18.137693
2021-07-01,20.99423
2021-07-02,22.65192
2021-07-03,22.689617
2021-07-04,21.595772
2021-07-05,22.742308
2021-07-06,19.155384
2021-07-07,17.187693
2021-07-08,16.27077
2021-07-09,18.568846
2021-07-10,22.075768
2021-07-11,22.717306
