time,DE40G
2021-08-05,18.233635
2021-08-06,19.480907
2021-08-07,18.818182
2021-08-08,19.025454
2021-08-09,19.735455
2021-08-10,22.05
2021-08-11,24.066362
2021-08-12,24.661818
2021-08-13,25.511818
2021-08-14,25.614544
2021-08-15,25.39909
2021-08-16,21.489998
2021-08-17,20.605453
2021-08-18,19.065454
2021-08-19,19.700909
2021-08-20,19.92091
2021-08-21,21.216362
2021-08-22,21.643635
2021-08-23,19.704544
2021-08-24,18.332726
2021-08-25,18.05818
2021-08-26,18.962727
2021-08-27,17.517271
2021-08-28,16.294544
2021-08-29,16.250908
2021-08-30,16.584545
2021-08-31,16.626364
2021-09-01,17.306362
2021-09-02,18.166365
2021-09-03,17.937273
2021-09-04,18.34091
2021-09-05,18.751818
2021-09-06,18.595453
2021-09-07,18.509092
2021-09-08,18.843636
2021-09-09,18.54
2021-09-10,17.594545
2021-09-11,18.318182
2021-09-12,18.020908
2021-09-13,19.300907
2021-09-14,19.227272
2021-09-15,19.298182
2021-09-16,18.116362
2021-09-17,17.867271
2021-09-18,17.587273
2021-09-19,14.748181
2021-09-20,13.415454
2021-09-21,14.664545
2021-09-22,15.199091
2021-09-23,15.766364
2021-09-24,16.336363
2021-09-25,18.348183
2021-09-26,15.802729
2021-09-27,15.276363
2021-09-28,16.456362
2021-09-29,15.737271
2021-09-30,15.040909
2021-10-01,15.314546
2021-10-02,15.7645445
2021-10-03,15.6736355
2021-10-04,14.468182
2021-10-05,12.560909
2021-10-06,10.689999
2021-10-07,11.670908
2021-10-08,11.694546
2021-10-09,11.307272
2021-10-10,10.692726
2021-10-11,11.110909
2021-10-12,10.860909
2021-10-13,10.586364
2021-10-14,8.619091
2021-10-15,9.315454
2021-10-16,10.128182
2021-10-17,10.853637
2021-10-18,12.188181
2021-10-19,12.911817
2021-10-20,13.421817
2021-10-21,12.842728
2021-10-22,11.080909
2021-10-23,10.309999
2021-10-24,11.431819
2021-10-25,10.809091
2021-10-26,9.631818
2021-10-27,10.269091
2021-10-28,10.874546
2021-10-29,12.045455
2021-10-30,10.782727
2021-10-31,11.6618185
2021-11-01,9.623636
2021-11-02,8.599091
2021-11-03,7.9618177
2021-11-04,6.6481814
2021-11-05,5.433636
2021-11-06,6.03909
2021-11-07,6.4281816
2021-11-08,7.113637
2021-11-09,7.8272734
2021-11-10,11.410908
2021-11-11,11.932727
2021-11-12,11.515456
2021-11-13,9.187273
2021-11-14,8.38
2021-11-15,8.464545
2021-11-16,8.750908
2021-11-17,7.467272
2021-11-18,8.229092
2021-11-19,8.848182
2021-11-20,8.141817
2021-11-21,7.702728
2021-11-22,7.052727
2021-11-23,7.802727
2021-11-24,6.1881824
2021-11-25,5.841818
2021-11-26,5.5827274
2021-11-27,3.5800002
2021-11-28,1.980909
2021-11-29,1.8681817
2021-11-30,1.9872727
2021-12-01,3.9363635
2021-12-02,2.9909089
2021-12-03,1.4790908
2021-12-04,2.3654542
2021-12-05,2.0709093
2021-12-06,0.7509091
2021-12-07,2.2336364
2021-12-08,1.8527274
2021-12-09,1.4472725
2021-12-10,-0.27636364
2021-12-11,2.4018183
2021-12-12,1.94
2021-12-13,5.4590907
2021-12-14,5.903636
2021-12-15,4.902727
2021-12-16,3.8636363
2021-12-17,4.7790904
2021-12-18,3.8727272
2021-12-19,4.254545
2021-12-20,4.0163636
2021-12-21,2.3781817
2021-12-22,2.819091
2021-12-23,3.2336364
2021-12-24,5.561818
2021-12-25,5.823636
2021-12-26,5.870909
2021-12-27,4.545454
2021-12-28,4.824546
2021-12-29,7.482727
2021-12-30,9.414544
2021-12-31,9.942727
