time,DE40A
2021-01-01,-7.2274404
2021-01-02,-0.4026937
2021-01-03,4.234545
2021-01-04,2.1116834
2021-01-05,1.3138384
2021-01-06,-0.65696967
2021-01-07,-8.147037
2021-01-08,-0.75521886
2021-01-09,-6.936364
2021-01-10,-6.1559258
2021-01-11,-4.9405384
2021-01-12,-5.6245117
2021-01-13,-1.133973
2021-01-14,2.1498315
2021-01-15,2.2979124
2021-01-16,2.2096295
2021-01-17,2.1777105
2021-01-18,0.9943771
2021-01-19,-2.0948486
2021-01-20,-6.4069695
2021-01-21,-6.5814815
2021-01-22,-7.6549497
2021-01-23,-5.321818
2021-01-24,-5.4151177
2021-01-25,-5.127946
2021-01-26,-2.61734
2021-01-27,-3.6882825
2021-01-28,-4.9766665
2021-01-29,-6.4858923
2021-01-30,-4.3015823
2021-01-31,-7.4267
2021-02-01,-4.1042423
2021-02-02,-2.7947812
2021-02-03,-3.862862
2021-02-04,-1.7819191
2021-02-05,-0.42053875
2021-02-06,-2.1700673
2021-02-07,-2.7711785
2021-02-08,-2.8341415
2021-02-09,-3.5344782
2021-02-10,-2.1533334
2021-02-11,2.064579
2021-02-12,2.2539055
2021-02-13,6.5259256
2021-02-14,7.0883164
2021-02-15,7.5829625
2021-02-16,4.0763636
2021-02-17,-0.613569
2021-02-18,-0.6125589
2021-02-19,-1.8919863
2021-02-20,-0.4875084
2021-02-21,-0.75572383
2021-02-22,-0.43249157
2021-02-23,-3.9151855
2021-02-24,-1.4031986
2021-02-25,-2.0133333
2021-02-26,1.6868013
2021-02-27,5.305252
2021-02-28,3.4707692
2021-03-01,3.0261538
2021-03-02,1.0742424
2021-03-03,-1.9614477
2021-03-04,0.114983134
2021-03-05,2.8874745
2021-03-06,2.2833333
2021-03-07,-1.6215384
2021-03-08,-1.1495286
2021-03-09,-1.3581818
2021-03-10,-2.4176433
2021-03-11,-2.4850168
2021-03-12,-1.9090909
2021-03-13,-3.959899
2021-03-14,-3.0512457
2021-03-15,-1.723266
2021-03-16,3.1489897
2021-03-17,4.901448
2021-03-18,7.532626
2021-03-19,5.1648145
2021-03-20,2.2420874
2021-03-21,2.9184613
2021-03-22,2.7071378
2021-03-23,2.689394
2021-03-24,-1.4255219
2021-03-25,-2.2829967
2021-03-26,-6.30303
2021-03-27,-8.534983
2021-03-28,-1.0169361
2021-03-29,-2.2800336
2021-03-30,-0.4185185
2021-03-31,1.8265656
2021-04-01,4.0023565
2021-04-02,4.562828
2021-04-03,5.4818854
2021-04-04,-6.1195955
2021-04-05,-9.290809
2021-04-06,-7.116027
2021-04-07,-4.019158
2021-04-08,-4.4240737
2021-04-09,-4.337003
2021-04-10,-2.6207407
2021-04-11,-1.2848821
2021-04-12,1.2389225
2021-04-13,3.535825
2021-04-14,5.683401
2021-04-15,5.058619
2021-04-16,3.8956566
2021-04-17,2.9108756
2021-04-18,3.298249
2021-04-19,4.4886527
2021-04-20,2.6468687
2021-04-21,2.0445118
2021-04-22,1.0152525
2021-04-23,3.531347
2021-04-24,3.945892
2021-04-25,1.7543434
2021-04-26,0.03952863
2021-04-27,3.039495
2021-04-28,0.6163299
2021-04-29,-0.028282834
2021-04-30,0.02692306
2021-05-01,-2.2511783
2021-05-02,-1.6739057
2021-05-03,-0.76794606
2021-05-04,-0.8003367
2021-05-05,-1.6524578
2021-05-06,-3.3121212
2021-05-07,-2.3768349
2021-05-08,-0.8763973
2021-05-09,-1.007138
2021-05-10,-0.7796296
2021-05-11,-1.577643
2021-05-12,3.0917172
2021-05-13,2.5745118
2021-05-14,3.7986193
2021-05-15,2.6824913
2021-05-16,1.4226935
2021-05-17,1.6918181
2021-05-18,1.8197979
2021-05-19,1.9698316
2021-05-20,2.488249
2021-05-21,2.9538717
2021-05-22,0.6175421
2021-05-23,1.690909
2021-05-24,2.3864985
2021-05-25,4.2347136
2021-05-26,6.6845784
2021-05-27,6.3937707
2021-05-28,10.350606
2021-05-29,8.759764
2021-05-30,8.571716
2021-05-31,10.71872
2021-06-01,8.367003
2021-06-02,6.753468
2021-06-03,7.0762625
2021-06-04,7.023064
2021-06-05,9.2
2021-06-06,7.879932
2021-06-07,8.4886875
2021-06-08,8.793266
2021-06-09,6.363973
2021-06-10,7.9782157
2021-06-11,5.260707
2021-06-12,3.3186867
2021-06-13,0.86676764
2021-06-14,2.331919
2021-06-15,1.4476432
2021-06-16,2.6139057
2021-06-17,3.3854883
2021-06-18,3.1874747
2021-06-19,3.6166327
2021-06-20,3.81468
2021-06-21,4.8831654
2021-06-22,6.0083833
2021-06-23,8.0
2021-06-24,9.604747
2021-06-25,10.049125
2021-06-26,13.230942
2021-06-27,10.162626
2021-06-28,9.40404
2021-06-29,11.745286
2021-06-30,12.887711
2021-07-01,12.045422
2021-07-02,12.999999
2021-07-03,12.275622
2021-07-04,10.309023
2021-07-05,8.968182
2021-07-06,8.434443
2021-07-07,8.881683
2021-07-08,9.929596
2021-07-09,11.5175
2021-07-10,12.023501
2021-07-11,10.073333
2021-07-12,10.344007
2021-07-13,9.900741
2021-07-14,8.565891
2021-07-15,9.709057
2021-07-16,9.506196
2021-07-17,9.335253
2021-07-18,10.036431
2021-07-19,8.036835
2021-07-20,10.757501
2021-07-21,12.884613
2021-07-22,12.730807
2021-07-23,13.665117
2021-07-24,12.042054
2021-07-25,9.02808
2021-07-26,9.315084
2021-07-27,8.259327
2021-07-28,9.178619
2021-07-29,11.480774
2021-07-30,12.495623
2021-07-31,10.234747
2021-08-01,7.8226256
2021-08-02,9.55559
2021-08-03,10.707812
2021-08-04,9.472189
2021-08-05,10.699763
2021-08-06,10.096363
2021-08-07,8.642458
2021-08-08,10.645488
2021-08-09,11.217071
2021-08-10,11.853198
2021-08-11,11.642256
2021-08-12,10.833603
2021-08-13,9.758047
2021-08-14,9.380438
2021-08-15,8.666903
2021-08-16,9.504074
2021-08-17,9.262693
2021-08-18,8.961414
2021-08-19,8.418014
2021-08-20,8.805253
2021-08-21,9.293265
2021-08-22,11.132053
2021-08-23,13.490135
2021-08-24,14.046497
2021-08-25,11.662499
2021-08-26,10.839428
2021-08-27,11.912391
2021-08-28,10.473332
2021-08-29,12.119831
2021-08-30,13.0575
2021-08-31,12.076161
2021-09-01,12.842592
2021-09-02,11.820235
