time,CH057
2021-01-01,1.0799999
2021-01-02,-0.11
2021-01-03,0.42
2021-01-04,0.5
2021-01-05,1.18
2021-01-06,1.16
2021-01-07,0.55
2021-01-08,-0.01
2021-01-09,-0.98999995
2021-01-10,-3.7099998
2021-01-11,-3.05
2021-01-12,0.96999997
2021-01-13,0.12
2021-01-14,0.45999998
2021-01-15,-1.39
2021-01-16,-3.6899998
2021-01-17,-0.29
2021-01-18,1.93
2021-01-19,1.41
2021-01-20,5.14
2021-01-21,8.599999
2021-01-22,4.96
2021-01-23,2.52
2021-01-24,0.38
2021-01-25,0.22999999
2021-01-26,0.48999998
2021-01-27,0.12
2021-01-28,6.5899997
2021-01-29,8.179999
2021-01-30,4.52
2021-01-31,0.17999999
2021-02-01,4.33
2021-02-02,7.7599998
2021-02-03,9.809999
2021-02-04,6.23
2021-02-05,6.44
2021-02-06,5.6099997
2021-02-07,4.29
2021-02-08,-1.68
2021-02-09,-5.0499997
2021-02-10,-7.46
2021-02-11,-6.22
2021-02-12,-5.75
2021-02-13,-5.66
2021-02-14,-2.6699998
2021-02-15,1.1
2021-02-16,6.3999996
2021-02-17,6.95
2021-02-18,5.45
2021-02-19,5.97
2021-02-20,7.96
2021-02-21,8.179999
2021-02-22,7.29
2021-02-23,11.91
2021-02-24,10.78
2021-02-25,9.57
2021-02-26,4.48
2021-02-27,3.36
2021-02-28,3.9599998
2021-03-01,5.19
2021-03-02,6.48
2021-03-03,7.52
2021-03-04,6.64
2021-03-05,3.05
2021-03-06,1.35
2021-03-07,1.13
2021-03-08,1.0699999
2021-03-09,2.45
2021-03-10,5.48
2021-03-11,7.95
2021-03-12,5.96
2021-03-13,5.47
2021-03-14,3.1399999
2021-03-15,4.68
2021-03-16,4.13
2021-03-17,3.6
2021-03-18,2.75
2021-03-19,1.74
2021-03-20,1.4599999
2021-03-21,3.9099998
2021-03-22,3.81
2021-03-23,5.4
2021-03-24,6.62
2021-03-25,7.3599997
2021-03-26,8.86
2021-03-27,6.5899997
2021-03-28,8.36
2021-03-29,11.3
2021-03-30,13.07
2021-03-31,14.54
2021-04-01,15.19
2021-04-02,7.95
2021-04-03,7.04
2021-04-04,6.24
2021-04-05,2.71
2021-04-06,0.78
2021-04-07,1.3399999
2021-04-08,3.26
2021-04-09,8.13
2021-04-10,9.38
2021-04-11,7.5099998
2021-04-12,3.6399999
2021-04-13,3.4099998
2021-04-14,2.74
2021-04-15,3.3899999
2021-04-16,3.98
2021-04-17,6.7799997
2021-04-18,7.02
2021-04-19,7.6499996
2021-04-20,8.49
2021-04-21,10.929999
2021-04-22,9.07
2021-04-23,8.63
2021-04-24,10.349999
2021-04-25,9.69
2021-04-26,9.04
2021-04-27,9.61
2021-04-28,10.2699995
2021-04-29,9.96
2021-04-30,5.31
2021-05-01,7.64
2021-05-02,8.05
2021-05-03,7.16
2021-05-04,8.8
2021-05-05,6.93
2021-05-06,5.7599998
2021-05-07,7.6299996
2021-05-08,10.21
2021-05-09,18.26
2021-05-10,14.37
2021-05-11,11.679999
2021-05-12,11.67
2021-05-13,10.12
2021-05-14,10.08
2021-05-15,9.36
2021-05-16,11.12
2021-05-17,10.139999
2021-05-18,9.7
2021-05-19,8.71
2021-05-20,11.16
2021-05-21,12.139999
2021-05-22,9.98
2021-05-23,10.0199995
2021-05-24,9.61
2021-05-25,8.82
2021-05-26,9.3
2021-05-27,10.679999
2021-05-28,12.2
2021-05-29,14.19
2021-05-30,14.34
2021-05-31,14.86
2021-06-01,16.51
2021-06-02,18.15
2021-06-03,18.939999
2021-06-04,19.789999
2021-06-05,16.47
2021-06-06,15.74
2021-06-07,16.33
2021-06-08,17.8
2021-06-09,20.06
2021-06-10,20.64
2021-06-11,21.1
2021-06-12,19.35
2021-06-13,17.32
2021-06-14,19.359999
2021-06-15,21.539999
2021-06-16,23.42
2021-06-17,24.269999
2021-06-18,24.76
2021-06-19,24.89
2021-06-20,22.01
2021-06-21,19.58
2021-06-22,15.38
2021-06-23,18.26
2021-06-24,16.05
2021-06-25,16.449999
2021-06-26,18.0
2021-06-27,20.27
2021-06-28,20.42
2021-06-29,16.74
2021-06-30,14.15
2021-07-01,13.88
2021-07-02,16.41
2021-07-03,19.25
2021-07-04,17.06
2021-07-05,17.73
2021-07-06,16.539999
2021-07-07,17.55
2021-07-08,15.839999
2021-07-09,17.109999
2021-07-10,18.14
2021-07-11,17.31
2021-07-12,17.98
2021-07-13,15.839999
2021-07-14,14.98
2021-07-15,17.98
2021-07-16,17.619999
2021-07-17,18.27
2021-07-18,20.619999
2021-07-19,19.83
2021-07-20,17.94
2021-07-21,18.35
2021-07-22,19.09
2021-07-23,20.18
2021-07-24,18.84
2021-07-25,18.779999
2021-07-26,18.72
2021-07-27,17.72
2021-07-28,17.08
2021-07-29,16.869999
2021-07-30,18.48
2021-07-31,17.14
2021-08-01,16.58
2021-08-02,14.969999
2021-08-03,14.42
2021-08-04,16.1
2021-08-05,16.72
2021-08-06,16.68
2021-08-07,16.13
2021-08-08,15.07
2021-08-09,16.32
2021-08-10,17.72
2021-08-11,19.9
2021-08-12,21.05
2021-08-13,21.97
2021-08-14,21.33
2021-08-15,21.57
2021-08-16,16.33
2021-08-17,12.719999
2021-08-18,15.82
2021-08-19,17.0
2021-08-20,17.76
2021-08-21,19.01
2021-08-22,16.89
2021-08-23,17.02
2021-08-24,15.349999
2021-08-25,15.61
2021-08-26,14.12
2021-08-27,13.73
2021-08-28,13.299999
2021-08-29,14.23
2021-08-30,15.339999
2021-08-31,14.5
2021-09-01,14.65
2021-09-02,15.99
2021-09-03,16.949999
2021-09-04,17.08
2021-09-05,17.99
2021-09-06,18.449999
2021-09-07,18.27
2021-09-08,18.55
2021-09-09,18.69
2021-09-10,18.51
2021-09-11,17.279999
2021-09-12,14.99
2021-09-13,16.58
2021-09-14,17.359999
2021-09-15,18.14
2021-09-16,15.799999
2021-09-17,13.86
2021-09-18,14.34
2021-09-19,14.33
2021-09-20,12.74
2021-09-21,12.17
2021-09-22,11.469999
2021-09-23,13.38
2021-09-24,13.84
2021-09-25,15.41
2021-09-26,15.429999
2021-09-27,15.46
2021-09-28,12.559999
2021-09-29,10.46
2021-09-30,8.5199995
2021-10-01,10.48
2021-10-02,14.82
2021-10-03,16.609999
2021-10-04,11.73
2021-10-05,11.49
2021-10-06,10.09
2021-10-07,10.469999
2021-10-08,10.4
2021-10-09,9.91
2021-10-10,7.69
2021-10-11,6.5499997
2021-10-12,8.36
2021-10-13,6.41
2021-10-14,8.21
2021-10-15,8.28
2021-10-16,8.09
2021-10-17,7.77
2021-10-18,6.48
2021-10-19,11.63
2021-10-20,14.259999
2021-10-21,10.5
2021-10-22,5.73
2021-10-23,6.94
2021-10-24,5.3599997
2021-10-25,7.7799997
2021-10-26,10.26
2021-10-27,9.46
2021-10-28,7.16
2021-10-29,8.88
2021-10-30,8.65
2021-10-31,14.0
2021-11-01,9.16
2021-11-02,6.8399997
2021-11-03,6.7
2021-11-04,5.8799996
2021-11-05,6.72
