time,ITI19
2021-01-01,12.705
2021-01-02,9.806
2021-01-03,11.316001
2021-01-04,12.178
2021-01-05,12.005
2021-01-06,11.791
2021-01-07,12.349999
2021-01-08,8.158
2021-01-09,4.5309997
2021-01-10,4.3989997
2021-01-11,4.7009997
2021-01-12,5.891
2021-01-13,4.524
2021-01-14,1.622
2021-01-15,1.6329998
2021-01-16,1.6120001
2021-01-17,0.552
2021-01-18,1.218
2021-01-19,0.78199995
2021-01-20,-0.24700001
2021-01-21,2.6339998
2021-01-22,7.278
2021-01-23,9.157
2021-01-24,12.459
2021-01-25,11.221001
2021-01-26,6.164
2021-01-27,4.6249995
2021-01-28,4.564
2021-01-29,3.8709998
2021-01-30,8.417001
2021-01-31,8.559999
2021-02-01,7.745
2021-02-02,7.1539993
2021-02-03,8.830999
2021-02-04,9.714999
2021-02-05,10.307
2021-02-06,10.250999
2021-02-07,8.086
2021-02-08,12.344
2021-02-09,13.767
2021-02-10,13.594999
2021-02-11,13.852
2021-02-12,5.4309998
2021-02-13,1.948
2021-02-14,-0.581
2021-02-15,0.93500006
2021-02-16,-0.68999994
2021-02-17,-1.7049999
2021-02-18,5.0059996
2021-02-19,3.083
2021-02-20,2.649
2021-02-21,4.1259995
2021-02-22,3.3709998
2021-02-23,6.334
2021-02-24,6.023
2021-02-25,7.754
2021-02-26,11.042999
2021-02-27,10.753
2021-02-28,9.424
2021-03-01,4.964999
2021-03-02,6.4919996
2021-03-03,6.8830004
2021-03-04,9.41
2021-03-05,11.583999
2021-03-06,9.119
2021-03-07,3.689
2021-03-08,7.0259995
2021-03-09,6.953
2021-03-10,5.981
2021-03-11,5.751
2021-03-12,4.1390004
2021-03-13,6.964999
2021-03-14,8.622
2021-03-15,10.853999
2021-03-16,9.940999
2021-03-17,7.211
2021-03-18,7.2759995
2021-03-19,7.366
2021-03-20,5.5649996
2021-03-21,8.011
2021-03-22,7.0959997
2021-03-23,5.6489997
2021-03-24,2.8899999
2021-03-25,3.95
2021-03-26,6.511
2021-03-27,7.4299994
2021-03-28,10.599
2021-03-29,9.479
2021-03-30,7.197
2021-03-31,6.833
2021-04-01,9.133
2021-04-02,11.746
2021-04-03,11.665999
2021-04-04,10.336
2021-04-05,8.193
2021-04-06,12.348001
2021-04-07,10.616
2021-04-08,6.8910003
2021-04-09,6.801
2021-04-10,7.4189997
2021-04-11,8.663
2021-04-12,10.792999
2021-04-13,15.6449995
2021-04-14,10.658
2021-04-15,9.13
2021-04-16,9.094001
2021-04-17,8.92
2021-04-18,11.375
2021-04-19,12.039
2021-04-20,12.583
2021-04-21,12.329
2021-04-22,12.496
2021-04-23,14.867002
2021-04-24,12.372
2021-04-25,12.295
2021-04-26,14.927
2021-04-27,16.883
2021-04-28,13.874001
2021-04-29,14.476999
2021-04-30,17.334
2021-05-01,19.734999
2021-05-02,22.229
2021-05-03,20.964
2021-05-04,16.123
2021-05-05,17.199
2021-05-06,17.116
2021-05-07,18.281
2021-05-08,17.743
2021-05-09,13.866
2021-05-10,13.215001
2021-05-11,15.782999
2021-05-12,14.805
2021-05-13,14.898
2021-05-14,15.869
2021-05-15,16.234
2021-05-16,15.837
2021-05-17,17.362
2021-05-18,16.714
2021-05-19,17.557999
2021-05-20,16.276
2021-05-21,16.022
2021-05-22,16.975
2021-05-23,21.504002
2021-05-24,21.412
2021-05-25,21.637999
2021-05-26,20.373999
2021-05-27,19.791998
2021-05-28,17.961
2021-05-29,19.531
2021-05-30,18.308
2021-05-31,15.747
2021-06-01,13.995001
2021-06-02,14.967999
2021-06-03,15.608999
2021-06-04,17.66
2021-06-05,18.151999
2021-06-06,18.827
2021-06-07,19.969
2021-06-08,19.854
2021-06-09,20.588001
2021-06-10,20.77
2021-06-11,21.07
2021-06-12,20.075998
2021-06-13,19.574
2021-06-14,16.719
2021-06-15,18.547
2021-06-16,20.647
2021-06-17,19.703999
2021-06-18,20.452
2021-06-19,20.201998
