time,EL612
2021-01-01,2.9399998
2021-01-02,3.21
2021-01-03,3.22
2021-01-04,2.54
2021-01-05,2.6699998
2021-01-06,1.6999999
2021-01-07,2.29
2021-01-08,1.74
2021-01-09,2.49
2021-01-10,3.3999999
2021-01-11,5.4
2021-01-12,4.7999997
2021-01-13,3.6599998
2021-01-14,0.48
2021-01-15,1.01
2021-01-16,0.62
2021-01-17,2.6499999
2021-01-18,4.29
2021-01-19,6.94
2021-01-20,7.6099997
2021-01-21,6.68
2021-01-22,4.1
2021-01-23,2.62
2021-01-24,1.55
2021-01-25,1.52
2021-01-26,3.83
2021-01-27,3.9199998
2021-01-28,3.27
2021-01-29,4.0
2021-01-30,-0.89
2021-01-31,-1.86
2021-02-01,-0.65999997
2021-02-02,0.099999994
2021-02-03,6.22
2021-02-04,3.82
2021-02-05,3.8899999
2021-02-06,0.9
2021-02-07,-4.18
2021-02-08,-3.8799999
2021-02-09,-3.4399998
2021-02-10,-4.08
2021-02-11,-4.33
2021-02-12,-5.2599998
2021-02-13,-5.71
2021-02-14,-1.56
2021-02-15,1.8
2021-02-16,4.87
2021-02-17,6.95
2021-02-18,6.93
2021-02-19,5.8399997
2021-02-20,10.29
2021-02-21,9.42
2021-02-22,9.46
2021-02-23,10.5199995
2021-02-24,11.04
2021-02-25,8.83
2021-02-26,5.5699997
2021-02-27,3.29
2021-02-28,2.82
2021-03-01,4.7599998
2021-03-02,5.15
2021-03-03,3.04
2021-03-04,3.55
2021-03-05,1.9599999
2021-03-06,2.54
2021-03-07,3.52
2021-03-08,4.2999997
2021-03-09,4.7
2021-03-10,5.12
2021-03-11,8.04
2021-03-12,6.14
2021-03-13,6.19
2021-03-14,5.96
2021-03-15,6.3999996
2021-03-16,5.5299997
2021-03-17,4.35
2021-03-18,4.45
2021-03-19,3.87
2021-03-20,4.02
2021-03-21,6.04
2021-03-22,5.68
2021-03-23,6.58
2021-03-24,7.24
2021-03-25,7.37
2021-03-26,9.34
2021-03-27,6.08
2021-03-28,8.5199995
2021-03-29,10.53
2021-03-30,11.0199995
2021-03-31,12.29
2021-04-01,7.91
2021-04-02,5.94
2021-04-03,6.54
2021-04-04,6.18
2021-04-05,3.6299999
2021-04-06,2.83
2021-04-07,3.82
2021-04-08,5.47
2021-04-09,6.39
2021-04-10,4.46
2021-04-11,4.0499997
2021-04-12,3.97
2021-04-13,5.16
2021-04-14,4.25
2021-04-15,4.97
2021-04-16,6.15
2021-04-17,6.52
2021-04-18,7.52
2021-04-19,9.57
2021-04-20,9.79
2021-04-21,7.3999996
2021-04-22,6.8599997
2021-04-23,6.81
2021-04-24,7.04
2021-04-25,6.23
2021-04-26,5.45
2021-04-27,7.9199996
2021-04-28,9.33
2021-04-29,7.64
2021-04-30,8.2699995
2021-05-01,7.8599997
2021-05-02,7.21
2021-05-03,9.599999
2021-05-04,8.309999
2021-05-05,7.14
2021-05-06,6.2599998
2021-05-07,6.8799996
2021-05-08,9.17
2021-05-09,16.43
2021-05-10,14.45
2021-05-11,13.23
2021-05-12,12.04
2021-05-13,11.5
2021-05-14,9.21
2021-05-15,10.28
2021-05-16,10.84
2021-05-17,11.05
2021-05-18,10.62
2021-05-19,10.809999
2021-05-20,11.98
2021-05-21,12.2
2021-05-22,10.3
2021-05-23,10.809999
2021-05-24,11.38
2021-05-25,10.059999
2021-05-26,10.55
2021-05-27,10.78
2021-05-28,11.46
2021-05-29,11.29
2021-05-30,12.54
2021-05-31,13.75
2021-06-01,18.19
2021-06-02,18.49
2021-06-03,19.609999
2021-06-04,17.44
2021-06-05,14.969999
2021-06-06,14.92
2021-06-07,15.5
2021-06-08,16.65
2021-06-09,18.119999
2021-06-10,18.56
2021-06-11,18.15
2021-06-12,16.07
2021-06-13,16.01
2021-06-14,18.92
2021-06-15,16.25
2021-06-16,20.51
2021-06-17,23.119999
2021-06-18,20.5
2021-06-19,17.4
2021-06-20,16.859999
2021-06-21,13.08
2021-06-22,14.009999
2021-06-23,13.759999
2021-06-24,13.849999
2021-06-25,15.67
2021-06-26,18.84
2021-06-27,19.25
2021-06-28,19.52
2021-06-29,15.74
2021-06-30,14.46
2021-07-01,15.83
2021-07-02,16.39
2021-07-03,18.44
2021-07-04,18.4
2021-07-05,17.13
2021-07-06,17.949999
2021-07-07,17.47
2021-07-08,17.619999
2021-07-09,17.09
2021-07-10,17.039999
2021-07-11,18.42
2021-07-12,19.83
2021-07-13,19.06
2021-07-14,19.35
2021-07-15,17.859999
2021-07-16,17.289999
2021-07-17,19.109999
2021-07-18,18.9
2021-07-19,17.039999
2021-07-20,17.3
2021-07-21,18.39
2021-07-22,17.35
2021-07-23,17.26
2021-07-24,19.17
2021-07-25,19.91
2021-07-26,19.73
2021-07-27,18.449999
2021-07-28,17.57
2021-07-29,16.84
2021-07-30,16.85
2021-07-31,17.119999
2021-08-01,16.19
2021-08-02,15.45
2021-08-03,15.11
2021-08-04,16.43
2021-08-05,18.09
2021-08-06,18.21
2021-08-07,17.029999
2021-08-08,16.9
2021-08-09,16.539999
2021-08-10,16.74
2021-08-11,17.85
2021-08-12,18.67
2021-08-13,17.71
2021-08-14,18.42
2021-08-15,19.01
2021-08-16,16.08
2021-08-17,15.65
2021-08-18,16.88
2021-08-19,16.32
2021-08-20,17.18
2021-08-21,18.49
2021-08-22,17.25
2021-08-23,17.67
2021-08-24,16.5
2021-08-25,15.73
2021-08-26,16.47
2021-08-27,16.359999
2021-08-28,16.8
2021-08-29,16.44
2021-08-30,17.33
2021-08-31,16.22
2021-09-01,16.26
2021-09-02,15.089999
2021-09-03,14.4
2021-09-04,15.33
2021-09-05,15.33
2021-09-06,16.08
2021-09-07,18.869999
2021-09-08,19.64
2021-09-09,19.48
2021-09-10,19.279999
2021-09-11,18.25
2021-09-12,16.71
2021-09-13,15.179999
2021-09-14,16.85
2021-09-15,17.289999
2021-09-16,16.369999
2021-09-17,15.48
2021-09-18,14.969999
2021-09-19,14.839999
2021-09-20,12.599999
