time,ES114
2021-01-01,-0.5990909
2021-01-02,-0.34636363
2021-01-03,0.34727272
2021-01-04,1.2127273
2021-01-05,2.242727
2021-01-06,1.8290908
2021-01-07,0.097272724
2021-01-08,0.08909091
2021-01-09,0.2090909
2021-01-10,0.94272727
2021-01-11,-0.014545446
2021-01-12,0.4972727
2021-01-13,-0.2481818
2021-01-14,-0.54545456
2021-01-15,-2.26
2021-01-16,-1.6972728
2021-01-17,-6.856363
2021-01-18,-8.604545
2021-01-19,-3.8390908
2021-01-20,2.0581818
2021-01-21,4.9936366
2021-01-22,5.531818
2021-01-23,1.3172728
2021-01-24,1.238182
2021-01-25,0.3990909
2021-01-26,0.5690909
2021-01-27,0.49090907
2021-01-28,0.07272727
2021-01-29,-0.111818165
2021-01-30,-1.1881818
2021-01-31,-1.880909
2021-02-01,-3.9345458
2021-02-02,-2.4609091
2021-02-03,-0.26909092
2021-02-04,-0.46363637
2021-02-05,-4.39
2021-02-06,-5.1372724
2021-02-07,-9.235455
2021-02-08,-9.295455
2021-02-09,-7.3081813
2021-02-10,-8.24091
2021-02-11,-5.609091
2021-02-12,-6.2136364
2021-02-13,-0.9763636
2021-02-14,-0.48636362
2021-02-15,-4.5463634
2021-02-16,-3.3418183
2021-02-17,-0.6809091
2021-02-18,-1.4963635
2021-02-19,0.011818182
2021-02-20,3.138182
2021-02-21,5.04
2021-02-22,5.206363
2021-02-23,5.368181
2021-02-24,8.310909
2021-02-25,9.463637
2021-02-26,6.705455
2021-02-27,4.2563634
2021-02-28,2.73
2021-03-01,3.3963637
2021-03-02,3.12
2021-03-03,2.8290908
2021-03-04,1.9954544
2021-03-05,-0.12090909
2021-03-06,-0.095454544
2021-03-07,1.7836362
2021-03-08,-0.12272727
2021-03-09,-1.4963638
2021-03-10,-0.4318182
2021-03-11,0.20545454
2021-03-12,4.911818
2021-03-13,5.1690907
2021-03-14,3.6009092
2021-03-15,3.970909
2021-03-16,2.6972725
2021-03-17,2.4299998
2021-03-18,1.4627273
2021-03-19,-0.42818174
2021-03-20,-0.6618181
2021-03-21,3.0554545
2021-03-22,3.0027275
2021-03-23,4.6609087
2021-03-24,5.651818
2021-03-25,6.14
2021-03-26,7.0399995
2021-03-27,9.074545
2021-03-28,6.1281815
2021-03-29,8.299091
2021-03-30,12.132727
2021-03-31,11.498183
2021-04-01,8.260909
2021-04-02,4.211818
2021-04-03,3.3490908
2021-04-04,3.7045455
2021-04-05,2.7545455
2021-04-06,2.1027272
2021-04-07,2.5372727
2021-04-08,4.24
2021-04-09,6.1581817
2021-04-10,5.3445454
2021-04-11,9.675454
2021-04-12,8.804545
2021-04-13,4.110909
2021-04-14,3.6563635
2021-04-15,3.7418184
2021-04-16,4.791818
2021-04-17,5.734545
2021-04-18,7.170909
2021-04-19,7.7763643
2021-04-20,7.289091
2021-04-21,7.9663634
2021-04-22,5.258182
2021-04-23,5.5254545
2021-04-24,5.1272726
2021-04-25,2.8372724
2021-04-26,2.1572726
2021-04-27,4.5618176
2021-04-28,6.6890903
2021-04-29,9.704545
2021-04-30,7.0872726
2021-05-01,4.521818
2021-05-02,6.4481816
2021-05-03,6.7309084
2021-05-04,7.4427276
2021-05-05,9.66
2021-05-06,7.2799993
2021-05-07,5.2572722
2021-05-08,6.6409087
2021-05-09,12.121818
2021-05-10,18.866362
2021-05-11,20.812727
2021-05-12,18.972725
2021-05-13,14.587274
2021-05-14,12.136364
2021-05-15,10.851818
2021-05-16,12.388183
2021-05-17,12.4118185
2021-05-18,12.41
2021-05-19,11.512727
2021-05-20,10.756364
2021-05-21,11.984544
2021-05-22,12.086365
2021-05-23,11.000909
2021-05-24,12.180908
2021-05-25,13.681817
2021-05-26,10.236363
2021-05-27,10.79
2021-05-28,10.501818
2021-05-29,10.580001
2021-05-30,10.942727
2021-05-31,11.116364
2021-06-01,12.393637
2021-06-02,15.619999
2021-06-03,14.876364
2021-06-04,15.731817
2021-06-05,16.082726
2021-06-06,14.781818
2021-06-07,15.650908
2021-06-08,16.07091
2021-06-09,16.337273
2021-06-10,16.305454
2021-06-11,17.57909
2021-06-12,16.117271
2021-06-13,14.599091
2021-06-14,15.33909
2021-06-15,16.666363
2021-06-16,14.325454
2021-06-17,20.00818
2021-06-18,24.109999
2021-06-19,25.675457
2021-06-20,26.309998
2021-06-21,26.330908
2021-06-22,22.756361
2021-06-23,18.45818
2021-06-24,17.120909
2021-06-25,17.594545
2021-06-26,16.905453
2021-06-27,17.101818
2021-06-28,17.97909
2021-06-29,19.663637
2021-06-30,22.47
2021-07-01,18.958183
2021-07-02,17.935455
2021-07-03,18.385454
2021-07-04,19.51091
2021-07-05,20.68818
2021-07-06,21.293634
2021-07-07,20.698181
2021-07-08,18.097273
2021-07-09,20.14
2021-07-10,19.07909
2021-07-11,18.751818
2021-07-12,20.009998
2021-07-13,21.705452
2021-07-14,23.593634
2021-07-15,23.336365
2021-07-16,22.841818
2021-07-17,22.675453
2021-07-18,20.106361
2021-07-19,18.761818
2021-07-20,17.129091
2021-07-21,18.433636
2021-07-22,17.81818
2021-07-23,17.711817
2021-07-24,18.798182
2021-07-25,20.869999
2021-07-26,22.40727
2021-07-27,22.588182
2021-07-28,21.083635
2021-07-29,19.922726
2021-07-30,18.14909
2021-07-31,18.614544
2021-08-01,17.73182
2021-08-02,16.441816
2021-08-03,16.260908
2021-08-04,15.833636
2021-08-05,15.679999
2021-08-06,17.050909
2021-08-07,18.223637
2021-08-08,19.006363
2021-08-09,17.896364
2021-08-10,18.034546
2021-08-11,16.235453
2021-08-12,17.547272
2021-08-13,19.948181
2021-08-14,19.865456
2021-08-15,18.420908
2021-08-16,19.107271
2021-08-17,15.384545
2021-08-18,15.258182
2021-08-19,16.946363
2021-08-20,16.568182
2021-08-21,15.901819
2021-08-22,14.8436365
2021-08-23,15.619091
2021-08-24,14.624546
2021-08-25,12.802726
2021-08-26,13.807273
2021-08-27,13.581819
2021-08-28,13.839092
2021-08-29,15.042726
2021-08-30,15.690908
2021-08-31,15.742725
2021-09-01,15.5
2021-09-02,15.030909
2021-09-03,14.419999
2021-09-04,12.094546
2021-09-05,11.847274
2021-09-06,14.203637
2021-09-07,16.130909
2021-09-08,16.165453
2021-09-09,18.241817
2021-09-10,19.045454
2021-09-11,18.885454
2021-09-12,17.744545
2021-09-13,16.309092
2021-09-14,15.012727
2021-09-15,16.163633
2021-09-16,16.761818
2021-09-17,15.832727
2021-09-18,12.854545
2021-09-19,11.333635
2021-09-20,11.186363
2021-09-21,9.981818
2021-09-22,10.158181
2021-09-23,12.768183
2021-09-24,13.273636
2021-09-25,15.215455
2021-09-26,13.33909
2021-09-27,15.032727
2021-09-28,13.8781805
2021-09-29,13.328182
2021-09-30,12.016363
2021-10-01,11.022727
2021-10-02,12.316363
2021-10-03,15.129089
2021-10-04,14.895455
2021-10-05,15.786363
2021-10-06,15.049999
2021-10-07,12.417273
2021-10-08,10.601818
2021-10-09,7.9399996
2021-10-10,7.794546
2021-10-11,7.787273
2021-10-12,8.235455
2021-10-13,7.6554546
2021-10-14,7.0990906
2021-10-15,11.014545
2021-10-16,8.748182
2021-10-17,9.001819
2021-10-18,7.8463635
2021-10-19,10.429999
2021-10-20,14.86
2021-10-21,12.442727
2021-10-22,7.5072722
2021-10-23,7.3481812
2021-10-24,6.0427275
2021-10-25,6.7963634
2021-10-26,7.8390903
2021-10-27,10.402726
2021-10-28,12.046365
2021-10-29,9.175454
2021-10-30,9.397272
2021-10-31,11.3381815
2021-11-01,10.263637
2021-11-02,8.223636
2021-11-03,7.191818
2021-11-04,5.852727
2021-11-05,7.702727
2021-11-06,8.495454
2021-11-07,7.95
2021-11-08,7.0363636
2021-11-09,3.9654543
2021-11-10,6.89
2021-11-11,6.03
2021-11-12,6.9427266
2021-11-13,5.372727
2021-11-14,6.6190915
2021-11-15,5.400909
2021-11-16,5.1790905
2021-11-17,4.413636
2021-11-18,6.3809085
2021-11-19,9.775454
2021-11-20,10.349091
2021-11-21,7.404546
2021-11-22,3.6045454
2021-11-23,3.7645454
2021-11-24,5.870909
2021-11-25,4.9909086
2021-11-26,3.4454544
2021-11-27,1.7445453
2021-11-28,1.4854546
2021-11-29,1.6363636
2021-11-30,1.0418181
2021-12-01,0.46727273
2021-12-02,3.2563632
2021-12-03,0.15090908
2021-12-04,0.16545454
2021-12-05,0.28363636
2021-12-06,-0.7627273
2021-12-07,-3.873636
2021-12-08,-5.155454
2021-12-09,-4.4054546
2021-12-10,-1.4690909
2021-12-11,-1.6972728
2021-12-12,-2.8899999
2021-12-13,0.24272728
2021-12-14,3.211818
2021-12-15,4.7609096
2021-12-16,6.228182
2021-12-17,4.7363634
2021-12-18,4.0127273
2021-12-19,3.880909
2021-12-20,1.1090909
2021-12-21,-1.4663635
2021-12-22,-2.4627273
2021-12-23,-2.2436364
2021-12-24,-1.430909
2021-12-25,-4.586364
2021-12-26,-4.8618183
2021-12-27,-6.764545
2021-12-28,-5.3645453
2021-12-29,-1.6981816
2021-12-30,2.1845453
2021-12-31,7.2899995
