time,DEA43
2021-01-01,-5.5344443
2021-01-02,-2.6088889
2021-01-03,-2.5099998
2021-01-04,-5.2377777
2021-01-05,-5.3311105
2021-01-06,-4.2988887
2021-01-07,-7.3022223
2021-01-08,-9.719999
2021-01-09,-10.694445
2021-01-10,-9.538889
2021-01-11,-10.7699995
2021-01-12,-7.961111
2021-01-13,-5.2944446
2021-01-14,-4.585555
2021-01-15,-8.1066675
2021-01-16,-10.096667
2021-01-17,-8.504444
2021-01-18,-5.538889
2021-01-19,-6.1388884
2021-01-20,-3.728889
2021-01-21,-1.8622222
2021-01-22,1.1122222
2021-01-23,-1.1044444
2021-01-24,-5.1522226
2021-01-25,-8.124445
2021-01-26,-7.5777774
2021-01-27,-7.7877774
2021-01-28,-3.96
2021-01-29,-0.32
2021-01-30,-0.67444444
2021-01-31,-0.24555556
2021-02-01,-2.4533334
2021-02-02,-0.77888894
2021-02-03,0.20888889
2021-02-04,1.8255553
2021-02-05,1.6511111
2021-02-06,1.3711113
2021-02-07,1.2177777
2021-02-08,-0.3455555
2021-02-09,-0.79999995
2021-02-10,-0.73888886
2021-02-11,-3.6877775
2021-02-12,-8.469999
2021-02-13,-9.805555
2021-02-14,-9.766666
2021-02-15,-8.054444
2021-02-16,-1.5644444
2021-02-17,1.19
2021-02-18,-0.48555553
2021-02-19,0.5411111
2021-02-20,1.07
2021-02-21,0.63777775
2021-02-22,2.9911108
2021-02-23,3.3044443
2021-02-24,3.5388887
2021-02-25,3.9333332
2021-02-26,4.0377774
2021-02-27,2.4366667
2021-02-28,-0.20999998
2021-03-01,1.0055555
2021-03-02,1.6255555
2021-03-03,2.3766663
2021-03-04,2.578889
2021-03-05,1.7744445
2021-03-06,-1.8788888
2021-03-07,-1.857778
2021-03-08,-0.03888884
2021-03-09,-0.45555565
2021-03-10,-1.6433332
2021-03-11,-0.4388889
2021-03-12,2.0677776
2021-03-13,0.85888886
2021-03-14,-0.17111103
2021-03-15,-1.9099998
2021-03-16,-1.727778
2021-03-17,-2.6911108
2021-03-18,-3.8044443
2021-03-19,-5.615556
2021-03-20,-6.0188885
2021-03-21,-5.7222223
2021-03-22,-2.6999998
2021-03-23,-1.8855555
2021-03-24,1.0055556
2021-03-25,3.0311112
2021-03-26,2.9877777
2021-03-27,2.791111
2021-03-28,3.083333
2021-03-29,5.5311112
2021-03-30,8.030001
2021-03-31,8.24
2021-04-01,9.163334
2021-04-02,8.404444
