time,DE40E
2021-05-04,6.8299994
2021-05-05,5.27
2021-05-06,3.9060001
2021-05-07,5.586
2021-05-08,8.224
2021-05-09,10.389999
2021-05-10,8.839999
2021-05-11,5.84
2021-05-12,6.31
2021-05-13,5.6759996
2021-05-14,5.368
2021-05-15,3.9199996
2021-05-16,5.726
2021-05-17,6.238
2021-05-18,6.0659995
2021-05-19,5.9399996
2021-05-20,7.496
2021-05-21,7.252
2021-05-22,6.192
2021-05-23,7.7400002
2021-05-24,6.8880005
2021-05-25,6.546
2021-05-26,8.5199995
2021-05-27,9.528
2021-05-28,10.836
2021-05-29,11.004
2021-05-30,10.756
2021-05-31,11.547999
2021-06-01,12.962
2021-06-02,11.657999
2021-06-03,13.733999
2021-06-04,14.617999
2021-06-05,11.274
2021-06-06,12.142
2021-06-07,12.008
2021-06-08,12.445999
2021-06-09,13.073999
2021-06-10,14.157999
2021-06-11,15.016001
2021-06-12,15.729999
2021-06-13,18.013998
2021-06-14,18.008
2021-06-15,17.868
2021-06-16,18.004
2021-06-17,18.676
2021-06-18,18.501999
2021-06-19,18.416
2021-06-20,16.794
2021-06-21,15.511999
2021-06-22,13.92
2021-06-23,13.6
2021-06-24,12.044
2021-06-25,12.483999
2021-06-26,15.275999
2021-06-27,16.513998
2021-06-28,17.786
2021-06-29,13.454
2021-06-30,12.162
2021-07-01,13.073999
2021-07-02,14.559999
2021-07-03,14.1
2021-07-04,12.309999
2021-07-05,14.722
2021-07-06,16.178
2021-07-07,14.159999
2021-07-08,11.386
2021-07-09,12.65
2021-07-10,14.712
2021-07-11,14.82
2021-07-12,15.969999
2021-07-13,10.584
2021-07-14,9.778
2021-07-15,11.208
2021-07-16,12.57
2021-07-17,15.823999
2021-07-18,17.952
2021-07-19,17.724
2021-07-20,17.772
2021-07-21,17.964
2021-07-22,18.244
2021-07-23,18.845999
2021-07-24,17.73
2021-07-25,14.504001
2021-07-26,14.173999
2021-07-27,14.476
2021-07-28,13.625999
2021-07-29,16.079998
2021-07-30,16.296
2021-07-31,14.372
2021-08-01,10.624001
2021-08-02,11.61
2021-08-03,11.339999
2021-08-04,10.624
2021-08-05,12.506
2021-08-06,14.392
2021-08-07,13.879999
2021-08-08,12.892
2021-08-09,14.525999
2021-08-10,16.784
2021-08-11,18.034
2021-08-12,19.196
2021-08-13,19.35
2021-08-14,20.268
2021-08-15,20.392
2021-08-16,15.007998
2021-08-17,13.986
2021-08-18,13.745999
2021-08-19,14.483999
2021-08-20,15.364
2021-08-21,16.764
2021-08-22,15.153999
2021-08-23,14.539999
2021-08-24,13.745999
2021-08-25,12.983999
2021-08-26,13.637999
2021-08-27,12.603999
2021-08-28,11.089999
2021-08-29,10.587999
2021-08-30,11.308
2021-08-31,11.935999
2021-09-01,13.023999
2021-09-02,14.402
2021-09-03,14.309999
2021-09-04,14.142
2021-09-05,14.639999
2021-09-06,14.736
2021-09-07,14.75
2021-09-08,14.339999
2021-09-09,13.922
2021-09-10,13.179998
2021-09-11,14.032001
2021-09-12,14.132001
2021-09-13,15.0199995
2021-09-14,14.983999
2021-09-15,13.483999
2021-09-16,12.9
2021-09-17,12.609999
2021-09-18,12.85
2021-09-19,7.7479997
2021-09-20,8.018
2021-09-21,9.888
2021-09-22,11.05
2021-09-23,12.054
2021-09-24,12.309999
2021-09-25,13.301999
2021-09-26,11.929999
2021-09-27,11.484
2021-09-28,12.238
2021-09-29,10.438
2021-09-30,9.32
2021-10-01,10.356
2021-10-02,10.8619995
2021-10-03,10.752
2021-10-04,9.5720005
2021-10-05,7.6079993
2021-10-06,6.2
2021-10-07,7.0980005
2021-10-08,7.3439994
2021-10-09,7.436
2021-10-10,5.954
2021-10-11,5.368
2021-10-12,4.698
2021-10-13,4.4440002
2021-10-14,4.238
2021-10-15,5.2539997
2021-10-16,6.2839994
2021-10-17,6.4159994
2021-10-18,7.634
2021-10-19,9.528
2021-10-20,10.139999
2021-10-21,7.002
2021-10-22,5.4979997
2021-10-23,5.4
2021-10-24,6.8619995
2021-10-25,5.614
2021-10-26,4.4619994
2021-10-27,6.198
2021-10-28,6.872
2021-10-29,6.738
2021-10-30,5.3539996
2021-10-31,5.854
2021-11-01,3.846
2021-11-02,3.0219998
2021-11-03,1.7540001
2021-11-04,0.53400004
2021-11-05,-0.44
2021-11-06,0.43199986
2021-11-07,2.102
2021-11-08,1.1620001
2021-11-09,3.428
2021-11-10,6.672
2021-11-11,7.9
2021-11-12,7.22
2021-11-13,4.526
2021-11-14,2.716
2021-11-15,3.9019997
2021-11-16,4.6099997
2021-11-17,3.3040001
2021-11-18,3.286
2021-11-19,5.134
2021-11-20,4.9619994
2021-11-21,3.126
2021-11-22,1.6759999
2021-11-23,2.784
2021-11-24,2.28
2021-11-25,1.6040001
2021-11-26,-0.62399995
2021-11-27,-1.9539999
2021-11-28,-3.9240003
2021-11-29,-4.1879997
2021-11-30,-3.5180001
2021-12-01,-1.184
2021-12-02,-2.532
2021-12-03,-3.6739998
2021-12-04,-1.4799999
2021-12-05,-3.572
2021-12-06,-4.0899997
2021-12-07,-2.5400002
2021-12-08,-4.172
2021-12-09,-3.25
2021-12-10,-5.5099998
2021-12-11,-2.7059999
2021-12-12,-1.2779999
2021-12-13,1.732
2021-12-14,1.9939998
2021-12-15,2.0540001
2021-12-16,0.812
2021-12-17,1.2039999
2021-12-18,0.90200007
2021-12-19,0.16
2021-12-20,0.976
2021-12-21,-1.012
2021-12-22,-1.6459999
2021-12-23,-1.434
2021-12-24,-0.26599997
2021-12-25,0.26399997
2021-12-26,0.21800002
2021-12-27,0.194
2021-12-28,1.03
2021-12-29,2.9259999
2021-12-30,4.282
2021-12-31,5.356
