time,LT022
2021-01-01,-1.2183332
2021-01-02,2.9683332
2021-01-03,2.3433332
2021-01-04,3.1850002
2021-01-05,2.8883333
2021-01-06,2.97
2021-01-07,-0.955
2021-01-08,-0.35666665
2021-01-09,0.23833333
2021-01-10,0.15166666
2021-01-11,4.983333
2021-01-12,8.228333
2021-01-13,6.2883325
2021-01-14,9.108334
2021-01-15,1.665
2021-01-16,4.325
2021-01-17,5.896666
2021-01-18,4.45
2021-01-19,8.86
2021-01-20,9.443333
2021-01-21,5.8033333
2021-01-22,3.7066662
2021-01-23,1.3866667
2021-01-24,0.023333332
2021-01-25,1.4283333
2021-01-26,2.4966667
2021-01-27,7.4916663
2021-01-28,10.595
2021-01-29,9.738333
2021-01-30,6.17
2021-01-31,1.6733333
2021-02-01,2.703333
2021-02-02,7.4250007
2021-02-03,8.009999
2021-02-04,5.818333
2021-02-05,6.7533326
2021-02-06,3.67
2021-02-07,2.6566665
2021-02-08,-1.2016667
2021-02-09,-0.6633333
2021-02-10,0.285
2021-02-11,-1.8766667
2021-02-12,0.22999997
2021-02-13,-1.3633333
2021-02-14,2.5466666
2021-02-15,7.586666
2021-02-16,8.9383335
2021-02-17,8.626666
2021-02-18,8.511666
2021-02-19,6.558333
2021-02-20,10.535001
2021-02-21,10.611667
2021-02-22,8.221667
2021-02-23,6.9249997
2021-02-24,11.815
2021-02-25,9.376666
2021-02-26,5.6266665
2021-02-27,5.78
2021-02-28,5.988333
2021-03-01,6.9216666
2021-03-02,5.3166666
2021-03-03,6.065
2021-03-04,5.611666
2021-03-05,4.523333
2021-03-06,2.5616667
2021-03-07,2.3083334
2021-03-08,3.6066666
2021-03-09,6.0333333
2021-03-10,7.1416664
2021-03-11,9.568334
2021-03-12,7.03
2021-03-13,7.438333
2021-03-14,6.771666
2021-03-15,9.83
2021-03-16,10.44
2021-03-17,7.1649995
2021-03-18,6.3566666
2021-03-19,8.94
2021-03-20,5.728333
2021-03-21,9.011666
2021-03-22,7.3316665
2021-03-23,6.7083335
2021-03-24,7.308333
2021-03-25,6.431667
2021-03-26,9.43
2021-03-27,6.7450004
2021-03-28,9.746666
2021-03-29,11.883332
2021-03-30,10.808334
2021-03-31,12.508334
2021-04-01,11.3533325
2021-04-02,7.528333
2021-04-03,6.68
2021-04-04,6.8116665
2021-04-05,7.138334
2021-04-06,3.0900002
2021-04-07,1.975
2021-04-08,6.5383334
2021-04-09,7.161667
2021-04-10,6.1749997
2021-04-11,4.6866665
2021-04-12,4.565
2021-04-13,4.8016663
2021-04-14,6.2816663
2021-04-15,4.8433332
2021-04-16,4.7949996
2021-04-17,6.123333
2021-04-18,6.6966667
2021-04-19,7.338333
2021-04-20,8.79
2021-04-21,9.825
2021-04-22,7.7883334
2021-04-23,8.845
2021-04-24,9.758334
2021-04-25,8.6449995
2021-04-26,7.7883325
2021-04-27,7.273333
2021-04-28,8.086667
2021-04-29,6.523333
2021-04-30,6.78
2021-05-01,5.9300003
2021-05-02,6.523333
2021-05-03,7.5
2021-05-04,10.238334
2021-05-05,7.143333
2021-05-06,6.615
2021-05-07,7.4516664
2021-05-08,10.738332
2021-05-09,13.981667
2021-05-10,12.091667
2021-05-11,10.113333
2021-05-12,11.548332
2021-05-13,11.221665
2021-05-14,10.363334
2021-05-15,11.118333
2021-05-16,10.32
2021-05-17,12.396667
2021-05-18,10.373333
2021-05-19,12.278333
2021-05-20,9.515
2021-05-21,10.663333
2021-05-22,11.543332
2021-05-23,7.986666
2021-05-24,9.375
2021-05-25,10.623333
2021-05-26,10.863332
2021-05-27,11.764999
2021-05-28,13.191666
2021-05-29,15.871666
2021-05-30,13.315
2021-05-31,14.935
2021-06-01,17.038334
2021-06-02,17.986666
2021-06-03,15.691666
2021-06-04,14.304999
2021-06-05,14.138333
2021-06-06,15.649999
2021-06-07,15.201665
2021-06-08,14.866666
2021-06-09,15.316666
2021-06-10,17.495
2021-06-11,17.931665
2021-06-12,17.613333
2021-06-13,18.11
2021-06-14,19.175
2021-06-15,18.62
2021-06-16,18.074999
2021-06-17,18.721666
2021-06-18,14.213333
2021-06-19,13.156667
2021-06-20,15.238334
2021-06-21,12.256667
2021-06-22,13.548332
2021-06-23,13.12
2021-06-24,14.579999
2021-06-25,16.03
2021-06-26,14.156667
2021-06-27,16.616667
2021-06-28,17.283333
2021-06-29,16.381668
2021-06-30,15.543332
2021-07-01,17.103334
2021-07-02,17.238333
2021-07-03,17.338333
2021-07-04,17.175001
2021-07-05,15.491666
2021-07-06,15.208333
2021-07-07,16.258333
2021-07-08,16.805
2021-07-09,16.801666
2021-07-10,15.131665
2021-07-11,14.113334
2021-07-12,16.808332
2021-07-13,18.001665
2021-07-14,18.808332
2021-07-15,17.783333
2021-07-16,18.063334
2021-07-17,20.351667
2021-07-18,21.085
2021-07-19,22.526667
2021-07-20,22.365
2021-07-21,21.881666
2021-07-22,21.855001
2021-07-23,19.634998
2021-07-24,18.376665
2021-07-25,17.935
2021-07-26,18.981667
2021-07-27,17.666666
2021-07-28,17.521667
2021-07-29,16.328333
2021-07-30,16.566666
2021-07-31,16.808332
2021-08-01,16.343334
2021-08-02,15.366666
2021-08-03,14.506665
2021-08-04,16.145
2021-08-05,15.506665
2021-08-06,17.598333
2021-08-07,16.116667
2021-08-08,15.933333
2021-08-09,16.398333
2021-08-10,16.914999
2021-08-11,16.201668
2021-08-12,18.03
2021-08-13,16.875
2021-08-14,17.71
2021-08-15,17.646666
2021-08-16,15.904999
2021-08-17,15.463333
2021-08-18,18.023333
2021-08-19,16.406666
2021-08-20,16.863333
2021-08-21,17.751665
2021-08-22,18.456665
2021-08-23,17.465002
2021-08-24,16.85
2021-08-25,16.653334
2021-08-26,16.626665
2021-08-27,14.293332
2021-08-28,14.778333
2021-08-29,14.508332
2021-08-30,15.21
2021-08-31,15.7716675
2021-09-01,15.929999
2021-09-02,16.481667
2021-09-03,16.198334
2021-09-04,16.115
2021-09-05,18.885
2021-09-06,19.791666
2021-09-07,20.914999
2021-09-08,20.973331
2021-09-09,18.333334
2021-09-10,18.571665
2021-09-11,18.498335
2021-09-12,15.086666
2021-09-13,16.12
2021-09-14,17.616667
2021-09-15,17.411667
2021-09-16,16.119999
2021-09-17,16.109999
2021-09-18,17.335
2021-09-19,16.32
2021-09-20,15.37
2021-09-21,14.375
2021-09-22,14.313333
2021-09-23,15.508332
2021-09-24,16.693335
2021-09-25,16.683332
2021-09-26,16.876665
2021-09-27,16.971666
2021-09-28,13.808333
2021-09-29,11.75
2021-09-30,10.79
2021-10-01,15.703334
2021-10-02,10.958333
2021-10-03,12.818334
2021-10-04,13.036667
2021-10-05,12.869999
2021-10-06,13.003333
2021-10-07,14.948334
2021-10-08,15.125
2021-10-09,12.811666
2021-10-10,13.606667
2021-10-11,10.621667
2021-10-12,11.011665
2021-10-13,12.396667
2021-10-14,13.643333
2021-10-15,12.446666
2021-10-16,13.373333
2021-10-17,13.128334
2021-10-18,12.045001
2021-10-19,17.076666
2021-10-20,16.074999
2021-10-21,10.411666
2021-10-22,8.9383335
2021-10-23,11.216666
2021-10-24,12.72
2021-10-25,13.226666
2021-10-26,12.285
2021-10-27,14.906667
2021-10-28,14.123333
2021-10-29,13.774999
2021-10-30,12.003334
2021-10-31,10.966667
2021-11-01,11.173332
2021-11-02,7.318333
2021-11-03,5.33
2021-11-04,7.103334
2021-11-05,5.193333
2021-11-06,9.911666
2021-11-07,9.803333
2021-11-08,7.0149994
2021-11-09,12.178332
2021-11-10,12.331666
2021-11-11,10.168334
2021-11-12,11.388333
2021-11-13,11.329999
2021-11-14,10.873333
2021-11-15,10.490001
2021-11-16,6.506666
2021-11-17,9.315
2021-11-18,8.996667
2021-11-19,10.825
2021-11-20,9.693333
2021-11-21,7.1416664
2021-11-22,5.7533326
2021-11-23,4.313333
2021-11-24,4.0183334
2021-11-25,4.603333
2021-11-26,5.4283333
2021-11-27,3.4433334
2021-11-28,2.245
2021-11-29,0.76833326
2021-11-30,7.2466664
2021-12-01,8.908334
2021-12-02,2.4316666
2021-12-03,4.7766666
2021-12-04,6.3933334
2021-12-05,4.7116666
2021-12-06,4.4733334
2021-12-07,4.651666
2021-12-08,6.8216667
2021-12-09,6.2400002
2021-12-10,6.0066667
2021-12-11,5.521667
2021-12-12,11.083333
2021-12-13,10.536667
2021-12-14,10.606667
2021-12-15,11.274999
2021-12-16,9.795
2021-12-17,8.996666
2021-12-18,7.4366665
2021-12-19,5.228333
2021-12-20,5.0066667
2021-12-21,4.9599996
2021-12-22,1.3483334
2021-12-23,7.73
2021-12-24,8.443334
2021-12-25,7.593333
2021-12-26,9.211666
2021-12-27,8.333333
2021-12-28,10.089999
2021-12-29,10.898334
2021-12-30,12.864999
2021-12-31,12.87
