time,FRE11
2021-05-26,9.592222
2021-05-27,9.896667
2021-05-28,12.232222
2021-05-29,14.586665
2021-05-30,14.786667
2021-05-31,14.578888
2021-06-01,17.178888
2021-06-02,16.727776
2021-06-03,14.082222
2021-06-04,11.946667
2021-06-05,12.616666
2021-06-06,13.204444
2021-06-07,13.3555565
2021-06-08,13.812222
2021-06-09,14.517778
2021-06-10,16.072222
2021-06-11,15.823334
2021-06-12,14.016666
2021-06-13,16.604445
2021-06-14,15.192222
2021-06-15,14.469999
2021-06-16,15.295556
2021-06-17,13.477778
2021-06-18,12.699999
2021-06-19,13.625556
2021-06-20,14.1855545
2021-06-21,12.95
2021-06-22,12.613333
2021-06-23,11.851111
2021-06-24,15.063333
2021-06-25,12.251111
2021-06-26,13.602222
2021-06-27,15.252221
2021-06-28,14.860001
2021-06-29,14.677776
2021-06-30,14.203333
2021-07-01,13.647778
2021-07-02,14.518888
2021-07-03,16.232222
2021-07-04,15.894444
2021-07-05,14.049999
2021-07-06,13.237778
2021-07-07,15.035555
2021-07-08,15.297777
2021-07-09,14.7699995
2021-07-10,15.179999
2021-07-11,14.117778
2021-07-12,15.57889
2021-07-13,16.119999
2021-07-14,16.044445
2021-07-15,16.345556
2021-07-16,16.867777
2021-07-17,19.678888
2021-07-18,21.217777
2021-07-19,21.253334
2021-07-20,20.424444
2021-07-21,20.278887
2021-07-22,21.98222
2021-07-23,20.66889
2021-07-24,17.726667
2021-07-25,17.184444
2021-07-26,16.658888
2021-07-27,16.472221
2021-07-28,15.21111
2021-07-29,14.855556
2021-07-30,14.234445
2021-07-31,15.469999
2021-08-01,14.836665
2021-08-02,14.291111
2021-08-03,13.453334
2021-08-04,14.987778
2021-08-05,15.235555
2021-08-06,15.813333
2021-08-07,14.877777
2021-08-08,15.333333
2021-08-09,15.324444
2021-08-10,15.494446
2021-08-11,15.281111
2021-08-12,15.256666
2021-08-13,16.454445
2021-08-14,16.003334
2021-08-15,15.825555
2021-08-16,14.291111
2021-08-17,14.484445
2021-08-18,14.823332
2021-08-19,15.29
2021-08-20,16.584444
2021-08-21,16.541111
2021-08-22,15.948888
2021-08-23,15.859999
2021-08-24,15.785555
2021-08-25,15.546666
2021-08-26,15.204444
2021-08-27,13.827778
2021-08-28,14.02
2021-08-29,14.77
2021-08-30,14.441112
2021-08-31,14.316668
2021-09-01,14.696666
2021-09-02,15.092222
2021-09-03,15.283334
2021-09-04,16.164442
2021-09-05,16.955557
2021-09-06,18.24778
2021-09-07,20.747776
2021-09-08,20.262224
2021-09-09,17.99111
2021-09-10,17.1
2021-09-11,16.043331
2021-09-12,13.658889
2021-09-13,14.545554
2021-09-14,15.946667
2021-09-15,15.064443
2021-09-16,14.587777
2021-09-17,15.401112
2021-09-18,15.568889
2021-09-19,13.958889
2021-09-20,13.537778
2021-09-21,14.135554
2021-09-22,14.503333
2021-09-23,15.012222
2021-09-24,15.708889
2021-09-25,16.38
2021-09-26,15.943334
2021-09-27,12.712223
2021-09-28,12.172221
2021-09-29,11.117778
2021-09-30,12.236667
2021-10-01,12.998889
2021-10-02,10.135555
2021-10-03,11.052223
2021-10-04,11.64111
2021-10-05,11.617777
2021-10-06,12.813333
2021-10-07,14.922221
2021-10-08,15.783332
2021-10-09,15.141111
2021-10-10,13.534443
2021-10-11,12.218889
2021-10-12,11.55
2021-10-13,13.153333
2021-10-14,12.431111
2021-10-15,11.9
2021-10-16,12.161111
2021-10-17,13.595554
2021-10-18,13.733334
2021-10-19,15.592222
2021-10-20,12.577778
2021-10-21,9.3133335
2021-10-22,9.903332
2021-10-23,10.467778
2021-10-24,12.947778
2021-10-25,12.264444
2021-10-26,12.014445
2021-10-27,14.844443
2021-10-28,13.768889
2021-10-29,11.537777
2021-10-30,9.995555
2021-10-31,9.571111
2021-11-01,9.679999
2021-11-02,7.3866663
2021-11-03,7.4300003
2021-11-04,7.7022223
2021-11-05,8.421111
2021-11-06,10.772222
2021-11-07,10.206666
2021-11-08,9.246666
2021-11-09,12.7277775
2021-11-10,10.652222
2021-11-11,10.078889
2021-11-12,11.625555
2021-11-13,11.715556
2021-11-14,10.308888
2021-11-15,10.247777
2021-11-16,9.766666
2021-11-17,10.15
2021-11-18,10.378887
2021-11-19,11.285556
2021-11-20,10.263332
2021-11-21,7.1999993
2021-11-22,5.1777782
2021-11-23,5.7244444
2021-11-24,7.2199993
2021-11-25,6.2422223
2021-11-26,6.9155555
2021-11-27,4.58
2021-11-28,4.3111105
2021-11-29,3.8922222
2021-11-30,9.226666
2021-12-01,8.062222
2021-12-02,4.507777
2021-12-03,6.027777
2021-12-04,6.334444
2021-12-05,6.1366673
2021-12-06,5.3288884
2021-12-07,5.7766666
2021-12-08,5.386667
2021-12-09,7.3022213
2021-12-10,5.93
2021-12-11,7.7288885
2021-12-12,11.412222
2021-12-13,9.61
2021-12-14,9.665554
2021-12-15,10.204444
2021-12-16,9.306666
2021-12-17,7.622222
2021-12-18,6.998888
2021-12-19,6.2055554
2021-12-20,4.3911114
2021-12-21,4.565555
2021-12-22,3.248889
2021-12-23,7.883333
2021-12-24,8.475556
2021-12-25,8.024444
2021-12-26,8.805555
2021-12-27,8.142223
2021-12-28,8.617777
2021-12-29,9.537777
2021-12-30,12.272221
2021-12-31,12.784445
