time,DEF05
2021-08-30,16.199999
2021-08-31,16.369999
2021-09-01,15.95
2021-09-02,14.440001
2021-09-03,14.46
2021-09-04,14.629999
2021-09-05,13.78
2021-09-06,14.449999
2021-09-07,16.509998
2021-09-08,17.47
2021-09-09,18.91
2021-09-10,19.65
2021-09-11,18.17
2021-09-12,17.41
2021-09-13,14.535
2021-09-14,16.244999
2021-09-15,17.305
2021-09-16,15.639999
2021-09-17,14.225
2021-09-18,13.865
2021-09-19,12.514999
2021-09-20,11.809999
2021-09-21,11.785
2021-09-22,13.929999
2021-09-23,13.6449995
2021-09-24,14.815001
2021-09-25,17.115
2021-09-26,17.985
2021-09-27,18.015
2021-09-28,13.389999
2021-09-29,11.51
2021-09-30,11.575
2021-10-01,13.029999
2021-10-02,13.985
2021-10-03,18.189999
2021-10-04,12.389999
2021-10-05,10.91
2021-10-06,11.889999
2021-10-07,10.264999
2021-10-08,10.215
2021-10-09,9.07
2021-10-10,6.7
2021-10-11,9.985
2021-10-12,8.594999
2021-10-13,7.375
2021-10-14,11.83
2021-10-15,10.745
2021-10-16,8.205
2021-10-17,9.475
2021-10-18,10.905
2021-10-19,13.195
2021-10-20,15.27
2021-10-21,9.695
2021-10-22,6.71
2021-10-23,6.8149996
2021-10-24,6.0699997
2021-10-25,7.825
2021-10-26,11.559999
2021-10-27,13.0
2021-10-28,10.889999
2021-10-29,10.42
2021-10-30,11.165
2021-10-31,13.459999
2021-11-01,10.879999
2021-11-02,6.2999997
2021-11-03,6.115
2021-11-04,7.13
2021-11-05,8.02
2021-11-06,8.195
2021-11-07,8.974999
2021-11-08,7.885
2021-11-09,8.065
2021-11-10,5.95
2021-11-11,8.12
2021-11-12,7.1
2021-11-13,5.9849997
2021-11-14,6.96
2021-11-15,5.5649996
2021-11-16,4.34
2021-11-17,5.285
2021-11-18,8.174999
2021-11-19,11.43
2021-11-20,9.965
2021-11-21,6.9049997
2021-11-22,2.79
2021-11-23,6.5
2021-11-24,6.325
2021-11-25,4.4449997
2021-11-26,3.34
2021-11-27,2.5149999
2021-11-28,2.24
2021-11-29,1.93
2021-11-30,4.455
2021-12-01,6.725
2021-12-02,0.805
2021-12-03,1.23
2021-12-04,2.8049998
2021-12-05,1.285
2021-12-06,0.515
2021-12-07,1.23
2021-12-08,1.5999999
2021-12-09,1.4499999
2021-12-10,2.275
2021-12-11,1.375
2021-12-12,4.81
2021-12-13,9.165
2021-12-14,7.705
2021-12-15,8.725
2021-12-16,7.9449997
2021-12-17,6.6499996
2021-12-18,7.1099997
2021-12-19,6.05
2021-12-20,-0.315
2021-12-21,-3.5149999
2021-12-22,-4.1899996
2021-12-23,-0.9499999
2021-12-24,2.27
2021-12-25,-5.7699995
2021-12-26,-7.14
2021-12-27,-2.04
2021-12-28,3.235
2021-12-29,5.1499996
2021-12-30,10.514999
2021-12-31,12.5199995
