time,DEF05
2021-01-01,1.78
2021-01-02,3.0349998
2021-01-03,2.4299998
2021-01-04,2.23
2021-01-05,2.33
2021-01-06,0.89
2021-01-07,0.27499998
2021-01-08,0.27999997
2021-01-09,-0.08
2021-01-10,0.605
2021-01-11,2.2549999
2021-01-12,3.5049999
2021-01-13,1.62
2021-01-14,0.42499998
2021-01-15,-0.985
2021-01-16,-1.835
2021-01-17,-1.23
2021-01-18,2.6
2021-01-19,5.045
2021-01-20,7.645
2021-01-21,7.3499994
2021-01-22,4.5950003
2021-01-23,1.805
2021-01-24,0.98499995
2021-01-25,-0.19
2021-01-26,0.41
2021-01-27,1.575
2021-01-28,1.36
2021-01-29,-1.41
2021-01-30,-2.815
2021-01-31,-7.375
2021-02-01,-4.6099997
2021-02-02,-0.59
2021-02-03,1.5649999
2021-02-04,0.39499998
2021-02-05,0.475
2021-02-06,-1.4749999
2021-02-07,-4.8999996
2021-02-08,-5.85
2021-02-09,-7.3149996
2021-02-10,-4.29
2021-02-11,-6.785
2021-02-12,-7.64
2021-02-13,-9.2
2021-02-14,-7.55
2021-02-15,-1.35
2021-02-16,2.955
2021-02-17,6.01
2021-02-18,6.95
2021-02-19,6.385
2021-02-20,9.045
2021-02-21,8.875
2021-02-22,9.815001
2021-02-23,11.53
2021-02-24,12.469999
2021-02-25,10.99
2021-02-26,6.83
2021-02-27,5.1449995
2021-02-28,3.65
2021-03-01,3.525
2021-03-02,2.935
2021-03-03,5.3199997
2021-03-04,2.9
2021-03-05,0.85
2021-03-06,1.415
2021-03-07,2.4199998
2021-03-08,1.915
2021-03-09,0.9549999
2021-03-10,4.01
2021-03-11,7.2799997
2021-03-12,5.93
2021-03-13,5.16
2021-03-14,4.875
2021-03-15,4.67
2021-03-16,4.075
2021-03-17,2.885
2021-03-18,0.955
2021-03-19,1.0999999
2021-03-20,1.2249999
2021-03-21,5.3849998
2021-03-22,5.2749996
2021-03-23,5.585
2021-03-24,7.825
2021-03-25,7.49
2021-03-26,10.014999
2021-03-27,5.6549997
2021-03-28,7.255
2021-03-29,13.11
2021-03-30,12.35
2021-03-31,13.25
2021-04-01,9.605
2021-04-02,4.9649997
2021-04-03,5.925
2021-04-04,5.1949997
2021-04-05,2.19
2021-04-06,0.74
2021-04-07,1.56
2021-04-08,3.2599998
2021-04-09,6.26
2021-04-10,5.6099997
2021-04-11,5.9849997
2021-04-12,3.53
2021-04-13,3.48
2021-04-14,3.0249999
2021-04-15,4.48
2021-04-16,6.68
2021-04-17,7.625
2021-04-18,9.62
2021-04-19,9.575
2021-04-20,9.825
2021-04-21,7.325
2021-04-22,6.5999994
2021-04-23,7.68
2021-04-24,6.6549997
2021-04-25,5.7799997
2021-04-26,5.495
2021-04-27,7.0649996
2021-04-28,10.565001
2021-04-29,8.855
2021-04-30,8.475
2021-05-01,8.725
2021-05-02,6.1449995
2021-05-03,5.535
2021-05-04,8.695
2021-05-05,6.875
2021-05-06,6.22
2021-05-07,6.29
2021-05-08,8.549999
2021-05-09,19.744999
2021-05-10,19.865
2021-05-11,13.08
2021-05-12,12.36
2021-05-13,11.334999
2021-05-14,9.68
2021-05-15,10.53
2021-05-16,11.285
2021-05-17,11.495
2021-05-18,10.78
2021-05-19,10.18
2021-05-20,11.059999
2021-05-21,11.565
2021-05-22,10.295
2021-05-23,10.309999
2021-05-24,13.735
2021-05-25,10.33
2021-05-26,10.684999
2021-05-27,11.059999
2021-05-28,11.03
2021-05-29,10.554999
2021-05-30,13.43
2021-05-31,15.73
2021-06-01,17.035
2021-06-02,18.165
2021-06-03,19.275
2021-06-04,21.130001
2021-06-05,19.24
2021-06-06,16.47
2021-06-07,15.315
2021-06-08,18.439999
2021-06-09,19.380001
2021-06-10,20.045
2021-06-11,19.99
2021-06-12,16.875
2021-06-13,15.059999
2021-06-14,18.915
2021-06-15,17.3
2021-06-16,20.48
2021-06-17,26.665
2021-06-18,26.0
2021-06-19,25.005
2021-06-20,21.9
2021-06-21,15.77
2021-06-22,14.619999
2021-06-23,15.195
2021-06-24,16.314999
2021-06-25,16.67
2021-06-26,18.535
2021-06-27,20.349998
2021-06-28,22.65
2021-06-29,19.625
2021-06-30,16.675
2021-07-01,15.59
2021-07-02,16.8
2021-07-03,17.560001
2021-07-04,19.165
2021-07-05,17.86
2021-07-06,20.05
2021-07-07,19.05
2021-07-08,19.4
2021-07-09,17.51
2021-07-10,17.595
2021-07-11,19.96
2021-07-12,20.99
2021-07-13,22.765
2021-07-14,20.545
2021-07-15,21.21
2021-07-16,20.36
2021-07-17,20.43
2021-07-18,19.585
2021-07-19,16.224998
2021-07-20,16.865
2021-07-21,18.029999
2021-07-22,16.8
2021-07-23,14.78
2021-07-24,20.02
2021-07-25,21.765
2021-07-26,21.075
2021-07-27,19.945
2021-07-28,18.96
2021-07-29,17.585
2021-07-30,18.33
2021-07-31,16.685
2021-08-01,16.404999
2021-08-02,14.940001
2021-08-03,15.754999
2021-08-04,16.96
2021-08-05,16.625
2021-08-06,17.035
2021-08-07,16.985
2021-08-08,16.2
2021-08-09,15.894999
2021-08-10,15.549999
2021-08-11,16.59
2021-08-12,19.454998
2021-08-13,20.16
2021-08-14,18.220001
2021-08-15,19.145
2021-08-16,15.055
2021-08-17,14.58
2021-08-18,15.934999
2021-08-19,16.175
2021-08-20,16.24
2021-08-21,17.2
2021-08-22,16.43
2021-08-23,17.009998
2021-08-24,14.865
2021-08-25,14.355
2021-08-26,14.639999
2021-08-27,13.92
2021-08-28,14.455
2021-08-29,15.36
