time,FRJ23
2021-10-02,12.5742855
2021-10-03,14.152856
2021-10-04,16.275715
2021-10-05,15.491429
2021-10-06,12.08
2021-10-07,9.17
2021-10-08,9.322858
2021-10-09,7.575714
2021-10-10,5.3199997
2021-10-11,6.797143
2021-10-12,6.358571
2021-10-13,4.987142
2021-10-14,4.305714
2021-10-15,6.3714285
2021-10-16,6.88
2021-10-17,7.9514284
2021-10-18,7.7428565
2021-10-19,9.291429
2021-10-20,11.254286
2021-10-21,12.918571
2021-10-22,11.705713
2021-10-23,8.191428
2021-10-24,5.27
2021-10-25,4.8399997
2021-10-26,6.1428576
2021-10-27,7.232857
2021-10-28,6.6885715
2021-10-29,7.5685716
2021-10-30,7.4142847
2021-10-31,8.475714
2021-11-01,9.608571
2021-11-02,9.091429
2021-11-03,8.851428
2021-11-04,9.712857
2021-11-05,6.944286
2021-11-06,6.5228567
2021-11-07,8.578571
2021-11-08,6.7971425
2021-11-09,5.7399993
2021-11-10,6.802857
2021-11-11,8.148571
2021-11-12,7.8399997
2021-11-13,8.65
2021-11-14,7.2785716
2021-11-15,6.411428
2021-11-16,5.015714
2021-11-17,6.254285
2021-11-18,5.4
2021-11-19,5.2885714
2021-11-20,6.534286
2021-11-21,5.292857
2021-11-22,5.264286
2021-11-23,3.1285717
2021-11-24,1.9128572
2021-11-25,3.8542857
2021-11-26,5.171428
2021-11-27,4.824286
2021-11-28,4.0871425
2021-11-29,-0.28142858
2021-11-30,0.38714287
2021-12-01,5.295714
2021-12-02,6.0571427
2021-12-03,1.5671428
2021-12-04,0.4328571
2021-12-05,3.6057146
2021-12-06,1.6557142
2021-12-07,-1.29
2021-12-08,-0.7528571
2021-12-09,0.7642856
2021-12-10,-0.39714286
2021-12-11,0.5999999
2021-12-12,-1.3185713
2021-12-13,1.8542856
2021-12-14,3.4557145
2021-12-15,3.4614284
2021-12-16,3.1057143
2021-12-17,3.2314286
2021-12-18,1.2471428
2021-12-19,2.2028573
2021-12-20,1.1314286
2021-12-21,-1.2428571
2021-12-22,0.1942857
2021-12-23,2.0414286
2021-12-24,6.45
2021-12-25,7.41
2021-12-26,4.3042855
2021-12-27,2.9685712
2021-12-28,4.6914287
2021-12-29,5.7242856
2021-12-30,6.501428
2021-12-31,6.348571
