time,FRJ23
2021-01-01,1.8999999
2021-01-02,3.7185712
2021-01-03,3.192857
2021-01-04,3.06
2021-01-05,1.5185713
2021-01-06,0.7771428
2021-01-07,0.56
2021-01-08,0.10714286
2021-01-09,-1.5685713
2021-01-10,-1.8542856
2021-01-11,-3.7514284
2021-01-12,-3.4985712
2021-01-13,-2.3871427
2021-01-14,-1.21
2021-01-15,-4.714286
2021-01-16,-5.7000003
2021-01-17,-3.722857
2021-01-18,-3.4285712
2021-01-19,-0.2257143
2021-01-20,4.9500003
2021-01-21,7.169999
2021-01-22,7.4599996
2021-01-23,6.2928576
2021-01-24,1.5242857
2021-01-25,-1.26
2021-01-26,-1.5914285
2021-01-27,-2.0142858
2021-01-28,0.28
2021-01-29,4.892857
2021-01-30,5.945714
2021-01-31,1.7071428
2021-02-01,0.54285717
2021-02-02,3.5714285
2021-02-03,7.9171424
2021-02-04,9.445714
2021-02-05,9.542856
2021-02-06,9.62
2021-02-07,9.897142
2021-02-08,6.2599993
2021-02-09,5.3042855
2021-02-10,5.515714
2021-02-11,-0.018571446
2021-02-12,-7.3814282
2021-02-13,-7.9942856
2021-02-14,-4.2999997
2021-02-15,-3.4257143
2021-02-16,1.7357142
2021-02-17,3.2614284
2021-02-18,4.2528567
2021-02-19,6.665714
2021-02-20,7.5257144
2021-02-21,6.807143
2021-02-22,7.6314287
2021-02-23,8.232857
2021-02-24,9.662857
2021-02-25,10.157143
2021-02-26,9.837143
2021-02-27,6.1342854
2021-02-28,3.27
2021-03-01,3.9500003
2021-03-02,2.6557143
2021-03-03,5.522857
2021-03-04,6.335714
2021-03-05,5.695714
2021-03-06,-0.6771428
2021-03-07,-0.42857143
2021-03-08,2.2257142
2021-03-09,1.892857
2021-03-10,1.4799999
2021-03-11,3.8757145
2021-03-12,6.29
2021-03-13,7.498571
2021-03-14,4.7471433
2021-03-15,2.3985713
2021-03-16,2.424286
2021-03-17,1.4971429
2021-03-18,0.017142773
2021-03-19,-0.6285714
2021-03-20,-1.0742856
2021-03-21,-0.3314286
2021-03-22,1.5342855
2021-03-23,2.9371428
2021-03-24,4.5871425
2021-03-25,4.984286
2021-03-26,7.605714
2021-03-27,6.772857
2021-03-28,6.7471423
2021-03-29,8.787143
2021-03-30,11.185715
2021-03-31,12.372856
2021-04-01,12.864286
2021-04-02,11.532857
2021-04-03,4.9414287
2021-04-04,2.5799997
2021-04-05,4.5199995
2021-04-06,0.17428568
2021-04-07,-2.4985714
2021-04-08,0.84999996
2021-04-09,4.0085716
2021-04-10,7.615714
2021-04-11,8.291429
2021-04-12,8.862857
2021-04-13,1.0071428
2021-04-14,1.6757144
2021-04-15,2.0285716
2021-04-16,3.0800002
2021-04-17,3.2314284
2021-04-18,3.972857
2021-04-19,5.0614285
2021-04-20,6.357143
2021-04-21,6.822857
2021-04-22,9.011428
2021-04-23,9.204286
2021-04-24,9.261429
2021-04-25,10.529999
2021-04-26,8.718572
2021-04-27,6.2999997
2021-04-28,8.188571
2021-04-29,10.748571
2021-04-30,13.505714
2021-05-01,15.072856
2021-05-02,12.347143
2021-05-03,7.6214285
2021-05-04,9.598572
2021-05-05,10.792857
2021-05-06,7.998571
2021-05-07,10.227142
2021-05-08,9.595714
2021-05-09,13.389999
2021-05-10,15.707143
2021-05-11,17.368572
2021-05-12,12.031427
2021-05-13,10.05
2021-05-14,11.067143
2021-05-15,11.7
2021-05-16,12.37
2021-05-17,10.992857
2021-05-18,11.882858
2021-05-19,7.6014285
2021-05-20,10.268571
2021-05-21,11.327142
2021-05-22,13.028572
2021-05-23,12.849999
2021-05-24,11.265715
2021-05-25,12.461428
2021-05-26,12.041429
2021-05-27,13.89857
2021-05-28,13.1071415
2021-05-29,13.015715
2021-05-30,10.484285
2021-05-31,11.174285
2021-06-01,13.131429
2021-06-02,14.4871435
2021-06-03,15.961429
2021-06-04,17.532856
2021-06-05,18.585712
2021-06-06,17.134287
2021-06-07,16.944284
2021-06-08,17.439999
2021-06-09,18.201427
2021-06-10,17.472857
2021-06-11,17.06
2021-06-12,18.442856
2021-06-13,18.351429
2021-06-14,15.267142
2021-06-15,16.705713
2021-06-16,19.524286
2021-06-17,19.702854
2021-06-18,20.77857
2021-06-19,22.257141
2021-06-20,23.154284
2021-06-21,23.142857
2021-06-22,23.362858
2021-06-23,24.261429
2021-06-24,24.647142
2021-06-25,22.185713
2021-06-26,19.835714
2021-06-27,21.367142
2021-06-28,22.634287
2021-06-29,23.054285
2021-06-30,21.927141
2021-07-01,15.967143
2021-07-02,17.36857
2021-07-03,19.277143
2021-07-04,19.067142
2021-07-05,18.314285
2021-07-06,21.279999
2021-07-07,23.434284
2021-07-08,24.268572
2021-07-09,22.022856
2021-07-10,21.044285
2021-07-11,21.155714
2021-07-12,22.088572
2021-07-13,22.818571
2021-07-14,18.571428
2021-07-15,18.21143
2021-07-16,17.869999
2021-07-17,17.801428
2021-07-18,18.272858
2021-07-19,20.371428
2021-07-20,19.422855
2021-07-21,19.084286
2021-07-22,19.127142
2021-07-23,20.29857
2021-07-24,21.241428
2021-07-25,22.917143
2021-07-26,22.79857
2021-07-27,23.251429
2021-07-28,22.694286
2021-07-29,22.648571
2021-07-30,23.244284
2021-07-31,22.592855
2021-08-01,21.399998
2021-08-02,18.28
2021-08-03,18.77857
2021-08-04,19.279999
2021-08-05,17.265715
2021-08-06,17.869999
2021-08-07,20.207142
2021-08-08,22.795713
2021-08-09,21.897142
2021-08-10,22.405714
2021-08-11,21.90857
2021-08-12,22.904285
2021-08-13,23.862854
2021-08-14,24.490002
2021-08-15,24.507141
2021-08-16,23.681427
2021-08-17,16.642857
2021-08-18,16.572857
2021-08-19,17.155712
2021-08-20,18.475712
2021-08-21,20.029999
2021-08-22,20.712856
2021-08-23,16.895714
2021-08-24,16.747143
2021-08-25,14.74
2021-08-26,15.642858
2021-08-27,13.61
2021-08-28,12.697143
2021-08-29,12.065714
2021-08-30,13.5271435
2021-08-31,14.897142
2021-09-01,15.349999
2021-09-02,14.309999
2021-09-03,14.935715
2021-09-04,15.394285
2021-09-05,15.994286
2021-09-06,15.721428
2021-09-07,15.694284
2021-09-08,15.461428
2021-09-09,15.332856
2021-09-10,15.528571
2021-09-11,16.210001
2021-09-12,16.845715
2021-09-13,18.02857
2021-09-14,18.269999
2021-09-15,19.147142
2021-09-16,18.812857
2021-09-17,15.458571
2021-09-18,14.077142
2021-09-19,15.011429
2021-09-20,11.625714
2021-09-21,10.561429
2021-09-22,10.512857
2021-09-23,11.0199995
2021-09-24,13.698571
2021-09-25,14.861428
2021-09-26,17.565714
2021-09-27,17.247143
2021-09-28,16.39
2021-09-29,16.697142
2021-09-30,12.40857
2021-10-01,11.108571
