time,ITH41
2021-01-01,3.037857
2021-01-02,1.3207142
2021-01-03,1.9292858
2021-01-04,0.88785714
2021-01-05,1.9042856
2021-01-06,0.0007142893
2021-01-07,0.61285716
2021-01-08,-0.5342857
2021-01-09,-1.1407143
2021-01-10,2.7214286
2021-01-11,5.107143
2021-01-12,0.8192857
2021-01-13,0.24142857
2021-01-14,2.527857
2021-01-15,2.5864284
2021-01-16,4.130714
2021-01-17,4.2585716
2021-01-18,4.075714
2021-01-19,-0.023571422
2021-01-20,-0.33714288
2021-01-21,2.1314285
2021-01-22,2.1564286
2021-01-23,-0.19714284
2021-01-24,-1.0849999
2021-01-25,1.6735713
2021-01-26,0.20142856
2021-01-27,1.7049999
2021-01-28,0.49928573
2021-01-29,2.4664285
2021-01-30,0.41
2021-01-31,-1.0714285
2021-02-01,0.26142856
2021-02-02,-1.1592857
2021-02-03,2.4207141
2021-02-04,1.1778572
2021-02-05,2.0257144
2021-02-06,1.0335715
2021-02-07,0.13142857
2021-02-08,-0.56857145
2021-02-09,-2.652143
2021-02-10,-2.245
2021-02-11,-7.0485716
2021-02-12,-2.1942859
2021-02-13,-0.00571428
2021-02-14,1.9235715
2021-02-15,5.7071433
2021-02-16,7.8607144
2021-02-17,4.896428
2021-02-18,5.7328568
2021-02-19,5.220714
2021-02-20,7.739285
2021-02-21,7.9107137
2021-02-22,5.6985707
2021-02-23,5.8557143
2021-02-24,9.200714
2021-02-25,6.8685713
2021-02-26,5.7392855
2021-02-27,6.892857
2021-02-28,4.568571
2021-03-01,5.752143
2021-03-02,2.417857
2021-03-03,2.662143
2021-03-04,3.0464287
2021-03-05,2.2914283
2021-03-06,1.102857
2021-03-07,4.8685713
2021-03-08,7.052857
2021-03-09,6.769286
2021-03-10,5.752143
2021-03-11,6.3250003
2021-03-12,4.5164285
2021-03-13,3.4135716
2021-03-14,5.267857
2021-03-15,5.911429
2021-03-16,7.1685715
2021-03-17,7.1457143
2021-03-18,8.973572
2021-03-19,7.4357142
2021-03-20,7.586429
2021-03-21,6.7114286
2021-03-22,6.875714
2021-03-23,7.1492853
2021-03-24,6.609286
2021-03-25,7.0078573
2021-03-26,6.667142
2021-03-27,4.3714285
2021-03-28,7.8535705
2021-03-29,11.674286
2021-03-30,12.014285
2021-03-31,6.7121425
2021-04-01,3.905714
2021-04-02,3.6521428
2021-04-03,7.015714
2021-04-04,6.075714
2021-04-05,-0.24785714
2021-04-06,0.56142855
2021-04-07,1.26
2021-04-08,5.2771425
2021-04-09,2.3614287
2021-04-10,1.4371426
2021-04-11,0.8171428
2021-04-12,2.7992857
2021-04-13,2.3035715
2021-04-14,3.6778572
2021-04-15,3.810714
2021-04-16,5.7599998
2021-04-17,5.6492853
2021-04-18,6.4457135
2021-04-19,9.047857
2021-04-20,7.4735713
2021-04-21,4.835714
2021-04-22,4.461428
2021-04-23,6.750715
2021-04-24,5.456428
2021-04-25,5.073571
2021-04-26,6.393571
2021-04-27,5.6207137
2021-04-28,5.2992854
2021-04-29,4.3492856
2021-04-30,4.37
2021-05-01,3.7328572
2021-05-02,3.9692857
2021-05-03,3.6792858
2021-05-04,5.533571
2021-05-05,4.230714
2021-05-06,4.6178575
2021-05-07,5.619285
2021-05-08,3.9314284
2021-05-09,8.017857
2021-05-10,10.146428
2021-05-11,9.752143
2021-05-12,6.984286
2021-05-13,7.5421424
2021-05-14,7.235
2021-05-15,7.252143
2021-05-16,7.3042855
2021-05-17,8.434999
2021-05-18,9.657143
2021-05-19,8.001428
2021-05-20,7.7914286
2021-05-21,7.725714
2021-05-22,6.614286
2021-05-23,6.63
2021-05-24,8.085714
2021-05-25,8.462856
2021-05-26,8.864285
2021-05-27,10.099286
2021-05-28,8.759285
2021-05-29,11.265
2021-05-30,10.905714
2021-05-31,11.433571
2021-06-01,12.789999
2021-06-02,11.51
2021-06-03,13.150714
2021-06-04,13.587143
2021-06-05,13.135714
2021-06-06,13.314286
2021-06-07,11.623571
2021-06-08,14.596428
2021-06-09,15.661428
2021-06-10,16.833572
2021-06-11,15.892142
2021-06-12,13.663571
2021-06-13,16.557142
2021-06-14,13.777857
2021-06-15,11.095714
2021-06-16,14.799285
2021-06-17,13.117142
2021-06-18,10.7935705
2021-06-19,10.393571
2021-06-20,12.071428
2021-06-21,10.615714
2021-06-22,10.379286
2021-06-23,14.627143
2021-06-24,16.965
2021-06-25,10.717142
2021-06-26,11.036429
2021-06-27,12.209285
2021-06-28,12.630713
2021-06-29,12.160001
2021-06-30,12.166429
2021-07-01,11.532857
2021-07-02,12.677142
2021-07-03,14.495001
2021-07-04,14.748571
2021-07-05,13.247144
2021-07-06,12.697858
2021-07-07,14.331429
2021-07-08,14.922858
2021-07-09,13.237142
2021-07-10,14.818572
2021-07-11,15.535714
2021-07-12,15.219999
2021-07-13,14.22
2021-07-14,16.998571
2021-07-15,15.225715
2021-07-16,18.251429
2021-07-17,19.259998
2021-07-18,15.792142
2021-07-19,15.402143
2021-07-20,15.790713
2021-07-21,16.597857
2021-07-22,15.2064295
2021-07-23,15.132142
2021-07-24,15.257857
2021-07-25,14.472143
2021-07-26,17.367857
2021-07-27,15.872857
2021-07-28,16.142859
2021-07-29,14.497144
2021-07-30,15.012143
2021-07-31,12.46
2021-08-01,11.757142
2021-08-02,11.891428
2021-08-03,13.248571
2021-08-04,14.638572
2021-08-05,15.464285
2021-08-06,15.117857
2021-08-07,15.508571
2021-08-08,14.967143
2021-08-09,14.839286
2021-08-10,14.912856
2021-08-11,14.833571
2021-08-12,13.207856
2021-08-13,14.897858
2021-08-14,14.466426
2021-08-15,13.826429
2021-08-16,13.062142
2021-08-17,15.247856
2021-08-18,15.00857
2021-08-19,12.787142
2021-08-20,13.173571
2021-08-21,15.585
2021-08-22,15.785714
2021-08-23,14.966428
2021-08-24,14.934286
2021-08-25,14.253571
2021-08-26,12.95
2021-08-27,12.749285
2021-08-28,11.323571
2021-08-29,12.601428
2021-08-30,12.697858
2021-08-31,13.139284
2021-09-01,12.901427
2021-09-02,12.4092865
2021-09-03,11.611428
2021-09-04,12.305
2021-09-05,14.457857
2021-09-06,16.885714
2021-09-07,17.415712
2021-09-08,17.242857
2021-09-09,15.024285
2021-09-10,15.648572
2021-09-11,15.329286
2021-09-12,11.817856
2021-09-13,12.097857
2021-09-14,13.221427
2021-09-15,14.209999
2021-09-16,13.716429
2021-09-17,15.197859
2021-09-18,13.419287
2021-09-19,13.862857
2021-09-20,11.322143
2021-09-21,14.838571
2021-09-22,14.646428
2021-09-23,12.487856
2021-09-24,14.7228565
2021-09-25,14.137144
2021-09-26,16.556429
2021-09-27,12.185715
2021-09-28,9.802142
2021-09-29,9.234285
2021-09-30,8.4042845
2021-10-01,10.220714
2021-10-02,9.019286
2021-10-03,8.546429
2021-10-04,9.961428
2021-10-05,6.6157146
2021-10-06,10.1121435
2021-10-07,13.272857
2021-10-08,15.763572
2021-10-09,13.947858
2021-10-10,9.363571
2021-10-11,10.142858
2021-10-12,9.149285
2021-10-13,11.326428
2021-10-14,11.920714
2021-10-15,6.892857
2021-10-16,7.5078573
2021-10-17,8.747142
2021-10-18,11.720714
2021-10-19,12.914285
2021-10-20,10.430715
2021-10-21,5.325714
2021-10-22,7.1857147
2021-10-23,7.4049997
2021-10-24,12.160715
2021-10-25,8.782857
2021-10-26,8.872143
2021-10-27,12.654284
2021-10-28,11.2
2021-10-29,9.224999
2021-10-30,7.917857
2021-10-31,5.784286
2021-11-01,6.444286
2021-11-02,7.0028567
2021-11-03,6.37
2021-11-04,5.4735713
2021-11-05,8.013572
2021-11-06,10.044286
2021-11-07,7.861428
2021-11-08,7.7685714
2021-11-09,10.646429
2021-11-10,5.8378572
2021-11-11,7.498571
2021-11-12,8.928572
2021-11-13,9.237143
2021-11-14,8.863571
2021-11-15,9.630714
2021-11-16,7.428571
2021-11-17,5.7414284
2021-11-18,11.035713
2021-11-19,13.902856
2021-11-20,10.312857
2021-11-21,4.762857
2021-11-22,5.472142
2021-11-23,6.5485716
2021-11-24,4.642857
2021-11-25,3.3092859
2021-11-26,3.8285713
2021-11-27,2.267857
2021-11-28,0.9271428
2021-11-29,2.847857
2021-11-30,6.005714
2021-12-01,4.108571
2021-12-02,1.1085713
2021-12-03,3.493571
2021-12-04,3.3199997
2021-12-05,4.085
2021-12-06,0.9271428
2021-12-07,1.8707143
2021-12-08,4.5485716
2021-12-09,3.8042858
2021-12-10,2.24
2021-12-11,2.7307143
2021-12-12,5.686428
2021-12-13,6.2685714
2021-12-14,5.996429
2021-12-15,9.501428
2021-12-16,7.7585707
2021-12-17,4.1892858
2021-12-18,1.1057142
2021-12-19,2.625714
2021-12-20,3.57
2021-12-21,1.7607144
2021-12-22,-0.09714287
2021-12-23,2.9114287
2021-12-24,3.4071424
2021-12-25,-0.28785712
2021-12-26,1.8292857
2021-12-27,4.296428
2021-12-28,1.6021429
2021-12-29,2.172857
2021-12-30,8.890715
2021-12-31,7.262857
