time,FRD13
2021-01-01,1.8399999
2021-01-02,4.91
2021-01-03,6.2599998
2021-01-04,5.58
2021-01-05,4.42
2021-01-06,3.52
2021-01-07,2.9199998
2021-01-08,1.55
2021-01-09,0.82
2021-01-10,-0.96999997
2021-01-11,-0.68
2021-01-12,-2.3
2021-01-13,0.59999996
2021-01-14,-0.48
2021-01-15,-0.35999998
2021-01-16,-2.4199998
2021-01-17,-3.76
2021-01-18,-7.27
2021-01-19,-1.23
2021-01-20,3.51
2021-01-21,5.6299996
2021-01-22,7.14
2021-01-23,8.65
2021-01-24,5.72
2021-01-25,2.9199998
2021-01-26,0.95
2021-01-27,0.48
2021-01-28,-0.52
2021-01-29,2.21
2021-01-30,5.46
2021-01-31,0.98999995
2021-02-01,-1.15
2021-02-02,-0.19999999
2021-02-03,4.8599997
2021-02-04,9.95
2021-02-05,6.39
2021-02-06,5.19
2021-02-07,4.48
2021-02-08,5.1
2021-02-09,2.56
2021-02-10,2.25
2021-02-11,-2.7
2021-02-12,-6.25
2021-02-13,-6.98
2021-02-14,-3.07
2021-02-15,-2.95
2021-02-16,-2.03
2021-02-17,2.46
2021-02-18,5.81
2021-02-19,3.85
2021-02-20,3.61
2021-02-21,3.83
2021-02-22,7.5299997
2021-02-23,5.74
2021-02-24,7.6299996
2021-02-25,9.91
2021-02-26,10.639999
2021-02-27,7.98
2021-02-28,4.48
2021-03-01,4.89
2021-03-02,5.42
2021-03-03,6.91
2021-03-04,8.15
2021-03-05,7.04
2021-03-06,2.58
2021-03-07,2.02
2021-03-08,2.34
2021-03-09,1.63
2021-03-10,1.91
2021-03-11,1.6899999
2021-03-12,8.2699995
2021-03-13,9.2
2021-03-14,9.4
2021-03-15,5.94
2021-03-16,5.7599998
2021-03-17,5.48
2021-03-18,3.99
2021-03-19,1.92
2021-03-20,0.59999996
2021-03-21,0.04
2021-03-22,3.27
2021-03-23,4.5299997
2021-03-24,6.5099998
2021-03-25,5.8199997
2021-03-26,8.42
2021-03-27,11.75
2021-03-28,9.599999
2021-03-29,9.79
2021-03-30,14.54
2021-03-31,15.2699995
2021-04-01,15.849999
2021-04-02,14.139999
2021-04-03,7.7599998
2021-04-04,5.49
2021-04-05,7.31
2021-04-06,5.0099998
2021-04-07,2.51
2021-04-08,3.51
2021-04-09,6.24
2021-04-10,10.86
2021-04-11,11.09
2021-04-12,14.44
2021-04-13,6.0899997
2021-04-14,4.75
2021-04-15,4.93
2021-04-16,4.66
2021-04-17,5.83
2021-04-18,7.7
2021-04-19,8.599999
2021-04-20,10.61
2021-04-21,11.16
2021-04-22,12.099999
2021-04-23,9.28
2021-04-24,8.99
2021-04-25,10.179999
2021-04-26,7.68
2021-04-27,7.69
2021-04-28,10.55
2021-04-29,15.429999
2021-04-30,17.33
2021-05-01,17.93
2021-05-02,18.199999
2021-05-03,11.0
2021-05-04,11.679999
2021-05-05,15.5199995
2021-05-06,11.17
2021-05-07,12.03
2021-05-08,9.969999
2021-05-09,13.0
2021-05-10,17.26
2021-05-11,20.02
2021-05-12,18.72
2021-05-13,14.86
2021-05-14,14.21
2021-05-15,14.4
2021-05-16,15.58
2021-05-17,13.11
2021-05-18,14.599999
2021-05-19,12.509999
2021-05-20,13.29
2021-05-21,13.88
2021-05-22,14.73
2021-05-23,13.96
2021-05-24,11.889999
2021-05-25,15.63
2021-05-26,13.69
2021-05-27,15.059999
2021-05-28,15.089999
2021-05-29,14.5199995
2021-05-30,12.679999
2021-05-31,13.28
2021-06-01,14.389999
2021-06-02,14.849999
2021-06-03,16.77
2021-06-04,18.39
2021-06-05,20.33
2021-06-06,20.55
2021-06-07,20.77
2021-06-08,21.25
2021-06-09,21.67
2021-06-10,20.91
2021-06-11,19.66
2021-06-12,21.25
2021-06-13,18.869999
2021-06-14,16.26
2021-06-15,18.07
2021-06-16,21.41
2021-06-17,22.83
2021-06-18,23.939999
2021-06-19,24.699999
2021-06-20,25.01
2021-06-21,25.789999
2021-06-22,27.49
2021-06-23,27.38
2021-06-24,28.88
2021-06-25,26.88
2021-06-26,23.289999
2021-06-27,23.119999
2021-06-28,24.38
2021-06-29,26.939999
2021-06-30,26.269999
2021-07-01,22.23
2021-07-02,20.48
2021-07-03,21.189999
2021-07-04,21.15
2021-07-05,22.789999
2021-07-06,24.119999
2021-07-07,26.33
2021-07-08,28.84
2021-07-09,28.07
2021-07-10,23.66
2021-07-11,23.66
2021-07-12,24.439999
2021-07-13,27.019999
2021-07-14,27.91
2021-07-15,24.99
2021-07-16,24.81
2021-07-17,24.9
2021-07-18,25.25
2021-07-19,23.359999
2021-07-20,21.97
2021-07-21,20.66
2021-07-22,20.18
2021-07-23,20.92
2021-07-24,22.64
2021-07-25,24.75
2021-07-26,25.55
2021-07-27,25.65
2021-07-28,27.64
2021-07-29,25.17
2021-07-30,25.43
2021-07-31,25.21
2021-08-01,24.58
2021-08-02,21.48
2021-08-03,21.689999
2021-08-04,21.63
2021-08-05,20.439999
2021-08-06,19.84
2021-08-07,22.13
2021-08-08,24.24
2021-08-09,23.6
2021-08-10,24.25
2021-08-11,24.17
2021-08-12,22.859999
2021-08-13,24.119999
2021-08-14,25.72
2021-08-15,27.22
2021-08-16,27.16
2021-08-17,20.74
2021-08-18,18.289999
2021-08-19,19.13
2021-08-20,21.199999
2021-08-21,21.31
2021-08-22,22.88
2021-08-23,21.949999
2021-08-24,19.289999
2021-08-25,16.16
