time,DEA42
2021-01-01,0.956
2021-01-02,2.64
2021-01-03,1.95
2021-01-04,0.60599995
2021-01-05,1.068
2021-01-06,0.656
2021-01-07,-0.86800003
2021-01-08,-1.766
2021-01-09,-2.294
2021-01-10,-2.486
2021-01-11,-3.86
2021-01-12,-2.55
2021-01-13,-1.408
2021-01-14,-0.376
2021-01-15,-2.26
2021-01-16,-3.3479996
2021-01-17,-2.242
2021-01-18,-2.396
2021-01-19,-3.522
2021-01-20,-1.674
2021-01-21,1.214
2021-01-22,4.064
2021-01-23,3.81
2021-01-24,0.45999995
2021-01-25,-1.4779999
2021-01-26,-0.80799997
2021-01-27,-1.924
2021-01-28,-0.28599998
2021-01-29,1.608
2021-01-30,2.966
2021-01-31,3.81
2021-02-01,1.966
2021-02-02,3.0559998
2021-02-03,4.2839994
2021-02-04,6.1759996
2021-02-05,6.278
2021-02-06,6.356
2021-02-07,7.4639993
2021-02-08,6.85
2021-02-09,6.5979996
2021-02-10,5.684
2021-02-11,3.31
2021-02-12,-1.022
2021-02-13,-2.774
2021-02-14,-3.204
2021-02-15,-2.4039998
2021-02-16,2.1880002
2021-02-17,4.866
2021-02-18,4.7819996
2021-02-19,5.492
2021-02-20,5.8380003
2021-02-21,4.3099995
2021-02-22,5.546
2021-02-23,5.4919996
2021-02-24,7.45
2021-02-25,7.9440002
2021-02-26,9.207999
2021-02-27,7.103999
2021-02-28,4.418
2021-03-01,5.016
2021-03-02,6.028
2021-03-03,5.8479996
2021-03-04,7.4019995
2021-03-05,8.2439995
2021-03-06,4.0360003
2021-03-07,3.4699998
2021-03-08,4.5179996
2021-03-09,5.0439997
2021-03-10,5.182
2021-03-11,6.674
2021-03-12,8.524
2021-03-13,7.924
2021-03-14,5.974
2021-03-15,5.264
2021-03-16,5.996
2021-03-17,5.2819996
2021-03-18,3.5539997
2021-03-19,1.7179998
2021-03-20,1.1439999
2021-03-21,1.698
2021-03-22,4.092
2021-03-23,4.7739997
2021-03-24,6.4919996
2021-03-25,8.092
2021-03-26,8.691999
2021-03-27,8.776
2021-03-28,10.007999
2021-03-29,10.904
2021-03-30,12.898
2021-03-31,14.297999
2021-04-01,15.660001
2021-04-02,15.778
2021-04-03,10.9
2021-04-04,7.328
2021-04-05,8.224
2021-04-06,4.838
2021-04-07,2.194
2021-04-08,5.936
2021-04-09,7.545999
2021-04-10,9.259999
2021-04-11,9.236
2021-04-12,10.068
2021-04-13,5.5220003
