time,CZ031
2021-01-01,1.3899999
2021-01-02,0.38
2021-01-03,-0.34
2021-01-04,-0.55499995
2021-01-05,-0.65999997
2021-01-06,-0.39499998
2021-01-07,-0.775
2021-01-08,-0.465
2021-01-09,-1.5799999
2021-01-10,-2.955
2021-01-11,-4.205
2021-01-12,-0.185
2021-01-13,0.024999976
2021-01-14,-1.255
2021-01-15,-2.455
2021-01-16,-5.1549997
2021-01-17,-5.105
2021-01-18,0.09
2021-01-19,1.45
2021-01-20,5.035
2021-01-21,7.7299995
2021-01-22,5.77
2021-01-23,-0.060000002
2021-01-24,-0.985
2021-01-25,-2.505
2021-01-26,-1.685
2021-01-27,-0.60999995
2021-01-28,0.86999995
2021-01-29,2.01
2021-01-30,-1.085
2021-01-31,-4.0950003
2021-02-01,-1.3
2021-02-02,4.09
2021-02-03,8.21
2021-02-04,5.2749996
2021-02-05,2.54
2021-02-06,0.38
2021-02-07,-4.965
2021-02-08,-9.96
2021-02-09,-12.66
2021-02-10,-14.205
2021-02-11,-7.92
2021-02-12,-8.459999
2021-02-13,-9.205
2021-02-14,-8.87
2021-02-15,-4.6
2021-02-16,2.755
2021-02-17,4.8450003
2021-02-18,6.2549996
2021-02-19,6.1949997
2021-02-20,7.84
2021-02-21,8.87
2021-02-22,5.375
2021-02-23,10.379999
2021-02-24,11.555
2021-02-25,11.655
2021-02-26,4.18
2021-02-27,2.055
2021-02-28,2.975
2021-03-01,2.595
2021-03-02,4.785
2021-03-03,6.585
2021-03-04,5.4249997
2021-03-05,-0.065
2021-03-06,-0.90000004
2021-03-07,-0.14500001
2021-03-08,-0.34999996
2021-03-09,0.64
2021-03-10,2.27
2021-03-11,6.4849997
2021-03-12,5.45
2021-03-13,5.145
2021-03-14,3.665
2021-03-15,2.98
2021-03-16,2.01
2021-03-17,0.42499998
2021-03-18,0.49499997
2021-03-19,-0.755
2021-03-20,-3.1
2021-03-21,1.85
2021-03-22,2.0649998
2021-03-23,3.0149999
2021-03-24,6.355
2021-03-25,8.41
2021-03-26,8.914999
2021-03-27,5.6349998
2021-03-28,5.9449997
2021-03-29,11.924999
2021-03-30,12.52
2021-03-31,13.615
2021-04-01,12.334999
2021-04-02,4.6099997
2021-04-03,3.46
2021-04-04,3.295
2021-04-05,1.9599999
2021-04-06,-0.98
2021-04-07,0.26
2021-04-08,1.455
2021-04-09,5.5699997
2021-04-10,7.015
2021-04-11,11.99
2021-04-12,1.5699999
2021-04-13,1.87
2021-04-14,1.4
2021-04-15,1.6299999
2021-04-16,1.545
2021-04-17,3.2749999
2021-04-18,5.48
2021-04-19,7.145
2021-04-20,8.7699995
2021-04-21,9.75
2021-04-22,5.0299997
2021-04-23,4.6949997
2021-04-24,4.705
2021-04-25,4.105
2021-04-26,3.51
2021-04-27,5.975
2021-04-28,10.61
2021-04-29,11.389999
2021-04-30,6.935
2021-05-01,8.834999
2021-05-02,5.825
2021-05-03,6.4849997
2021-05-04,9.33
2021-05-05,6.745
2021-05-06,5.6749997
2021-05-07,4.565
2021-05-08,8.719999
2021-05-09,18.115
2021-05-10,19.755
2021-05-11,16.79
2021-05-12,11.2
2021-05-13,8.664999
2021-05-14,10.129999
2021-05-15,10.59
2021-05-16,10.719999
2021-05-17,10.63
2021-05-18,10.25
2021-05-19,9.42
2021-05-20,9.85
2021-05-21,12.735
2021-05-22,11.035
2021-05-23,11.075
2021-05-24,13.365
2021-05-25,9.914999
2021-05-26,9.745
2021-05-27,9.245
2021-05-28,10.264999
2021-05-29,10.205
2021-05-30,11.02
2021-05-31,11.495
2021-06-01,14.754999
2021-06-02,17.83
2021-06-03,19.885
2021-06-04,19.84
2021-06-05,18.134998
2021-06-06,17.73
2021-06-07,17.51
2021-06-08,18.185
2021-06-09,18.115
2021-06-10,17.425
2021-06-11,19.064999
2021-06-12,18.154999
2021-06-13,12.6
2021-06-14,16.41
2021-06-15,19.485
2021-06-16,21.71
2021-06-17,24.585
2021-06-18,24.985
2021-06-19,24.33
2021-06-20,23.695
2021-06-21,21.939999
2021-06-22,15.33
2021-06-23,15.955
2021-06-24,15.035
2021-06-25,15.705
2021-06-26,17.64
2021-06-27,19.035
2021-06-28,22.46
2021-06-29,19.52
2021-06-30,17.205
2021-07-01,14.525
2021-07-02,14.219999
2021-07-03,16.77
2021-07-04,18.195
2021-07-05,18.165
2021-07-06,20.165
2021-07-07,17.015
2021-07-08,16.55
2021-07-09,14.725
2021-07-10,17.65
2021-07-11,16.994999
2021-07-12,18.65
2021-07-13,20.485
2021-07-14,17.75
2021-07-15,17.625
2021-07-16,19.369999
2021-07-17,18.105
2021-07-18,18.61
2021-07-19,15.84
2021-07-20,15.235
2021-07-21,15.415
2021-07-22,17.29
2021-07-23,19.220001
2021-07-24,20.974998
2021-07-25,20.494999
2021-07-26,19.704998
2021-07-27,19.919998
2021-07-28,18.435
2021-07-29,18.41
2021-07-30,19.074999
2021-07-31,19.105
2021-08-01,14.929999
2021-08-02,14.264999
2021-08-03,14.584999
2021-08-04,15.574999
2021-08-05,15.235
2021-08-06,16.585
2021-08-07,17.14
2021-08-08,16.84
2021-08-09,16.52
2021-08-10,17.265
2021-08-11,16.869999
2021-08-12,18.689999
2021-08-13,21.8
2021-08-14,21.65
2021-08-15,20.295
2021-08-16,17.585
2021-08-17,12.865
2021-08-18,14.545
2021-08-19,16.805
2021-08-20,16.925
2021-08-21,17.509998
2021-08-22,17.404999
2021-08-23,13.349999
2021-08-24,12.92
2021-08-25,13.929999
2021-08-26,12.48
2021-08-27,11.34
2021-08-28,11.715
2021-08-29,12.86
2021-08-30,13.65
2021-08-31,13.225
2021-09-01,13.4
2021-09-02,14.885
2021-09-03,15.775
2021-09-04,13.785
2021-09-05,14.969999
2021-09-06,16.325
2021-09-07,15.91
2021-09-08,16.68
2021-09-09,18.91
2021-09-10,19.73
2021-09-11,17.654999
2021-09-12,17.23
2021-09-13,15.530001
2021-09-14,17.215
2021-09-15,18.539999
2021-09-16,15.37
2021-09-17,13.59
2021-09-18,12.514999
2021-09-19,9.985
2021-09-20,9.57
2021-09-21,10.255
2021-09-22,11.25
2021-09-23,14.65
2021-09-24,14.009999
2021-09-25,15.945
2021-09-26,17.435
2021-09-27,16.4
2021-09-28,12.554999
2021-09-29,12.7699995
2021-09-30,9.085
2021-10-01,10.99
2021-10-02,14.715
2021-10-03,16.84
2021-10-04,12.135
2021-10-05,11.299999
2021-10-06,10.440001
2021-10-07,8.885
2021-10-08,9.945
2021-10-09,6.415
2021-10-10,5.49
2021-10-11,6.555
2021-10-12,6.64
2021-10-13,5.96
2021-10-14,8.175
2021-10-15,8.94
2021-10-16,5.845
2021-10-17,6.4399996
2021-10-18,8.92
2021-10-19,11.565
2021-10-20,15.719999
2021-10-21,11.254999
2021-10-22,5.965
2021-10-23,5.205
2021-10-24,5.3549995
2021-10-25,6.935
2021-10-26,8.865
2021-10-27,8.425
2021-10-28,8.59
2021-10-29,8.13
2021-10-30,9.625
2021-10-31,13.13
2021-11-01,9.605
2021-11-02,7.7250004
2021-11-03,7.0199995
2021-11-04,5.5099998
2021-11-05,5.7
2021-11-06,5.555
2021-11-07,5.3949995
2021-11-08,5.7799997
2021-11-09,5.2599998
2021-11-10,3.27
2021-11-11,3.3849998
2021-11-12,2.2649999
2021-11-13,5.37
2021-11-14,6.285
2021-11-15,4.115
2021-11-16,3.7150002
2021-11-17,4.29
2021-11-18,5.635
2021-11-19,7.38
2021-11-20,7.13
2021-11-21,4.105
2021-11-22,2.775
2021-11-23,1.42
2021-11-24,2.81
2021-11-25,-0.65
2021-11-26,0.8349999
2021-11-27,1.6499999
2021-11-28,-0.32999998
2021-11-29,0.16
2021-11-30,1.3699999
2021-12-01,5.1
2021-12-02,1.43
2021-12-03,-1.24
2021-12-04,0.965
2021-12-05,1.76
2021-12-06,-0.635
2021-12-07,0.35999998
2021-12-08,0.215
2021-12-09,-0.10499999
2021-12-10,-0.215
2021-12-11,-2.1799998
2021-12-12,0.78999996
2021-12-13,4.815
2021-12-14,4.6099997
2021-12-15,4.7599998
2021-12-16,5.39
2021-12-17,3.52
2021-12-18,3.6599998
2021-12-19,4.025
2021-12-20,0.13999999
2021-12-21,-1.565
2021-12-22,-2.69
2021-12-23,0.31
2021-12-24,4.9049997
2021-12-25,-4.97
2021-12-26,-6.0249996
2021-12-27,0.97999996
2021-12-28,4.4700003
2021-12-29,5.975
2021-12-30,10.09
2021-12-31,11.465
