time,AT312
2021-01-01,10.429999
2021-01-02,11.134999
2021-01-03,11.261666
2021-01-04,8.553332
2021-01-05,7.938333
2021-01-06,10.981667
2021-01-07,9.935
2021-01-08,10.981667
2021-01-09,9.168334
2021-01-10,8.983334
2021-01-11,9.379999
2021-01-12,9.321667
2021-01-13,7.683333
2021-01-14,6.5916667
2021-01-15,6.691666
2021-01-16,4.6783333
2021-01-17,2.885
2021-01-18,4.386667
2021-01-19,4.9049997
2021-01-20,8.941666
2021-01-21,15.0199995
2021-01-22,15.701665
2021-01-23,12.259999
2021-01-24,11.706666
2021-01-25,8.333333
2021-01-26,6.1283336
2021-01-27,5.055
2021-01-28,8.278333
2021-01-29,10.953334
2021-01-30,13.905
2021-01-31,12.428333
2021-02-01,11.02
2021-02-02,12.953334
2021-02-03,13.926666
2021-02-04,13.268333
2021-02-05,14.8966675
2021-02-06,14.804999
2021-02-07,15.411667
2021-02-08,12.2699995
2021-02-09,11.72
2021-02-10,12.276668
2021-02-11,13.48
2021-02-12,5.863333
2021-02-13,4.0666666
2021-02-14,2.3500001
2021-02-15,2.9316666
2021-02-16,3.4766667
2021-02-17,5.818333
2021-02-18,8.513333
2021-02-19,9.541667
2021-02-20,11.235001
2021-02-21,11.915001
2021-02-22,13.703334
2021-02-23,11.338333
2021-02-24,14.016666
2021-02-25,14.066666
2021-02-26,12.938333
2021-02-27,10.296666
2021-02-28,10.481666
2021-03-01,10.706666
2021-03-02,11.97
2021-03-03,13.723332
2021-03-04,10.826667
2021-03-05,9.863333
2021-03-06,8.201666
2021-03-07,7.3233337
2021-03-08,9.785
2021-03-09,9.464999
2021-03-10,9.515
2021-03-11,8.888333
2021-03-12,11.441666
2021-03-13,13.783333
2021-03-14,12.308333
2021-03-15,9.166667
2021-03-16,8.78
2021-03-17,7.7533326
2021-03-18,7.3233333
2021-03-19,6.9233327
2021-03-20,8.091667
2021-03-21,8.313333
2021-03-22,7.605
2021-03-23,7.286667
2021-03-24,8.665
2021-03-25,9.611667
2021-03-26,10.256666
2021-03-27,12.078334
2021-03-28,13.856667
2021-03-29,13.241666
2021-03-30,14.313333
2021-03-31,15.704999
2021-04-01,17.948332
2021-04-02,14.649999
2021-04-03,14.533333
2021-04-04,11.345
2021-04-05,9.531666
2021-04-06,9.3949995
2021-04-07,7.831667
2021-04-08,8.003333
2021-04-09,9.723333
2021-04-10,10.456667
2021-04-11,12.703334
2021-04-12,14.48
2021-04-13,11.803333
2021-04-14,8.704999
2021-04-15,10.506667
2021-04-16,11.933333
2021-04-17,10.54
2021-04-18,11.441666
2021-04-19,10.078334
2021-04-20,11.231667
2021-04-21,13.745
2021-04-22,12.6033325
2021-04-23,14.04
2021-04-24,14.139999
2021-04-25,14.098332
2021-04-26,14.983334
2021-04-27,16.573332
2021-04-28,16.368334
2021-04-29,18.668333
2021-04-30,19.748331
2021-05-01,19.523333
2021-05-02,19.44
2021-05-03,15.075
2021-05-04,15.343333
2021-05-05,16.328333
2021-05-06,16.705
2021-05-07,17.243334
2021-05-08,15.678332
2021-05-09,17.598333
2021-05-10,17.976667
2021-05-11,19.081667
2021-05-12,17.823332
2021-05-13,15.544999
2021-05-14,16.051666
2021-05-15,15.323334
2021-05-16,17.393333
2021-05-17,18.185
2021-05-18,17.394999
2021-05-19,16.191666
2021-05-20,14.898334
2021-05-21,16.126665
2021-05-22,17.298332
2021-05-23,20.508331
2021-05-24,22.021667
2021-05-25,21.543333
2021-05-26,19.411665
2021-05-27,18.508333
2021-05-28,16.753334
2021-05-29,17.963333
2021-05-30,17.15
2021-05-31,16.738333
2021-06-01,16.253332
2021-06-02,18.451666
2021-06-03,19.414999
2021-06-04,19.501665
2021-06-05,20.88
2021-06-06,21.336664
2021-06-07,19.986666
2021-06-08,20.886667
2021-06-09,20.878332
2021-06-10,21.38
2021-06-11,21.691666
2021-06-12,21.596664
2021-06-13,20.161665
2021-06-14,19.51
2021-06-15,20.901667
2021-06-16,21.001667
2021-06-17,22.065
2021-06-18,22.896667
2021-06-19,24.316666
2021-06-20,25.046667
2021-06-21,27.501665
2021-06-22,27.40333
2021-06-23,28.196665
2021-06-24,29.143332
2021-06-25,27.588333
2021-06-26,26.074999
2021-06-27,26.445
2021-06-28,27.251665
2021-06-29,28.200003
2021-06-30,27.779999
2021-07-01,25.365
2021-07-02,24.151667
2021-07-03,24.284998
2021-07-04,24.595001
2021-07-05,23.321665
2021-07-06,24.401667
2021-07-07,26.669998
2021-07-08,28.611664
2021-07-09,28.071665
2021-07-10,25.666666
2021-07-11,25.053331
2021-07-12,25.811666
2021-07-13,27.0
2021-07-14,27.473333
2021-07-15,26.495
2021-07-16,23.416666
2021-07-17,20.998333
2021-07-18,21.983332
2021-07-19,23.003332
2021-07-20,23.635
2021-07-21,23.793333
2021-07-22,24.098333
2021-07-23,24.745
2021-07-24,25.631668
2021-07-25,28.666666
2021-07-26,30.019999
2021-07-27,29.423334
2021-07-28,29.814997
2021-07-29,28.96
2021-07-30,27.978333
2021-07-31,28.861666
2021-08-01,31.916666
2021-08-02,28.231665
2021-08-03,26.656668
2021-08-04,28.769999
2021-08-05,26.991667
2021-08-06,26.174997
2021-08-07,26.121666
2021-08-08,28.9
2021-08-09,29.765
2021-08-10,29.486666
2021-08-11,29.804998
2021-08-12,28.925001
2021-08-13,28.56833
2021-08-14,28.598333
2021-08-15,28.618332
2021-08-16,28.851667
2021-08-17,26.970001
2021-08-18,25.348333
2021-08-19,24.625
2021-08-20,24.353333
2021-08-21,25.426666
2021-08-22,26.121666
2021-08-23,25.363333
2021-08-24,24.866669
2021-08-25,22.714998
2021-08-26,24.735
2021-08-27,23.498331
2021-08-28,22.019999
2021-08-29,20.894999
2021-08-30,21.050001
2021-08-31,21.779999
2021-09-01,21.981667
2021-09-02,23.411667
2021-09-03,23.308332
2021-09-04,22.464998
2021-09-05,23.316666
2021-09-06,23.728333
2021-09-07,23.946665
2021-09-08,21.644999
2021-09-09,22.766668
2021-09-10,23.978333
2021-09-11,23.203333
2021-09-12,22.006666
2021-09-13,22.251665
2021-09-14,22.845
2021-09-15,24.991667
2021-09-16,23.423332
2021-09-17,23.529999
2021-09-18,23.406668
2021-09-19,23.653334
2021-09-20,23.261665
2021-09-21,20.053333
2021-09-22,18.854998
2021-09-23,18.916666
2021-09-24,18.621666
2021-09-25,21.403334
2021-09-26,22.538332
2021-09-27,23.496666
2021-09-28,22.001665
2021-09-29,22.441666
2021-09-30,21.24
2021-10-01,20.53
2021-10-02,20.815
2021-10-03,21.365
2021-10-04,22.168335
2021-10-05,21.391665
2021-10-06,20.965
2021-10-07,17.778334
2021-10-08,16.416666
2021-10-09,15.391666
2021-10-10,16.038332
2021-10-11,15.318333
2021-10-12,14.45
2021-10-13,15.391666
2021-10-14,13.083333
2021-10-15,13.376666
2021-10-16,15.419999
2021-10-17,17.178331
2021-10-18,17.836668
2021-10-19,17.086664
2021-10-20,15.423333
2021-10-21,17.26
2021-10-22,19.183332
2021-10-23,19.866667
2021-10-24,18.089998
2021-10-25,17.554998
2021-10-26,17.426666
2021-10-27,16.656666
2021-10-28,16.753332
2021-10-29,16.554998
2021-10-30,16.99
2021-10-31,18.791666
2021-11-01,16.89
2021-11-02,18.618334
2021-11-03,18.505
2021-11-04,20.951666
2021-11-05,18.501665
2021-11-06,18.056667
2021-11-07,20.12
2021-11-08,17.291666
2021-11-09,17.58
2021-11-10,17.996666
2021-11-11,17.216665
2021-11-12,17.073332
2021-11-13,17.438332
2021-11-14,14.716666
2021-11-15,15.308334
2021-11-16,14.426666
2021-11-17,14.37
2021-11-18,14.688333
2021-11-19,12.514999
2021-11-20,16.343332
2021-11-21,15.961667
2021-11-22,15.351666
2021-11-23,14.023334
2021-11-24,14.571666
2021-11-25,15.198334
2021-11-26,15.241666
2021-11-27,16.12
2021-11-28,15.245
2021-11-29,9.8116665
2021-11-30,8.901667
2021-12-01,10.255
2021-12-02,12.696666
2021-12-03,11.03
2021-12-04,11.733333
2021-12-05,13.368333
2021-12-06,10.146667
2021-12-07,8.235
2021-12-08,10.1449995
2021-12-09,11.156667
2021-12-10,10.075
2021-12-11,8.708333
2021-12-12,6.156667
2021-12-13,7.193333
2021-12-14,8.696666
2021-12-15,8.788333
2021-12-16,9.956666
2021-12-17,10.906666
2021-12-18,8.358334
2021-12-19,7.93
2021-12-20,8.026666
2021-12-21,7.315
2021-12-22,6.7599998
2021-12-23,8.266666
2021-12-24,12.63
2021-12-25,14.341666
2021-12-26,15.808334
2021-12-27,13.858334
2021-12-28,13.596667
2021-12-29,14.556666
2021-12-30,13.59
2021-12-31,11.836666
