time,FRL04
2021-03-20,2.5625
2021-03-21,2.7699997
2021-03-22,2.3108332
2021-03-23,3.0591667
2021-03-24,0.8591666
2021-03-25,2.6291666
2021-03-26,6.043333
2021-03-27,8.009999
2021-03-28,9.603333
2021-03-29,6.8566666
2021-03-30,7.125
2021-03-31,7.4558334
2021-04-01,9.6275
2021-04-02,11.419167
2021-04-03,8.1050005
2021-04-04,6.935
2021-04-05,6.641667
2021-04-06,7.7058334
2021-04-07,5.0291667
2021-04-08,4.1575
2021-04-09,4.8508334
2021-04-10,6.7125
2021-04-11,7.8466663
2021-04-12,10.646667
2021-04-13,11.715833
2021-04-14,9.589999
2021-04-15,7.3199997
2021-04-16,6.94
2021-04-17,6.5658326
2021-04-18,8.079166
2021-04-19,9.681666
2021-04-20,9.785
2021-04-21,10.11
2021-04-22,11.314166
2021-04-23,11.576665
2021-04-24,9.440833
2021-04-25,10.088333
2021-04-26,9.099166
2021-04-27,9.108333
2021-04-28,6.865
2021-04-29,10.751666
2021-04-30,14.646667
2021-05-01,18.453333
2021-05-02,20.8025
2021-05-03,18.321667
2021-05-04,13.264168
2021-05-05,14.681666
2021-05-06,15.268333
2021-05-07,16.0
2021-05-08,14.728333
2021-05-09,10.72
2021-05-10,13.065834
2021-05-11,13.734166
2021-05-12,15.761666
2021-05-13,14.0925
2021-05-14,16.123333
2021-05-15,16.799166
2021-05-16,16.375834
2021-05-17,17.159166
2021-05-18,15.897499
2021-05-19,16.646666
2021-05-20,14.654999
2021-05-21,15.033333
2021-05-22,15.318333
2021-05-23,18.998331
2021-05-24,18.535
2021-05-25,17.230833
2021-05-26,18.3925
2021-05-27,18.599165
2021-05-28,17.950834
2021-05-29,17.941666
2021-05-30,16.453333
2021-05-31,13.849167
2021-06-01,11.236667
2021-06-02,12.641666
2021-06-03,15.288333
2021-06-04,17.0375
2021-06-05,17.884167
2021-06-06,17.3175
2021-06-07,18.379166
2021-06-08,19.240833
2021-06-09,19.994999
2021-06-10,19.5025
2021-06-11,18.974165
2021-06-12,19.039167
2021-06-13,15.806666
2021-06-14,14.910832
2021-06-15,16.646666
2021-06-16,18.769167
2021-06-17,19.2325
2021-06-18,19.76
2021-06-19,18.691668
2021-06-20,19.279999
2021-06-21,21.019999
2021-06-22,22.6275
2021-06-23,23.595001
2021-06-24,24.919998
2021-06-25,26.473333
2021-06-26,24.234167
2021-06-27,22.975836
2021-06-28,22.733332
2021-06-29,23.955833
2021-06-30,25.405832
2021-07-01,24.181665
2021-07-02,21.3725
2021-07-03,20.047499
2021-07-04,19.694166
2021-07-05,21.158333
2021-07-06,23.9
2021-07-07,24.159166
2021-07-08,23.845833
2021-07-09,24.505835
2021-07-10,23.456665
2021-07-11,23.8225
2021-07-12,23.911665
2021-07-13,24.168333
2021-07-14,25.029999
2021-07-15,25.331667
2021-07-16,25.034164
2021-07-17,25.628332
2021-07-18,26.230835
2021-07-19,26.386665
2021-07-20,24.725
2021-07-21,21.805
2021-07-22,22.034166
2021-07-23,21.225
2021-07-24,21.691666
2021-07-25,22.2575
2021-07-26,22.957499
2021-07-27,25.534164
2021-07-28,27.263334
2021-07-29,26.96583
2021-07-30,25.385
2021-07-31,26.656668
2021-08-01,25.872498
2021-08-02,27.909166
2021-08-03,23.974167
2021-08-04,24.9325
2021-08-05,26.553331
2021-08-06,23.939997
2021-08-07,21.2525
2021-08-08,22.810831
2021-08-09,25.093332
2021-08-10,25.405832
2021-08-11,24.720833
2021-08-12,23.608332
2021-08-13,22.862501
2021-08-14,22.44333
2021-08-15,23.6825
2021-08-16,24.553335
2021-08-17,25.050833
2021-08-18,21.664167
2021-08-19,18.925833
2021-08-20,19.763334
2021-08-21,21.725
2021-08-22,22.201666
2021-08-23,22.774164
2021-08-24,23.015
2021-08-25,21.804998
2021-08-26,19.733332
2021-08-27,20.539167
2021-08-28,19.371668
2021-08-29,21.012499
2021-08-30,21.314165
2021-08-31,18.585
2021-09-01,18.405832
2021-09-02,17.8075
2021-09-03,15.620833
2021-09-04,17.053331
2021-09-05,17.511665
2021-09-06,15.726666
2021-09-07,15.388333
2021-09-08,15.892499
2021-09-09,16.666666
2021-09-10,17.1825
2021-09-11,19.271667
2021-09-12,19.729166
2021-09-13,19.61
2021-09-14,20.695833
2021-09-15,20.467499
2021-09-16,20.949999
2021-09-17,20.776665
2021-09-18,20.2175
2021-09-19,18.4025
2021-09-20,14.350833
2021-09-21,12.461667
2021-09-22,10.2925
2021-09-23,10.889999
2021-09-24,11.454999
2021-09-25,15.402499
2021-09-26,17.699167
2021-09-27,17.853333
2021-09-28,14.760834
2021-09-29,14.035
2021-09-30,12.9775
2021-10-01,11.414166
2021-10-02,10.982499
2021-10-03,12.089168
2021-10-04,12.576667
2021-10-05,12.638333
2021-10-06,11.315833
2021-10-07,10.894166
2021-10-08,8.994166
2021-10-09,9.041667
2021-10-10,9.628333
2021-10-11,10.568333
2021-10-12,11.046666
2021-10-13,9.959999
2021-10-14,7.959166
2021-10-15,8.775001
2021-10-16,9.7699995
2021-10-17,10.25
2021-10-18,9.468333
2021-10-19,10.540833
2021-10-20,10.273334
2021-10-21,12.099167
2021-10-22,13.925
2021-10-23,14.181666
2021-10-24,9.178333
2021-10-25,5.450834
2021-10-26,7.2299995
2021-10-27,7.9275
2021-10-28,9.0
2021-10-29,9.854167
2021-10-30,9.544999
2021-10-31,8.81
2021-11-01,8.2025
2021-11-02,9.588333
2021-11-03,10.2825
2021-11-04,13.292499
2021-11-05,15.796666
2021-11-06,12.5824995
2021-11-07,11.188333
2021-11-08,10.662499
2021-11-09,7.1108336
2021-11-10,3.3149998
2021-11-11,4.504166
2021-11-12,5.959166
2021-11-13,5.4216666
2021-11-14,9.553333
2021-11-15,9.111667
2021-11-16,6.16
2021-11-17,4.0441666
2021-11-18,4.363333
2021-11-19,6.449167
2021-11-20,11.390834
2021-11-21,7.1474996
2021-11-22,6.268333
2021-11-23,4.7925
2021-11-24,1.8266667
2021-11-25,2.6041667
2021-11-26,2.3566666
2021-11-27,8.072499
2021-11-28,8.3949995
2021-11-29,7.2425
2021-11-30,3.1966665
2021-12-01,3.0366662
2021-12-02,4.915
2021-12-03,4.6566668
2021-12-04,1.6974999
2021-12-05,1.8183333
2021-12-06,2.4658334
2021-12-07,3.3774998
2021-12-08,2.1041667
2021-12-09,1.4408332
2021-12-10,4.9908333
2021-12-11,5.3075
2021-12-12,8.323334
2021-12-13,4.6249995
2021-12-14,2.1449997
2021-12-15,1.2774999
2021-12-16,0.5216667
2021-12-17,2.8525
2021-12-18,1.5475
2021-12-19,2.0616665
2021-12-20,1.6875
2021-12-21,-2.0874999
2021-12-22,-4.298333
2021-12-23,-5.3225
2021-12-24,-2.14
2021-12-25,5.1208334
2021-12-26,2.7283332
2021-12-27,-0.6975
2021-12-28,-0.82166666
2021-12-29,-2.1833332
2021-12-30,-0.26666668
2021-12-31,1.9816666
