time,ITH33
2021-01-01,-0.017499998
2021-01-02,0.6225
2021-01-03,1.8075
2021-01-04,2.745
2021-01-05,2.29
2021-01-06,1.5874999
2021-01-07,-1.9475
2021-01-08,-0.6175
2021-01-09,1.3999999
2021-01-10,1.0725
2021-01-11,5.1825
2021-01-12,6.7000003
2021-01-13,3.705
2021-01-14,4.9775
2021-01-15,0.5875
2021-01-16,3.725
2021-01-17,5.2124996
2021-01-18,4.2200003
2021-01-19,9.035
2021-01-20,9.985
2021-01-21,3.9925
2021-01-22,3.2749999
2021-01-23,0.6975
2021-01-24,-1.0925
2021-01-25,-0.5525
2021-01-26,1.3775
2021-01-27,6.2974997
2021-01-28,8.8525
2021-01-29,8.8125
2021-01-30,3.6825
2021-01-31,0.625
2021-02-01,2.7224998
2021-02-02,6.0849996
2021-02-03,7.8575
2021-02-04,4.9725
2021-02-05,7.4
2021-02-06,3.5349998
2021-02-07,1.405
2021-02-08,-0.32000002
2021-02-09,-0.33749998
2021-02-10,-0.22
2021-02-11,-1.995
2021-02-12,-0.3875
2021-02-13,-1.5374999
2021-02-14,1.5675
2021-02-15,7.605
2021-02-16,9.139999
2021-02-17,8.5375
2021-02-18,9.02
2021-02-19,6.5325
2021-02-20,10.934999
2021-02-21,10.275
2021-02-22,8.62
2021-02-23,8.737499
2021-02-24,13.427499
2021-02-25,9.869999
2021-02-26,5.9025
2021-02-27,5.245
2021-02-28,4.9674997
2021-03-01,2.7150002
2021-03-02,4.9399996
2021-03-03,4.8575
2021-03-04,4.5199995
2021-03-05,4.1625
2021-03-06,1.74
2021-03-07,2.84
2021-03-08,5.5525
2021-03-09,5.7825
2021-03-10,7.8075
2021-03-11,9.53
2021-03-12,7.0449996
2021-03-13,6.3549995
2021-03-14,6.6475
2021-03-15,9.4275
2021-03-16,9.9825
2021-03-17,6.8125
2021-03-18,6.5474997
2021-03-19,7.55
2021-03-20,8.3875
2021-03-21,8.094999
2021-03-22,5.79
2021-03-23,7.3374996
2021-03-24,9.9025
2021-03-25,8.5675
2021-03-26,9.15
2021-03-27,6.1449995
2021-03-28,10.4625
2021-03-29,12.9875
2021-03-30,12.405
2021-03-31,15.754999
2021-04-01,8.895
2021-04-02,6.9175
2021-04-03,6.0325
2021-04-04,7.3849998
2021-04-05,5.3849998
2021-04-06,3.5349998
2021-04-07,2.0874999
2021-04-08,6.87
2021-04-09,6.8224998
2021-04-10,3.8775
2021-04-11,3.5425
2021-04-12,4.3625
2021-04-13,5.52
2021-04-14,6.5675
2021-04-15,4.7625
2021-04-16,4.4725
2021-04-17,5.6749997
2021-04-18,6.665
2021-04-19,8.0975
2021-04-20,9.844999
2021-04-21,9.327499
2021-04-22,6.48
2021-04-23,8.68
2021-04-24,8.675
2021-04-25,7.4874997
2021-04-26,7.0775
2021-04-27,8.2925005
2021-04-28,7.92
2021-04-29,5.0375
2021-04-30,6.6025
2021-05-01,5.8624997
2021-05-02,7.0874996
2021-05-03,7.7424994
2021-05-04,8.66
2021-05-05,6.0074997
2021-05-06,6.7299995
2021-05-07,7.9874997
2021-05-08,9.7975
2021-05-09,14.875
2021-05-10,11.982499
2021-05-11,10.742499
2021-05-12,11.094999
2021-05-13,11.4525
2021-05-14,9.945
2021-05-15,10.474999
2021-05-16,11.055
2021-05-17,11.700001
2021-05-18,10.535
2021-05-19,11.505
2021-05-20,8.9775
2021-05-21,10.5425
2021-05-22,10.094999
2021-05-23,8.4625
2021-05-24,9.04
2021-05-25,10.655
2021-05-26,10.567499
2021-05-27,11.969999
2021-05-28,13.622499
2021-05-29,16.3575
2021-05-30,13.007501
2021-05-31,14.925
2021-06-01,16.7625
2021-06-02,18.57
2021-06-03,18.0375
2021-06-04,14.584999
2021-06-05,14.714999
2021-06-06,17.22
2021-06-07,17.2775
2021-06-08,15.5175
2021-06-09,16.8225
2021-06-10,18.7325
2021-06-11,18.9275
2021-06-12,16.5225
2021-06-13,18.1375
2021-06-14,20.050001
2021-06-15,15.389999
2021-06-16,19.51
2021-06-17,18.315
2021-06-18,14.474998
2021-06-19,13.9925
2021-06-20,13.3025
2021-06-21,11.875
2021-06-22,13.407499
2021-06-23,13.429999
2021-06-24,17.085
2021-06-25,15.7
2021-06-26,15.5025
2021-06-27,15.839999
2021-06-28,14.74
2021-06-29,15.554999
2021-06-30,14.8325
2021-07-01,15.6925
2021-07-02,17.767498
2021-07-03,18.67
2021-07-04,17.9375
2021-07-05,16.33
2021-07-06,15.349999
2021-07-07,17.7925
2021-07-08,17.8475
2021-07-09,17.275
2021-07-10,17.0125
2021-07-11,16.75
2021-07-12,17.03
2021-07-13,18.619999
2021-07-14,18.057499
2021-07-15,17.9525
2021-07-16,19.07
2021-07-17,21.0975
2021-07-18,22.3125
2021-07-19,22.8425
2021-07-20,22.67
2021-07-21,21.744999
2021-07-22,22.029999
2021-07-23,20.2375
2021-07-24,18.2425
2021-07-25,18.125
2021-07-26,19.5
2021-07-27,19.8675
2021-07-28,16.832499
2021-07-29,16.295
2021-07-30,15.8675
2021-07-31,16.885
2021-08-01,16.2575
2021-08-02,15.175
2021-08-03,15.57
2021-08-04,16.58
2021-08-05,16.395
2021-08-06,17.7975
2021-08-07,15.7
