time,DE40F
2021-01-01,1.8
2021-01-02,3.635
2021-01-03,5.1949997
2021-01-04,4.385
2021-01-05,4.0499997
2021-01-06,3.705
2021-01-07,2.155
2021-01-08,1.3299999
2021-01-09,0.68499994
2021-01-10,1.3299999
2021-01-11,0.265
2021-01-12,-0.29000002
2021-01-13,4.9049997
2021-01-14,5.795
2021-01-15,4.005
2021-01-16,0.92499995
2021-01-17,1.105
2021-01-18,-0.25
2021-01-19,0.20499998
2021-01-20,1.915
2021-01-21,3.2649999
2021-01-22,4.745
2021-01-23,7.055
2021-01-24,5.47
2021-01-25,2.77
2021-01-26,3.29
2021-01-27,1.9649999
2021-01-28,4.39
2021-01-29,4.49
2021-01-30,6.37
2021-01-31,6.38
2021-02-01,5.33
2021-02-02,3.56
2021-02-03,5.065
2021-02-04,7.9849997
2021-02-05,8.7
2021-02-06,9.955
2021-02-07,6.685
2021-02-08,6.59
2021-02-09,7.5099998
2021-02-10,8.309999
2021-02-11,6.1349998
2021-02-12,4.06
2021-02-13,0.93999994
2021-02-14,-0.35
2021-02-15,1.3549999
2021-02-16,3.895
2021-02-17,9.174999
2021-02-18,6.58
2021-02-19,9.1
2021-02-20,9.395
2021-02-21,10.0199995
2021-02-22,8.959999
2021-02-23,10.48
2021-02-24,12.309999
2021-02-25,12.03
2021-02-26,11.105
2021-02-27,11.01
2021-02-28,9.315
2021-03-01,8.19
2021-03-02,8.035
2021-03-03,7.9399996
2021-03-04,8.13
2021-03-05,8.975
2021-03-06,7.0499997
2021-03-07,5.42
2021-03-08,6.0299997
2021-03-09,7.33
2021-03-10,6.67
2021-03-11,8.24
2021-03-12,9.58
2021-03-13,8.5199995
2021-03-14,9.325
2021-03-15,7.7349997
2021-03-16,9.45
2021-03-17,7.4300003
2021-03-18,6.0099998
2021-03-19,5.35
2021-03-20,4.29
2021-03-21,4.13
2021-03-22,7.345
2021-03-23,9.014999
2021-03-24,8.834999
2021-03-25,10.664999
2021-03-26,10.924999
2021-03-27,12.32
2021-03-28,11.855
2021-03-29,13.719999
2021-03-30,15.379999
2021-03-31,16.189999
2021-04-01,16.369999
2021-04-02,16.61
2021-04-03,13.259999
2021-04-04,10.799999
2021-04-05,9.77
2021-04-06,8.43
2021-04-07,4.88
2021-04-08,6.785
2021-04-09,9.945
2021-04-10,10.275
2021-04-11,9.379999
2021-04-12,11.039999
2021-04-13,9.94
2021-04-14,7.52
2021-04-15,7.95
2021-04-16,8.309999
2021-04-17,8.75
2021-04-18,9.24
2021-04-19,10.014999
2021-04-20,11.535
2021-04-21,11.424999
2021-04-22,12.389999
