time,MK007
2021-01-01,3.1799998
2021-01-02,1.49
2021-01-03,0.71
2021-01-04,2.19
2021-01-05,3.4499998
2021-01-06,1.5699999
2021-01-07,1.1899999
2021-01-08,1.29
2021-01-09,-1.13
2021-01-10,3.1899998
2021-01-11,7.0299997
2021-01-12,3.8799999
2021-01-13,5.37
2021-01-14,7.5899997
2021-01-15,3.59
2021-01-16,6.68
2021-01-17,4.47
2021-01-18,5.04
2021-01-19,5.68
2021-01-20,3.36
2021-01-21,3.53
2021-01-22,2.56
2021-01-23,0.58
2021-01-24,1.1
2021-01-25,-0.08
2021-01-26,2.98
2021-01-27,6.21
2021-01-28,7.47
2021-01-29,6.89
2021-01-30,3.86
2021-01-31,3.4299998
2021-02-01,2.8899999
2021-02-02,3.83
2021-02-03,5.7799997
2021-02-04,6.85
2021-02-05,5.85
2021-02-06,5.25
2021-02-07,2.86
2021-02-08,1.9799999
2021-02-09,0.59999996
2021-02-10,0.53
2021-02-11,0.52
2021-02-12,2.6499999
2021-02-13,1.77
2021-02-14,6.54
2021-02-15,8.98
2021-02-16,9.38
2021-02-17,7.52
2021-02-18,5.69
2021-02-19,7.8599997
2021-02-20,9.58
2021-02-21,8.95
2021-02-22,7.2599998
2021-02-23,9.73
2021-02-24,10.13
2021-02-25,7.33
2021-02-26,6.66
2021-02-27,7.08
2021-02-28,7.31
2021-03-01,5.13
2021-03-02,4.8599997
2021-03-03,3.9599998
2021-03-04,5.16
2021-03-05,4.21
2021-03-06,4.17
2021-03-07,4.0699997
2021-03-08,7.48
2021-03-09,8.46
2021-03-10,8.67
2021-03-11,6.5099998
2021-03-12,6.0
2021-03-13,4.72
2021-03-14,6.8399997
2021-03-15,8.76
2021-03-16,10.16
2021-03-17,7.17
2021-03-18,8.99
2021-03-19,8.72
2021-03-20,8.74
2021-03-21,8.82
2021-03-22,8.41
2021-03-23,9.36
2021-03-24,7.66
2021-03-25,9.05
2021-03-26,6.75
2021-03-27,5.81
2021-03-28,10.26
2021-03-29,13.11
2021-03-30,13.78
2021-03-31,10.5199995
2021-04-01,7.79
2021-04-02,6.8199997
2021-04-03,6.62
2021-04-04,6.8199997
2021-04-05,3.54
2021-04-06,3.1399999
2021-04-07,4.79
2021-04-08,7.49
2021-04-09,5.0299997
2021-04-10,2.77
2021-04-11,2.57
2021-04-12,4.94
2021-04-13,6.7999997
2021-04-14,6.2599998
2021-04-15,6.6
2021-04-16,7.22
2021-04-17,7.77
2021-04-18,8.54
2021-04-19,9.719999
2021-04-20,9.15
2021-04-21,7.49
2021-04-22,9.04
2021-04-23,8.34
2021-04-24,10.95
2021-04-25,9.19
2021-04-26,8.11
2021-04-27,9.139999
2021-04-28,7.3399997
2021-04-29,6.5499997
2021-04-30,6.5499997
2021-05-01,5.25
2021-05-02,6.2
2021-05-03,8.639999
2021-05-04,7.25
2021-05-05,6.5099998
2021-05-06,5.15
2021-05-07,6.7599998
2021-05-08,9.75
2021-05-09,11.58
2021-05-10,12.24
2021-05-11,10.96
2021-05-12,9.179999
2021-05-13,9.17
2021-05-14,9.78
2021-05-15,10.29
2021-05-16,11.12
2021-05-17,10.0
2021-05-18,10.37
2021-05-19,10.28
2021-05-20,9.41
2021-05-21,10.63
2021-05-22,8.55
2021-05-23,9.01
2021-05-24,8.7699995
2021-05-25,11.0199995
2021-05-26,11.219999
2021-05-27,11.0199995
2021-05-28,12.66
2021-05-29,14.4
2021-05-30,14.48
2021-05-31,14.28
2021-06-01,16.779999
2021-06-02,15.309999
2021-06-03,15.799999
2021-06-04,14.03
2021-06-05,14.0199995
2021-06-06,13.44
2021-06-07,14.42
2021-06-08,14.94
2021-06-09,17.09
2021-06-10,18.46
2021-06-11,16.02
2021-06-12,14.09
2021-06-13,17.369999
2021-06-14,13.15
2021-06-15,14.17
2021-06-16,14.29
2021-06-17,13.21
2021-06-18,11.679999
2021-06-19,12.63
2021-06-20,15.44
2021-06-21,13.12
2021-06-22,11.62
2021-06-23,13.809999
2021-06-24,13.98
2021-06-25,11.83
2021-06-26,12.0
2021-06-27,13.969999
2021-06-28,14.799999
2021-06-29,14.99
2021-06-30,14.809999
2021-07-01,14.219999
2021-07-02,14.36
2021-07-03,15.87
2021-07-04,16.94
2021-07-05,15.639999
2021-07-06,14.37
2021-07-07,15.7699995
2021-07-08,15.28
2021-07-09,16.59
2021-07-10,15.969999
2021-07-11,15.759999
2021-07-12,17.05
2021-07-13,15.99
2021-07-14,16.76
2021-07-15,18.49
2021-07-16,19.789999
2021-07-17,20.89
2021-07-18,18.4
2021-07-19,18.77
2021-07-20,19.27
2021-07-21,20.58
2021-07-22,21.85
2021-07-23,21.17
2021-07-24,18.51
2021-07-25,18.699999
2021-07-26,16.73
2021-07-27,17.18
2021-07-28,13.75
2021-07-29,15.009999
2021-07-30,15.29
2021-07-31,15.12
2021-08-01,14.25
2021-08-02,12.21
2021-08-03,15.78
2021-08-04,16.3
2021-08-05,15.759999
2021-08-06,16.01
2021-08-07,16.72
2021-08-08,16.15
2021-08-09,16.16
2021-08-10,15.49
2021-08-11,16.49
2021-08-12,14.96
2021-08-13,15.54
2021-08-14,14.78
2021-08-15,14.95
2021-08-16,13.95
2021-08-17,15.389999
2021-08-18,15.16
2021-08-19,14.91
2021-08-20,16.789999
2021-08-21,16.66
2021-08-22,17.07
2021-08-23,15.349999
2021-08-24,16.56
2021-08-25,17.199999
2021-08-26,17.039999
2021-08-27,15.389999
2021-08-28,15.389999
2021-08-29,14.53
2021-08-30,14.809999
2021-08-31,14.24
2021-09-01,15.32
2021-09-02,12.99
2021-09-03,12.759999
2021-09-04,15.16
2021-09-05,17.19
2021-09-06,17.9
2021-09-07,18.51
2021-09-08,19.49
2021-09-09,17.98
2021-09-10,17.14
2021-09-11,16.18
2021-09-12,13.08
2021-09-13,13.849999
2021-09-14,16.529999
2021-09-15,14.62
2021-09-16,14.049999
2021-09-17,16.119999
2021-09-18,14.11
2021-09-19,14.639999
2021-09-20,12.87
2021-09-21,14.58
2021-09-22,15.75
2021-09-23,14.37
2021-09-24,15.96
2021-09-25,17.279999
2021-09-26,17.3
2021-09-27,12.2699995
2021-09-28,11.2
2021-09-29,10.36
2021-09-30,11.69
2021-10-01,11.32
2021-10-02,10.09
2021-10-03,10.32
2021-10-04,11.16
2021-10-05,10.32
2021-10-06,11.2
2021-10-07,15.38
2021-10-08,17.19
2021-10-09,15.589999
2021-10-10,11.07
2021-10-11,12.11
2021-10-12,12.639999
2021-10-13,12.44
2021-10-14,12.55
2021-10-15,8.9
2021-10-16,10.79
2021-10-17,13.69
2021-10-18,15.17
2021-10-19,16.199999
2021-10-20,10.48
2021-10-21,8.44
2021-10-22,10.099999
2021-10-23,10.51
2021-10-24,13.57
2021-10-25,10.82
2021-10-26,12.08
2021-10-27,14.74
2021-10-28,13.49
2021-10-29,11.099999
2021-10-30,8.9
2021-10-31,9.01
2021-11-01,9.21
2021-11-02,7.95
2021-11-03,7.58
2021-11-04,7.37
2021-11-05,8.7
2021-11-06,11.57
2021-11-07,9.639999
2021-11-08,10.19
2021-11-09,12.32
2021-11-10,8.09
2021-11-11,9.88
2021-11-12,11.25
2021-11-13,10.3
2021-11-14,11.86
2021-11-15,10.719999
2021-11-16,9.41
2021-11-17,8.97
2021-11-18,11.37
2021-11-19,11.7
2021-11-20,10.309999
2021-11-21,6.66
2021-11-22,4.12
2021-11-23,7.7599998
2021-11-24,6.54
2021-11-25,4.88
2021-11-26,6.54
2021-11-27,4.08
2021-11-28,3.33
2021-11-29,5.25
2021-11-30,9.01
2021-12-01,6.95
2021-12-02,4.27
2021-12-03,5.6
2021-12-04,5.27
2021-12-05,5.3599997
2021-12-06,3.34
2021-12-07,4.89
2021-12-08,4.89
2021-12-09,5.42
2021-12-10,4.46
2021-12-11,7.3199997
2021-12-12,9.76
2021-12-13,6.54
2021-12-14,6.08
2021-12-15,9.21
2021-12-16,8.88
2021-12-17,8.5
2021-12-18,6.56
2021-12-19,5.72
2021-12-20,5.56
2021-12-21,5.5499997
2021-12-22,6.47
2021-12-23,9.23
2021-12-24,8.179999
2021-12-25,6.0099998
2021-12-26,6.69
2021-12-27,5.91
2021-12-28,6.94
2021-12-29,7.71
2021-12-30,10.78
2021-12-31,11.509999
