time,FRK13
2021-01-01,-1.3225
2021-01-02,0.98
2021-01-03,2.17
2021-01-04,1.48
2021-01-05,-0.0975
2021-01-06,-1.425
2021-01-07,-2.475
2021-01-08,-3.995
2021-01-09,-4.38
2021-01-10,-5.5274997
2021-01-11,-6.995
2021-01-12,-6.0525
2021-01-13,-2.6649997
2021-01-14,-4.4325
2021-01-15,-5.7699995
2021-01-16,-9.025
2021-01-17,-10.424999
2021-01-18,-13.144999
2021-01-19,-6.6674995
2021-01-20,0.6825
2021-01-21,1.0799999
2021-01-22,3.5874999
2021-01-23,3.6825
2021-01-24,1.2925
2021-01-25,-2.4775
2021-01-26,-3.9824996
2021-01-27,-5.8875
2021-01-28,-6.4275
2021-01-29,-2.155
2021-01-30,-0.9499999
2021-01-31,-6.5299997
2021-02-01,-8.9625
2021-02-02,-3.6599998
2021-02-03,3.3725
2021-02-04,3.3324997
2021-02-05,-0.8575
2021-02-06,-2.5375
2021-02-07,-5.9275
2021-02-08,-5.5874996
2021-02-09,-6.6849995
2021-02-10,-6.3925
2021-02-11,-9.4725
2021-02-12,-14.0425
2021-02-13,-11.387501
2021-02-14,-7.5325
2021-02-15,-7.81
2021-02-16,-7.7324996
2021-02-17,-2.1325
2021-02-18,1.09
2021-02-19,0.2225
2021-02-20,2.385
2021-02-21,1.5425
2021-02-22,4.2275
2021-02-23,3.9025
2021-02-24,8.91
2021-02-25,9.405001
2021-02-26,7.665
2021-02-27,3.9099998
2021-02-28,1.66
2021-03-01,2.5025
2021-03-02,3.9850001
2021-03-03,6.2225
2021-03-04,4.4474998
2021-03-05,0.155
2021-03-06,-3.3125
2021-03-07,-1.6125
2021-03-08,-3.3425
2021-03-09,-5.0
2021-03-10,-4.7949996
2021-03-11,-3.9475
2021-03-12,2.4624999
2021-03-13,2.235
2021-03-14,4.0825
2021-03-15,0.85749996
2021-03-16,-1.025
2021-03-17,0.1425
2021-03-18,-1.3449999
2021-03-19,-3.9
2021-03-20,-5.6374993
2021-03-21,-5.7525
2021-03-22,-1.625
2021-03-23,-0.8275
2021-03-24,1.545
2021-03-25,2.855
2021-03-26,4.3525
2021-03-27,6.9125004
2021-03-28,3.27
2021-03-29,4.1525
2021-03-30,8.88
2021-03-31,12.197499
2021-04-01,12.3525
2021-04-02,6.3699994
2021-04-03,1.3625
2021-04-04,0.045
2021-04-05,2.4924998
2021-04-06,0.87749994
2021-04-07,-3.2824998
2021-04-08,-2.22
2021-04-09,1.31
2021-04-10,7.7974997
2021-04-11,6.9149995
2021-04-12,9.3675
2021-04-13,1.5799999
2021-04-14,-0.40249997
2021-04-15,-0.61
2021-04-16,-0.3325
2021-04-17,1.425
2021-04-18,3.715
2021-04-19,4.46
2021-04-20,6.45
2021-04-21,7.0724998
2021-04-22,6.3450003
2021-04-23,2.28
2021-04-24,4.3424997
2021-04-25,2.8899999
2021-04-26,1.0899999
2021-04-27,2.4524999
2021-04-28,5.9950004
2021-04-29,8.8275
2021-04-30,11.1925
2021-05-01,9.71
2021-05-02,9.549999
2021-05-03,5.6875
2021-05-04,6.8925
2021-05-05,10.24
2021-05-06,5.4624996
2021-05-07,7.9275
2021-05-08,5.83
2021-05-09,8.889999
2021-05-10,15.2575
2021-05-11,16.957499
2021-05-12,16.7325
2021-05-13,13.287499
2021-05-14,10.549999
2021-05-15,11.3125
2021-05-16,10.135
2021-05-17,8.36
2021-05-18,9.065
2021-05-19,8.282499
2021-05-20,9.4475
2021-05-21,8.87
2021-05-22,9.512501
2021-05-23,8.3025
2021-05-24,9.7775
2021-05-25,10.715
2021-05-26,10.1925
2021-05-27,10.9775
2021-05-28,10.8775
2021-05-29,8.907499
2021-05-30,7.9974995
2021-05-31,9.759999
2021-06-01,9.075
2021-06-02,10.0075
2021-06-03,11.4475
2021-06-04,13.4725
2021-06-05,14.827499
2021-06-06,14.344999
2021-06-07,14.605
2021-06-08,15.305
2021-06-09,15.92
2021-06-10,14.6175
2021-06-11,14.99
2021-06-12,15.077499
2021-06-13,12.165
2021-06-14,12.827499
2021-06-15,13.977499
2021-06-16,16.227499
2021-06-17,17.904999
2021-06-18,19.107498
2021-06-19,19.884998
2021-06-20,20.227499
2021-06-21,21.1875
2021-06-22,21.7225
2021-06-23,20.57
2021-06-24,22.9575
2021-06-25,19.185
2021-06-26,17.1475
2021-06-27,16.262499
2021-06-28,18.244999
2021-06-29,19.84
2021-06-30,19.635
2021-07-01,16.64
2021-07-02,15.664999
2021-07-03,15.6425
2021-07-04,16.5525
2021-07-05,17.204998
2021-07-06,19.6675
2021-07-07,21.039999
2021-07-08,22.3475
2021-07-09,22.019999
2021-07-10,18.307499
2021-07-11,18.220001
2021-07-12,17.5375
2021-07-13,20.8325
2021-07-14,22.9975
2021-07-15,20.005
2021-07-16,19.7325
2021-07-17,20.305
2021-07-18,19.5525
2021-07-19,18.127499
2021-07-20,15.4825
2021-07-21,15.309999
2021-07-22,14.994999
2021-07-23,16.5825
2021-07-24,17.9925
2021-07-25,17.945
2021-07-26,21.119999
2021-07-27,21.8525
2021-07-28,20.925
2021-07-29,19.945
2021-07-30,19.22
2021-07-31,17.875
2021-08-01,17.107498
2021-08-02,15.485001
2021-08-03,14.395
2021-08-04,15.48
2021-08-05,14.9
2021-08-06,13.92
2021-08-07,16.474998
2021-08-08,18.439999
2021-08-09,17.727499
2021-08-10,18.83
2021-08-11,17.5075
2021-08-12,15.817499
2021-08-13,17.3475
2021-08-14,20.054998
2021-08-15,21.2725
2021-08-16,21.0275
2021-08-17,15.004999
2021-08-18,12.4875
2021-08-19,13.7575
2021-08-20,15.8675
2021-08-21,15.98
2021-08-22,16.880001
2021-08-23,15.9025
2021-08-24,12.795
2021-08-25,10.534999
2021-08-26,9.112499
2021-08-27,10.67
2021-08-28,10.419999
2021-08-29,10.76
2021-08-30,10.6875
2021-08-31,11.077499
2021-09-01,12.547499
2021-09-02,12.7575
2021-09-03,12.985
2021-09-04,12.5625
2021-09-05,10.755
2021-09-06,9.98
2021-09-07,12.242499
2021-09-08,13.895
2021-09-09,13.8075
2021-09-10,13.985001
2021-09-11,14.724999
2021-09-12,15.609999
2021-09-13,15.7575
2021-09-14,15.295
2021-09-15,15.530001
2021-09-16,16.859999
2021-09-17,13.247499
2021-09-18,10.1975
2021-09-19,8.505
2021-09-20,7.32
2021-09-21,6.4574995
2021-09-22,6.5175
2021-09-23,8.7699995
2021-09-24,11.57
2021-09-25,12.5875
2021-09-26,14.3525
2021-09-27,13.955
2021-09-28,11.3925
2021-09-29,9.6325
2021-09-30,9.25
2021-10-01,8.2225
2021-10-02,10.254999
2021-10-03,10.905
2021-10-04,14.242499
2021-10-05,13.8175
2021-10-06,10.5975
2021-10-07,9.610001
2021-10-08,5.0799994
2021-10-09,2.74
2021-10-10,2.8425
2021-10-11,4.7375
2021-10-12,5.5599995
2021-10-13,2.15
2021-10-14,3.5675
2021-10-15,6.0625
2021-10-16,5.4075003
2021-10-17,4.18
2021-10-18,4.7474995
2021-10-19,8.0075
2021-10-20,11.115
2021-10-21,10.53
2021-10-22,7.9674997
2021-10-23,4.7349997
2021-10-24,3.3274999
2021-10-25,4.9125
2021-10-26,4.6025
2021-10-27,5.4925
2021-10-28,6.5699997
2021-10-29,8.8825
2021-10-30,9.92
2021-10-31,9.84
2021-11-01,7.625
2021-11-02,5.3849998
2021-11-03,6.2875004
2021-11-04,9.549999
2021-11-05,4.7275
2021-11-06,3.385
2021-11-07,3.6324997
2021-11-08,5.125
2021-11-09,3.28
2021-11-10,4.95
2021-11-11,4.5225
2021-11-12,2.235
2021-11-13,2.8174999
2021-11-14,2.2225
2021-11-15,2.5125
2021-11-16,1.12
2021-11-17,0.74499995
2021-11-18,3.685
2021-11-19,4.67
2021-11-20,7.7599993
2021-11-21,5.1275
2021-11-22,2.9474998
2021-11-23,0.4775
2021-11-24,-0.2375
2021-11-25,-0.22999999
2021-11-26,0.81
2021-11-27,0.6825
2021-11-28,0.6525
2021-11-29,-1.075
2021-11-30,-1.8500001
2021-12-01,0.2825
2021-12-02,3.15
2021-12-03,-2.5425
2021-12-04,-4.135
2021-12-05,-1.5274999
2021-12-06,-2.03
2021-12-07,-3.4599998
2021-12-08,-6.7775
2021-12-09,-5.8699994
2021-12-10,-1.7075
2021-12-11,-4.56
2021-12-12,-3.91
2021-12-13,-4.5975
2021-12-14,-4.0074997
2021-12-15,-1.4049999
2021-12-16,1.8225
2021-12-17,1.3225
2021-12-18,-0.3275
2021-12-19,2.1924999
2021-12-20,-1.3525
2021-12-21,-6.8574996
2021-12-22,-10.0275
2021-12-23,-8.3225
2021-12-24,-1.1075001
2021-12-25,-3.0675
2021-12-26,-11.8324995
2021-12-27,-11.545
2021-12-28,-6.165
2021-12-29,-3.8049998
2021-12-30,-0.72499996
2021-12-31,6.1824994
