time,ES111
2021-01-01,3.31
2021-01-02,4.109375
2021-01-03,5.3450003
2021-01-04,5.695625
2021-01-05,2.82
2021-01-06,2.5918748
2021-01-07,3.0518749
2021-01-08,-0.551875
2021-01-09,-2.5425
2021-01-10,-1.7656249
2021-01-11,-1.7449999
2021-01-12,-0.98249996
2021-01-13,-1.1825
2021-01-14,-2.176875
2021-01-15,-3.460625
2021-01-16,-7.42
2021-01-17,-7.345625
2021-01-18,-8.247499
2021-01-19,-3.943125
2021-01-20,-0.04187502
2021-01-21,4.511875
2021-01-22,4.541875
2021-01-23,5.9337497
2021-01-24,6.06875
2021-01-25,1.48125
2021-01-26,-1.385625
2021-01-27,-2.02125
2021-01-28,-2.600625
2021-01-29,1.6056249
2021-01-30,5.3981247
2021-01-31,3.3374999
2021-02-01,2.255
2021-02-02,3.6275
2021-02-03,6.1568747
2021-02-04,7.75125
2021-02-05,6.203125
2021-02-06,7.925625
2021-02-07,6.1762495
2021-02-08,5.74625
2021-02-09,6.0325003
2021-02-10,7.32875
2021-02-11,3.1756248
2021-02-12,-8.694375
2021-02-13,-11.844375
2021-02-14,-8.85
2021-02-15,-3.92875
2021-02-16,-3.7075
2021-02-17,-0.41750002
2021-02-18,3.006875
2021-02-19,1.3956249
2021-02-20,2.4425
2021-02-21,4.10375
2021-02-22,5.469375
2021-02-23,8.0275
2021-02-24,6.1993747
2021-02-25,8.510624
2021-02-26,9.631875
2021-02-27,6.2124996
2021-02-28,3.21875
2021-03-01,3.115625
2021-03-02,4.0337496
2021-03-03,6.101875
2021-03-04,6.0575
2021-03-05,4.51875
2021-03-06,2.02625
2021-03-07,-0.42562497
2021-03-08,0.20875
2021-03-09,-0.731875
2021-03-10,0.55125
2021-03-11,-1.19125
2021-03-12,3.598125
2021-03-13,5.4831247
2021-03-14,6.79125
2021-03-15,4.1299996
2021-03-16,1.2562499
2021-03-17,1.7524999
2021-03-18,0.27999997
2021-03-19,0.91187495
2021-03-20,-0.55125
2021-03-21,1.146875
2021-03-22,0.22999999
2021-03-23,0.73687494
2021-03-24,2.3093748
2021-03-25,1.8318751
2021-03-26,3.054375
2021-03-27,6.0412498
2021-03-28,7.300625
2021-03-29,5.4262495
2021-03-30,8.294374
2021-03-31,9.42875
2021-04-01,10.04625
2021-04-02,10.78125
2021-04-03,7.356875
2021-04-04,3.005625
2021-04-05,5.171875
2021-04-06,5.0181246
2021-04-07,1.1524999
2021-04-08,0.48562497
2021-04-09,2.1325
2021-04-10,7.02125
2021-04-11,9.019375
2021-04-12,14.929375
2021-04-13,9.9725
2021-04-14,2.44
2021-04-15,2.79
2021-04-16,2.235625
2021-04-17,2.606875
2021-04-18,4.183125
2021-04-19,6.51
2021-04-20,6.6375
2021-04-21,8.213125
2021-04-22,8.9262495
2021-04-23,8.995625
2021-04-24,6.6331253
2021-04-25,8.198126
2021-04-26,8.441875
2021-04-27,7.760625
2021-04-28,9.546249
2021-04-29,11.320624
2021-04-30,15.328124
2021-05-01,18.2375
2021-05-02,19.16625
2021-05-03,12.2925
2021-05-04,9.220625
2021-05-05,14.706875
2021-05-06,11.623749
2021-05-07,13.348125
2021-05-08,10.227499
2021-05-09,9.5175
2021-05-10,16.51625
2021-05-11,17.4925
2021-05-12,17.395
2021-05-13,12.8168745
2021-05-14,12.356249
2021-05-15,13.408125
2021-05-16,12.311874
2021-05-17,11.193749
2021-05-18,12.060625
2021-05-19,10.022499
2021-05-20,10.379999
2021-05-21,12.51625
2021-05-22,14.045626
2021-05-23,16.58125
2021-05-24,15.419374
2021-05-25,18.814373
2021-05-26,15.428125
2021-05-27,15.376875
2021-05-28,14.190624
2021-05-29,13.706875
2021-05-30,11.776249
2021-05-31,9.57125
2021-06-01,10.73125
2021-06-02,12.065
2021-06-03,12.593124
2021-06-04,17.001875
2021-06-05,15.496249
2021-06-06,15.6918745
2021-06-07,16.575626
2021-06-08,17.10625
2021-06-09,17.925625
2021-06-10,17.25125
2021-06-11,17.235624
2021-06-12,16.943125
2021-06-13,16.401249
2021-06-14,12.98625
2021-06-15,14.63375
2021-06-16,19.154999
2021-06-17,19.10875
2021-06-18,19.941875
2021-06-19,20.764374
2021-06-20,21.590626
2021-06-21,21.48375
